# Y X a0 a1 a2 a3
2.165264711615580318e+00 -1.000000000000000000e+00 1.535219515465736928e-01 1.010901390232574748e-01 7.433326511269292558e-01 2.055258303239527583e-03
2.182537110691847193e+00 -9.859719438877755371e-01 1.574405736290428737e-01 1.011916461700980430e-01 7.393114362166289810e-01 2.056343984230295328e-03
2.241133440753575456e+00 -9.719438877755510742e-01 1.613677172125935755e-01 1.012347759944093872e-01 7.353415247763894769e-01 2.055982016607628068e-03
2.228375747721768718e+00 -9.579158316633266113e-01 1.652484515582661184e-01 1.012097449679078831e-01 7.314881978181209110e-01 2.053605655705102642e-03
1.815518091282076085e+00 -9.438877755511021483e-01 1.694686187618099360e-01 1.013379484785398299e-01 7.271378929346703490e-01 2.055539824980001304e-03
1.998407045286017869e+00 -9.298597194388777964e-01 1.736405213114947388e-01 1.013146256585242821e-01 7.229878720797046077e-01 2.056980950276308083e-03
2.015736320497211409e+00 -9.158316633266533335e-01 1.779040851360935704e-01 1.013822759522413214e-01 7.186545224666895937e-01 2.059116444975356199e-03
1.742631670057708027e+00 -9.018036072144288706e-01 1.823352806275179983e-01 1.014389760351120384e-01 7.141671700608335227e-01 2.058573276536603686e-03
2.169877390233452719e+00 -8.877755511022044077e-01 1.867510315646340735e-01 1.013565618784471323e-01 7.098312010608118783e-01 2.061205496106919416e-03
1.883510082516624884e+00 -8.737474949899799448e-01 1.911295231070331835e-01 1.013841466778123979e-01 7.054214658000735882e-01 2.064864415080832141e-03
1.812556746559955467e+00 -8.597194388777554819e-01 1.956339720124422032e-01 1.013073474224156223e-01 7.009940323929592099e-01 2.064648172182938571e-03
2.192861906567222352e+00 -8.456913827655310190e-01 2.002584775186403432e-01 1.013061724524405571e-01 6.963668599215711019e-01 2.068490107347895849e-03
2.026579272928132447e+00 -8.316633266533066671e-01 2.050278604732002075e-01 1.011726161864776180e-01 6.917277582333428709e-01 2.071765106979324422e-03
2.463501962223207720e+00 -8.176352705410820931e-01 2.097563263089991803e-01 1.011668065424014828e-01 6.870013259262317540e-01 2.075541222367608026e-03
2.667571947903900842e+00 -8.036072144288577412e-01 2.146367505210492743e-01 1.010377901836727599e-01 6.822464985284855121e-01 2.078960766792424184e-03
1.892566927116698050e+00 -7.895791583166332783e-01 2.195601564232644298e-01 1.009541200748904632e-01 6.774024659611220800e-01 2.083257540723033006e-03
2.446595078015745717e+00 -7.755511022044088154e-01 2.245040690343275691e-01 1.007921584390833875e-01 6.726165449167185173e-01 2.087227609870527870e-03
2.220691595437668475e+00 -7.615230460921843525e-01 2.295077760664966104e-01 1.007051450760020200e-01 6.676941571322236868e-01 2.092921725277679685e-03
1.935157332994664081e+00 -7.474949899799598896e-01 2.344290385799275844e-01 1.005105506895845602e-01 6.629618650180347794e-01 2.098545712453108933e-03
