# Y X a0 a1 a2 a3
5.553947159131966682e-01 -1.000000000000000000e+00 1.069048563234879096e-01 2.871382968892223220e-01 6.055668625323568088e-01 3.899842549330367696e-04
1.882647263408756100e+00 -9.859719438877755371e-01 1.096987576949114140e-01 2.890599105587529083e-01 6.008474845641698092e-01 3.938471821657586725e-04
7.060949009397127218e-01 -9.719438877755510742e-01 1.126478606310244157e-01 2.909952958668168832e-01 5.959583758232581685e-01 3.984676789005230980e-04
5.816505486707329586e-01 -9.579158316633266113e-01 1.156489933290636291e-01 2.929707741410110255e-01 5.909774123970937820e-01 4.028201328314692624e-04
1.452250139483963753e+00 -9.438877755511021483e-01 1.186678578198286510e-01 2.949141466254887045e-01 5.860108215766677286e-01 4.071739780148090986e-04
1.050820034260390390e+00 -9.298597194388777964e-01 1.217541455497548331e-01 2.967377014271188607e-01 5.810963156697415144e-01 4.118373533846022010e-04
2.199410289118016948e+00 -9.158316633266533335e-01 1.250325054152868209e-01 2.984447526016869578e-01 5.761063578729959112e-01 4.163841100302939613e-04
7.579672130071792857e-01 -9.018036072144288706e-01 1.282674638342476969e-01 3.004182995368863685e-01 5.708928951857520362e-01 4.213414431139561080e-04
4.585892309169062875e-01 -8.877755511022044077e-01 1.315060259966727707e-01 3.019755018870615149e-01 5.660921394790000560e-01 4.263326372656191503e-04
1.515673887128119013e+00 -8.737474949899799448e-01 1.349283173845577388e-01 3.036759236947910168e-01 5.609639503667480653e-01 4.318085539031045320e-04
6.273581967110060109e-01 -8.597194388777554819e-01 1.383658050484287139e-01 3.054485034296010593e-01 5.557488922806705922e-01 4.367992412996283126e-04
8.942888368368533403e-01 -8.456913827655310190e-01 1.417615343957302765e-01 3.067711078684722259e-01 5.510254484596947000e-01 4.419092761027941518e-04
1.095113785234754999e+00 -8.316633266533066671e-01 1.453336832624637642e-01 3.083603618280968406e-01 5.458584323763844282e-01 4.475225330549402513e-04
1.583457667708976890e+00 -8.176352705410820931e-01 1.489031291349728059e-01 3.099668421042089395e-01 5.406768072612478937e-01 4.532214995702650551e-04
1.893267447190848163e+00 -8.036072144288577412e-01 1.526447436361578480e-01 3.110756117672491827e-01 5.358208070432722847e-01 4.588375533207495957e-04
2.274164480482360862e+00 -7.895791583166332783e-01 1.563712487812582708e-01 3.125419448577888004e-01 5.306218261577418938e-01 4.649802032111196811e-04
1.715703040124565204e+00 -7.755511022044088154e-01 1.602201909859727880e-01 3.137560267586625984e-01 5.255523612255676991e-01 4.714210297969640751e-04
2.581645419645407280e+00 -7.615230460921843525e-01 1.639104570271598671e-01 3.149772879472685916e-01 5.206349391135171034e-01 4.773159120544295049e-04
1.674835768278354786e+00 -7.474949899799598896e-01 1.679446606911638995e-01 3.159440583783134637e-01 5.156273363414164423e-01 4.839445891062038553e-04
8.278278260991240867e-01 -7.334669338677355377e-01 1.718537760561873184e-01 3.172514250484402831e-01 5.104043396316461090e-01 4.904592637263559133e-04
2.433050611846317324e+00 -7.194388777555109638e-01 1.757587012698320628e-01 3.182583671890509280e-01 5.054856413877502064e-01 4.972901533669160136e-04
1.951277216268066050e+00 -7.054108216432866119e-01 1.798217351459533986e-01 3.191360785955874024e-01 5.005380759930326828e-01 5.041102654265113871e-04
1.119252449699291052e+00 -6.913827655310621489e-01 1.839179506808968634e-01 3.199890164194011954e-01 4.955818310093051404e-01 5.112018903968574548e-04
2.172250036604352008e+00 -6.773547094188376860e-01 1.881834879856254250e-01 3.207309163194224100e-01 4.905669674093170451e-01 5.186282856350968827e-04
2.371444582859718153e+00 -6.633266533066132231e-01 1.922788167226108513e-01 3.216100959133905146e-01 4.855852956789797892e-01 5.257916850188673217e-04
2.386983452460265553e+00 -6.492985971943887602e-01 1.965710835730524186e-01 3.221350095403304747e-01 4.807596519993528883e-01 5.342548872642791493e-04
2.387340616981575181e+00 -6.352705410821642973e-01 2.007871805842419699e-01 3.226452971814889326e-01 4.760259487116654809e-01 5.415735226036512721e-04
7.145697656931161434e-01 -6.212424849699398344e-01 2.051479525609390397e-01 3.232915773913942470e-01 4.710104883277790866e-01 5.499817198876613689e-04
2.559531687249814169e+00 -6.072144288577154825e-01 2.096529273205610666e-01 3.237246050547106235e-01 4.660644609719666320e-01 5.580066527617536095e-04
1.533467443910037531e+00 -5.931863727454909085e-01 2.139484425662283307e-01 3.241350620752804779e-01 4.613494546743068248e-01 5.670406841843549962e-04
1.824298952743467872e+00 -5.791583166332665567e-01 2.184791114329861228e-01 3.245000754580184554e-01 4.564455184602402849e-01 5.752946487551901513e-04
1.094249692736811053e+00 -5.651302605210420937e-01 2.227775749371176950e-01 3.247358942985167918e-01 4.519019629732430876e-01 5.845677911226636108e-04
2.204072179934447817e+00 -5.511022044088176308e-01 2.273466299289310932e-01 3.248860250127796889e-01 4.471736375710416156e-01 5.937074872476504972e-04
1.435335687381998904e+00 -5.370741482965931679e-01 2.319279802086850473e-01 3.250516315452813276e-01 4.424175367049938412e-01 6.028515410396124768e-04
1.225574352493506991e+00 -5.230460921843687050e-01 2.365306287837353472e-01 3.249710968528119470e-01 4.378858851439737521e-01 6.123892194789275125e-04
2.499679646892573714e+00 -5.090180360721443531e-01 2.411661497238170582e-01 3.250129406453346470e-01 4.331983977928646201e-01 6.225118379836611570e-04
2.982982651478424341e+00 -4.949899799599197792e-01 2.458211185713904678e-01 3.249244495953920731e-01 4.286213776850819612e-01 6.330541481356247255e-04
1.294502176319417774e+00 -4.809619238476954273e-01 2.502574717201649923e-01 3.247561821012066030e-01 4.243429518926679633e-01 6.433942859603808493e-04
2.571990803897358457e+00 -4.669338677354709644e-01 2.549226511269844231e-01 3.246280348993758058e-01 4.197950422607634735e-01 6.542717128764031966e-04
2.351507851390278958e+00 -4.529058116232465014e-01 2.596621257432530916e-01 3.242447891072538502e-01 4.154276629961731193e-01 6.654221533200123254e-04
1.668784723651161706e+00 -4.388777555110220385e-01 2.641581541362613139e-01 3.238717123413986099e-01 4.112930188018766309e-01 6.771147204634410041e-04
2.105996374796555770e+00 -4.248496993987975756e-01 2.690033163980041220e-01 3.234118566153949548e-01 4.068961796856209734e-01 6.886473009799033490e-04
3.027524315282269729e+00 -4.108216432865731127e-01 2.736757265094116875e-01 3.229543061234961265e-01 4.026687599572081333e-01 7.012074098841113764e-04
2.610054482323254987e+00 -3.967935871743486498e-01 2.785439160890194055e-01 3.224827925359808889e-01 3.982599728261249639e-01 7.133185488746126473e-04
1.751781021427154084e+00 -3.827655310621242979e-01 2.832650492398589015e-01 3.218156194723473251e-01 3.941930392132772520e-01 7.262920745165985306e-04
1.796242061023368031e+00 -3.687374749498998350e-01 2.878066840531898762e-01 3.212678179572505677e-01 3.901859286439039454e-01 7.395693456556905188e-04
2.878048614828378593e+00 -3.547094188376753721e-01 2.924523768174229765e-01 3.203117292643803404e-01 3.864829865046041646e-01 7.529074135926422644e-04
2.734811652583764907e+00 -3.406813627254509091e-01 2.971411599156699723e-01 3.197914923933902198e-01 3.822999637745170265e-01 7.673839164228546568e-04
1.316289633495000277e+00 -3.266533066132264462e-01 3.018629511701468870e-01 3.187604357416423118e-01 3.785950821471517069e-01 7.815309410590669421e-04
2.667863519922267113e+00 -3.126252505010019833e-01 3.066316894148663486e-01 3.180215064153397164e-01 3.745505070626699573e-01 7.962971071239792389e-04
2.449033432959247580e+00 -2.985971943887775204e-01 3.112276845345609000e-01 3.171005081988929053e-01 3.708600822166465139e-01 8.117250498996235073e-04
2.845109434887049371e+00 -2.845691382765530575e-01 3.158257037672015932e-01 3.161037730462272766e-01 3.672428962829133448e-01 8.276269036578141934e-04
2.858813634187055364e+00 -2.705410821643285946e-01 3.204795951482901084e-01 3.150516216102418610e-01 3.636245756085778602e-01 8.442076328901815903e-04
2.496570863349672376e+00 -2.565130260521042427e-01 3.249370071264753301e-01 3.140185613325642833e-01 3.601836346234073560e-01 8.607969175529606295e-04
3.183810638545283123e+00 -2.424849699398797798e-01 3.296854528153521091e-01 3.127737903895216887e-01 3.566628023802566050e-01 8.779544148696021228e-04
1.476136355311288728e+00 -2.284569138276553169e-01 3.342349323272603145e-01 3.115899803844507376e-01 3.532787735853455402e-01 8.963137029434254006e-04
1.656997819687329621e+00 -2.144288577154308539e-01 3.385784386824354231e-01 3.104471242951376553e-01 3.500601078095985641e-01 9.143292128283238328e-04
1.584014606618719956e+00 -2.004008016032063910e-01 3.429762656719193559e-01 3.092516248976394655e-01 3.468384534100998895e-01 9.336560203413096304e-04
3.148597001949318130e+00 -1.863727454909819281e-01 3.473878995537945102e-01 3.079749134680060396e-01 3.436829657998705656e-01 9.542211783287987735e-04
2.057100870201204135e+00 -1.723446893787574652e-01 3.519024752545561463e-01 3.067340029428770598e-01 3.403892611960361303e-01 9.742606065306004971e-04
1.525238875773264224e+00 -1.583166332665331133e-01 3.562181196953772555e-01 3.052963957732280909e-01 3.374892885675077059e-01 9.961959638871249138e-04
2.977460148302062848e+00 -1.442885771543086504e-01 3.605153768641372602e-01 3.039526796868194380e-01 3.345148846315403879e-01 1.017058817502871975e-03
2.984003868755530142e+00 -1.302605210420841875e-01 3.648858168624219411e-01 3.024339358081601925e-01 3.316399826744241275e-01 1.040264654993706571e-03
1.595264420726056898e+00 -1.162324649298597246e-01 3.692296334952980263e-01 3.009086927128635236e-01 3.287981606624653663e-01 1.063513129373219474e-03
2.803578133280473228e+00 -1.022044088176352616e-01 3.732143823173342256e-01 2.995490426461618894e-01 3.261491244193110428e-01 1.087450617192716644e-03
1.846052281260432970e+00 -8.817635270541079873e-02 3.771827929933196377e-01 2.981344948450476151e-01 3.235701505592053495e-01 1.112561602427252806e-03
1.585593675919620082e+00 -7.414829659318633581e-02 3.812947001780911949e-01 2.964949288367791924e-01 3.210725397009943638e-01 1.137831284135362980e-03
2.287079534923648350e+00 -6.012024048096187290e-02 3.853177780592690893e-01 2.950420101165718290e-01 3.184751805676806491e-01 1.165031256478431341e-03
2.697134733153883523e+00 -4.609218436873740998e-02 3.894002743239313169e-01 2.932637899146250948e-01 3.161423823038985725e-01 1.193553457545002729e-03
2.435245816866318691e+00 -3.206412825651305809e-02 3.930107097141637418e-01 2.918642478710817278e-01 3.139029681809118455e-01 1.222074233842622860e-03
1.855424889825713741e+00 -1.803607214428859518e-02 3.968586419660889986e-01 2.902876319594527854e-01 3.116014646100495056e-01 1.252261464408702422e-03
2.763616127632605668e+00 -4.008016032064132261e-03 4.006196752657742444e-01 2.886182579315297869e-01 3.094787642802934724e-01 1.283302522402473981e-03
