# Y X a0 a1 a2 a3
5.553947159131966682e-01 -1.000000000000000000e+00 2.891630266604162114e-01 6.060663572707790658e-01 1.040397478898086314e-01 7.308681789960652262e-04
1.882647263408756100e+00 -9.859719438877755371e-01 2.921518712684525454e-01 6.027568905748192929e-01 1.043656154012161247e-01 7.256227555121726657e-04
7.060949009397127218e-01 -9.719438877755510742e-01 2.948091823486660989e-01 5.997046768434722841e-01 1.047660126859668167e-01 7.201281218949523574e-04
5.816505486707329586e-01 -9.579158316633266113e-01 2.975332646147073601e-01 5.966937990799726643e-01 1.050580832176964963e-01 7.148530876235149921e-04
1.452250139483963753e+00 -9.438877755511021483e-01 3.002066190694783199e-01 5.936624910444150416e-01 1.054210185016853374e-01 7.098713844212510646e-04
1.050820034260390390e+00 -9.298597194388777964e-01 3.030671682974039882e-01 5.905247718235097087e-01 1.057027905199429962e-01 7.052693591433419236e-04
2.199410289118016948e+00 -9.158316633266533335e-01 3.060106825354443338e-01 5.872116431081696453e-01 1.060765592154422898e-01 7.011151409438513013e-04
7.579672130071792857e-01 -9.018036072144288706e-01 3.088777027893016558e-01 5.840511526579547086e-01 1.063744464701753267e-01 6.966980825683911872e-04
4.585892309169062875e-01 -8.877755511022044077e-01 3.114234524659401093e-01 5.812357778004372255e-01 1.066483098778392286e-01 6.924598557833871668e-04
1.515673887128119013e+00 -8.737474949899799448e-01 3.143463852385109392e-01 5.779937721930493710e-01 1.069708679363772785e-01 6.889746320623758207e-04
6.273581967110060109e-01 -8.597194388777554819e-01 3.171005181974743681e-01 5.748793597821756363e-01 1.073350745793887340e-01 6.850474409612053103e-04
8.942888368368533403e-01 -8.456913827655310190e-01 3.199940055878928713e-01 5.716533313288439944e-01 1.076709529862113351e-01 6.817100970516702793e-04
1.095113785234754999e+00 -8.316633266533066671e-01 3.226915610532869461e-01 5.686893598670923478e-01 1.079406051040905368e-01 6.784739755301727763e-04
1.583457667708976890e+00 -8.176352705410820931e-01 3.253896632556400603e-01 5.657231106332001325e-01 1.082121975208401726e-01 6.750285903195990186e-04
1.893267447190848163e+00 -8.036072144288577412e-01 3.282406165046925506e-01 5.625468198728238445e-01 1.085394825021674392e-01 6.730811203161725679e-04
2.274164480482360862e+00 -7.895791583166332783e-01 3.309549875230849980e-01 5.595778979413849052e-01 1.087970121051637373e-01 6.701024303664038662e-04
1.715703040124565204e+00 -7.755511022044088154e-01 3.336267061267697009e-01 5.565531766497980870e-01 1.091521531793971933e-01 6.679640440349054456e-04
2.581645419645407280e+00 -7.615230460921843525e-01 3.363698535207323981e-01 5.535279293211665674e-01 1.094364661413382983e-01 6.657510167626357837e-04
1.674835768278354786e+00 -7.474949899799598896e-01 3.391356682139111678e-01 5.504257045437497275e-01 1.097746754455948409e-01 6.639517967442381575e-04
8.278278260991240867e-01 -7.334669338677355377e-01 3.418050549352173451e-01 5.475174283848969203e-01 1.100154068232345045e-01 6.621098566511580226e-04
2.433050611846317324e+00 -7.194388777555109638e-01 3.444645579294584592e-01 5.445432054677068479e-01 1.103311173817594498e-01 6.611192210752408474e-04
1.951277216268066050e+00 -7.054108216432866119e-01 3.470016854627767100e-01 5.418036149940052004e-01 1.105353599668069120e-01 6.593395764112261470e-04
1.119252449699291052e+00 -6.913827655310621489e-01 3.496167344943068023e-01 5.389259259976205696e-01 1.107992661927985484e-01 6.580733152739633076e-04
2.172250036604352008e+00 -6.773547094188376860e-01 3.522374170761736756e-01 5.359084997648508875e-01 1.111967293631457160e-01 6.573537958296921373e-04
2.371444582859718153e+00 -6.633266533066132231e-01 3.547720129270088285e-01 5.331234194019116579e-01 1.114476568125649936e-01 6.569108585143351676e-04
2.386983452460265553e+00 -6.492985971943887602e-01 3.573782996443656268e-01 5.302680193764820471e-01 1.116971109854545535e-01 6.565699936976804232e-04
2.387340616981575181e+00 -6.352705410821642973e-01 3.597877887032826516e-01 5.276011009570104049e-01 1.119548208476974366e-01 6.562894920095004199e-04
7.145697656931161434e-01 -6.212424849699398344e-01 3.623392745504086521e-01 5.248083074730104380e-01 1.121959328234516245e-01 6.564851531293076827e-04
2.559531687249814169e+00 -6.072144288577154825e-01 3.648092306938425233e-01 5.220720375689000825e-01 1.124620135585755465e-01 6.567181786818218712e-04
1.533467443910037531e+00 -5.931863727454909085e-01 3.671336498638466672e-01 5.195133925478077064e-01 1.126952173295782539e-01 6.577402587674438614e-04
1.824298952743467872e+00 -5.791583166332665567e-01 3.695625211936297561e-01 5.167649280362460740e-01 1.130142677529737960e-01 6.582830171503726603e-04
1.094249692736811053e+00 -5.651302605210420937e-01 3.719650224743544786e-01 5.141911672581760406e-01 1.131847116766993011e-01 6.590985907701907938e-04
2.204072179934447817e+00 -5.511022044088176308e-01 3.741565758471656067e-01 5.116600071626150603e-01 1.135229029604018502e-01 6.605140298174787391e-04
1.435335687381998904e+00 -5.370741482965931679e-01 3.766489798307733339e-01 5.088952824606057801e-01 1.137936582386497031e-01 6.620794699712160116e-04
1.225574352493506991e+00 -5.230460921843687050e-01 3.787114757733936465e-01 5.066387526619442472e-01 1.139860902129821579e-01 6.636813516799301357e-04
2.499679646892573714e+00 -5.090180360721443531e-01 3.809869168892011104e-01 5.041304353559975526e-01 1.142171872252288334e-01 6.654605295725480197e-04
2.982982651478424341e+00 -4.949899799599197792e-01 3.830058836959938651e-01 5.018921769177484560e-01 1.144337039148906471e-01 6.682354713671020225e-04
1.294502176319417774e+00 -4.809619238476954273e-01 3.854162189590122356e-01 4.991639233040640611e-01 1.147486285813789364e-01 6.712291555446299853e-04
2.571990803897358457e+00 -4.669338677354709644e-01 3.872279256756269161e-01 4.971850439603642258e-01 1.149135302418336779e-01 6.735001221753399939e-04
2.351507851390278958e+00 -4.529058116232465014e-01 3.893051146624592618e-01 4.948892005622550494e-01 1.151292869156331500e-01 6.763978596525767936e-04
1.668784723651161706e+00 -4.388777555110220385e-01 3.913581825433041228e-01 4.926167882227218686e-01 1.153450669690431751e-01 6.799622649306501102e-04
2.105996374796555770e+00 -4.248496993987975756e-01 3.933683701795838150e-01 4.903694889732121975e-01 1.155787966145707946e-01 6.833442326329843908e-04
3.027524315282269729e+00 -4.108216432865731127e-01 3.949641175407974658e-01 4.885745768676637568e-01 1.157735963115158195e-01 6.877092800230259241e-04
2.610054482323254987e+00 -3.967935871743486498e-01 3.967447040026884642e-01 4.865389154346276834e-01 1.160248762155839941e-01 6.915043470997488031e-04
1.751781021427154084e+00 -3.827655310621242979e-01 3.987443700472770303e-01 4.843446879986271769e-01 1.162143245027738442e-01 6.966174513219294427e-04
1.796242061023368031e+00 -3.687374749498998350e-01 4.002185181482668108e-01 4.825755939576786280e-01 1.165045249214148038e-01 7.013629726396882706e-04
2.878048614828378593e+00 -3.547094188376753721e-01 4.019423964950121775e-01 4.807146757510745716e-01 1.166364364765540840e-01 7.064912773592469612e-04
2.734811652583764907e+00 -3.406813627254509091e-01 4.037462506464163936e-01 4.787040436202149030e-01 1.168375252159857131e-01 7.121805173829698831e-04
1.316289633495000277e+00 -3.266533066132264462e-01 4.051801954154462537e-01 4.770403658609947417e-01 1.170609651049169114e-01 7.184736186421805237e-04
2.667863519922267113e+00 -3.126252505010019833e-01 4.066170853071250368e-01 4.753546391912472635e-01 1.173033856492822907e-01 7.248898523454406920e-04
2.449033432959247580e+00 -2.985971943887775204e-01 4.079869027996232966e-01 4.737621505182172954e-01 1.175192421367308865e-01 7.317045454284318165e-04
2.845109434887049371e+00 -2.845691382765530575e-01 4.094345481368175665e-01 4.721154693327086482e-01 1.177112437721308524e-01 7.387387583430890222e-04
2.858813634187055364e+00 -2.705410821643285946e-01 4.107351649344446742e-01 4.705749660145101543e-01 1.179433206386613919e-01 7.465484123835491653e-04
