# Y X mu var 2var std 2std noisevar 2noisevar noisestd 2noisestd fullvar 2fullvar fullstd 2fullstd
2.165264711615580318e+00 -1.000000000000000000e+00 2.038969741401261970e+00 1.685796410914193466e-02 3.371592821828386932e-02 1.298382228357348456e-01 2.596764456714696911e-01 3.490314064011922068e-02 6.980628128023844137e-02 1.868238224641579903e-01 3.736476449283159806e-01 5.176110474926115534e-02 1.035222094985223107e-01 2.275106695284007108e-01 4.550213390568014216e-01
2.182537110691847193e+00 -9.859719438877755371e-01 2.052034566264701265e+00 1.674085768716200226e-02 3.348171537432400452e-02 1.293864663987775998e-01 2.587729327975551996e-01 3.495884864495097527e-02 6.991769728990195054e-02 1.869728553693048023e-01 3.739457107386096046e-01 5.169970633211297406e-02 1.033994126642259481e-01 2.273756942421792104e-01 4.547513884843584209e-01
2.241133440753575456e+00 -9.719438877755510742e-01 2.065119115303135633e+00 1.662394529611581698e-02 3.324789059223163395e-02 1.289338795511707769e-01 2.578677591023415538e-01 3.502259674819398899e-02 7.004519349638797798e-02 1.871432519440495157e-01 3.742865038880990314e-01 5.164654204430980944e-02 1.032930840886196189e-01 2.272587557043948270e-01 4.545175114087896540e-01
2.228375747721768718e+00 -9.579158316633266113e-01 2.078223087632925292e+00 1.650723034192305011e-02 3.301446068384610022e-02 1.284804667718912330e-01 2.569609335437824660e-01 3.508120791869517863e-02 7.016241583739035725e-02 1.872997808826672994e-01 3.745995617653345988e-01 5.158843826061822874e-02 1.031768765212364575e-01 2.271308835465098708e-01 4.542617670930197415e-01
1.815518091282076085e+00 -9.438877755511021483e-01 2.091346181343011867e+00 1.639071621826652253e-02 3.278143243653304506e-02 1.280262325395327694e-01 2.560524650790655388e-01 3.517696945120712265e-02 7.035393890241424530e-02 1.875552437315659848e-01 3.751104874631319697e-01 5.156768566947364518e-02 1.031353713389472904e-01 2.270851947386126890e-01 4.541703894772253780e-01
1.998407045286017869e+00 -9.298597194388777964e-01 2.104488093505952229e+00 1.627440630643007743e-02 3.254881261286015487e-02 1.275711813319531651e-01 2.551423626639063302e-01 3.522437097651983512e-02 7.044874195303967024e-02 1.876815680255251861e-01 3.753631360510503723e-01 5.149877728294990908e-02 1.029975545658998182e-01 2.269334203746770917e-01 4.538668407493541834e-01
2.015736320497211409e+00 -9.158316633266533335e-01 2.117648520189093553e+00 1.615830397513521449e-02 3.231660795027042898e-02 1.271153176259069706e-01 2.542306352518139412e-01 3.532984243783206940e-02 7.065968487566413880e-02 1.879623431377467901e-01 3.759246862754935803e-01 5.148814641296728389e-02 1.029762928259345678e-01 2.269099962825950056e-01 4.538199925651900113e-01
1.742631670057708027e+00 -9.018036072144288706e-01 2.130827156466021499e+00 1.604241258038162712e-02 3.208482516076325425e-02 1.266586458966841577e-01 2.533172917933683155e-01 3.541255662131005677e-02 7.082511324262011354e-02 1.881822431084029246e-01 3.763644862168058491e-01 5.145496920169168042e-02 1.029099384033833608e-01 2.268368779579098271e-01 4.536737559158196542e-01
2.169877390233452719e+00 -8.877755511022044077e-01 2.144023696427598935e+00 1.592673546528357992e-02 3.185347093056715984e-02 1.262011706177227910e-01 2.524023412354455820e-01 3.555154531434113335e-02 7.110309062868226671e-02 1.885511742587171746e-01 3.771023485174343493e-01 5.147828077962471327e-02 1.029565615592494265e-01 2.268882561518438534e-01 4.537765123036877069e-01
1.883510082516624884e+00 -8.737474949899799448e-01 2.157237833193466070e+00 1.581127595991527537e-02 3.162255191983055075e-02 1.257428962602471501e-01 2.514857925204943001e-01 3.564774164437396059e-02 7.129548328874792118e-02 1.888060953581053303e-01 3.776121907162106606e-01 5.145901760428923943e-02 1.029180352085784789e-01 2.268458013812229279e-01 4.536916027624458558e-01
1.812556746559955467e+00 -8.597194388777554819e-01 2.170469258923628519e+00 1.569603738114682887e-02 3.139207476229365773e-02 1.252838272928586405e-01 2.505676545857172810e-01 3.583203873222676195e-02 7.166407746445352389e-02 1.892935253309704913e-01 3.785870506619409825e-01 5.152807611337359428e-02 1.030561522267471886e-01 2.269979649983091818e-01 4.539959299966183637e-01
2.192861906567222352e+00 -8.456913827655310190e-01 2.183717664829669225e+00 1.558102303248915660e-02 3.116204606497831320e-02 1.248239681811516427e-01 2.496479363623032854e-01 3.587778213110902337e-02 7.175556426221804673e-02 1.894143134272302520e-01 3.788286268544605040e-01 5.145880516359817997e-02 1.029176103271963599e-01 2.268453331316255539e-01 4.536906662632511078e-01
2.026579272928132447e+00 -8.316633266533066671e-01 2.196982741186552346e+00 1.546623620393642630e-02 3.093247240787285260e-02 1.243633233873091132e-01 2.487266467746182264e-01 3.600029365539753057e-02 7.200058731079506114e-02 1.897374334584441824e-01 3.794748669168883648e-01 5.146652985933395513e-02 1.029330597186679103e-01 2.268623588419505788e-01 4.537247176839011575e-01
2.463501962223207720e+00 -8.176352705410820931e-01 2.210264177344111847e+00 1.535168017180855472e-02 3.070336034361710945e-02 1.239018973696874165e-01 2.478037947393748330e-01 3.620066147159780451e-02 7.240132294319560902e-02 1.902647142052298901e-01 3.805294284104597802e-01 5.155234164340635750e-02 1.031046832868127150e-01 2.270514074904763924e-01 4.541028149809527847e-01
2.667571947903900842e+00 -8.036072144288577412e-01 2.223561661738790107e+00 1.523735819859811311e-02 3.047471639719622621e-02 1.234396945824077774e-01 2.468793891648155547e-01 3.632132492508954175e-02 7.264264985017908349e-02 1.905815440306052877e-01 3.811630880612105754e-01 5.155868312368765138e-02 1.031173662473753028e-01 2.270653719167404216e-01 4.541307438334808433e-01
