# Y X a0 a1 a2 a3
0.000000000000000000e+00 -1.000000000000000000e+00 5.314150380266107615e-02 4.110491572286065765e-01 3.311587159085404020e-01 2.046506230601920218e-01
0.000000000000000000e+00 -9.859719438877755371e-01 5.393400910742878612e-02 4.116384441331548683e-01 3.289819429086848768e-01 2.054456038507314897e-01
0.000000000000000000e+00 -9.719438877755510742e-01 5.474211266396703662e-02 4.122293911998580751e-01 3.268177634914151142e-01 2.062107326447597810e-01
3.867616328634674305e-01 -9.579158316633266113e-01 5.559478636891805603e-02 4.127450368967728322e-01 3.247614969353325165e-01 2.068986797989766369e-01
0.000000000000000000e+00 -9.438877755511021483e-01 5.641852378725581429e-02 4.132295112376193624e-01 3.226716271314147844e-01 2.076803378437100112e-01
0.000000000000000000e+00 -9.298597194388777964e-01 5.734267158620622029e-02 4.135203498580463655e-01 3.205976674107011148e-01 2.085393111450463688e-01
0.000000000000000000e+00 -9.158316633266533335e-01 5.820733177762391075e-02 4.141071476827474784e-01 3.183959219545461905e-01 2.092895985850824481e-01
1.520293686445143289e+00 -9.018036072144288706e-01 5.909807959173375008e-02 4.146925061179300709e-01 3.160836329754150853e-01 2.101257813149211839e-01
2.326457083126067360e+00 -8.877755511022044077e-01 6.005696779354141590e-02 4.149287853155037009e-01 3.140733618550703987e-01 2.109408850358845400e-01
0.000000000000000000e+00 -8.737474949899799448e-01 6.093530381599346346e-02 4.154087014793234056e-01 3.120009653857810372e-01 2.116550293189020382e-01
0.000000000000000000e+00 -8.597194388777554819e-01 6.193967747541125057e-02 4.159576486663416062e-01 3.096084062832193395e-01 2.124942675750277621e-01
3.103745175436515430e-02 -8.456913827655310190e-01 6.293839417852621632e-02 4.162294756728156520e-01 3.074428459689210191e-01 2.133892841797372097e-01
0.000000000000000000e+00 -8.316633266533066671e-01 6.391800985033178895e-02 4.165675161815459715e-01 3.053290888765363698e-01 2.141853850915858837e-01
2.033813164703544452e+00 -8.176352705410820931e-01 6.492880305785786454e-02 4.172534711067055202e-01 3.028035814533314163e-01 2.150141443821051712e-01
0.000000000000000000e+00 -8.036072144288577412e-01 6.595515383656605501e-02 4.173568351998588333e-01 3.008094196019376332e-01 2.158785913616374508e-01
6.783836732874515274e-01 -7.895791583166332783e-01 6.706696858000635308e-02 4.176279001141579572e-01 2.986450526161263386e-01 2.166600786897092956e-01
0.000000000000000000e+00 -7.755511022044088154e-01 6.812373479470378024e-02 4.180358646217904317e-01 2.964232442424939440e-01 2.174171563410117469e-01
1.929794001652468172e+00 -7.615230460921843525e-01 6.920364964749843584e-02 4.185303817722149100e-01 2.940460490523810755e-01 2.182199195279055925e-01
0.000000000000000000e+00 -7.474949899799598896e-01 7.031096063820620190e-02 4.187303167239831980e-01 2.918265365204350537e-01 2.191321861173754770e-01
0.000000000000000000e+00 -7.334669338677355377e-01 7.151075362050270112e-02 4.191302672684655284e-01 2.895874432052306657e-01 2.197715359058010909e-01
2.397178208323287762e+00 -7.194388777555109638e-01 7.264604581697567398e-02 4.192336528480740676e-01 2.873716315161096713e-01 2.207486698188406149e-01
0.000000000000000000e+00 -7.054108216432866119e-01 7.378434672411172957e-02 4.195449402609173206e-01 2.851497856735462633e-01 2.215209273414246172e-01
1.589805006157847256e+00 -6.913827655310621489e-01 7.503265480730761383e-02 4.199042619737187731e-01 2.828252786051429490e-01 2.222378046138305530e-01
0.000000000000000000e+00 -6.773547094188376860e-01 7.622650031211523902e-02 4.201945220910180967e-01 2.804900107750124549e-01 2.230889668218541955e-01
0.000000000000000000e+00 -6.633266533066132231e-01 7.750893348598461574e-02 4.204505526277099170e-01 2.780762732060053644e-01 2.239642406803000474e-01
1.736233074094597706e+00 -6.492985971943887602e-01 7.874859530474037639e-02 4.204688856624606008e-01 2.760629342042870693e-01 2.247195848285119257e-01
2.331399711227013505e+00 -6.352705410821642973e-01 8.003998197520115210e-02 4.207992370264691528e-01 2.737375128940729430e-01 2.254232681042566411e-01
0.000000000000000000e+00 -6.212424849699398344e-01 8.128707736967422104e-02 4.209718473399039484e-01 2.715394329943490170e-01 2.262016422960729245e-01
0.000000000000000000e+00 -6.072144288577154825e-01 8.270481059511607114e-02 4.211329577502568311e-01 2.691909676196160284e-01 2.269712640350110833e-01
1.139234703713363883e+00 -5.931863727454909085e-01 8.407011837964724343e-02 4.212522109985654684e-01 2.669669265484320708e-01 2.277107440733552035e-01
0.000000000000000000e+00 -5.791583166332665567e-01 8.545521268565603457e-02 4.213226354394413176e-01 2.646613802317814290e-01 2.285607716431211633e-01
0.000000000000000000e+00 -5.651302605210420937e-01 8.675476181322948344e-02 4.215226309525361703e-01 2.623725257462374283e-01 2.293500814879969874e-01
2.881307264552379066e-01 -5.511022044088176308e-01 8.821842738331425737e-02 4.215603927341481927e-01 2.601567930562736497e-01 2.300643868262638170e-01
