# Y X mu var 2var std 2std noisevar 2noisevar noisestd 2noisestd fullvar 2fullvar fullstd 2fullstd
5.553947159131966682e-01 -1.000000000000000000e+00 1.145595370875709840e+00 1.135812338715426993e-02 2.271624677430853986e-02 1.065744968890506711e-01 2.131489937781013422e-01 1.152723035282944425e-01 2.305446070565888850e-01 3.395177514185295786e-01 6.790355028370591572e-01 1.266304269154487072e-01 2.532608538308974144e-01 3.558516923037583490e-01 7.117033846075166981e-01
1.882647263408756100e+00 -9.859719438877755371e-01 1.158902903705248733e+00 1.126294639465210030e-02 2.252589278930420061e-02 1.061270295195908125e-01 2.122540590391816251e-01 1.139477064090456959e-01 2.278954128180913918e-01 3.375614113151053086e-01 6.751228226302106172e-01 1.252106528036978084e-01 2.504213056073956167e-01 3.538511732405275056e-01 7.077023464810550113e-01
7.060949009397127218e-01 -9.719438877755510742e-01 1.172239385058829519e+00 1.116800654275940108e-02 2.233601308551880216e-02 1.056787894648656551e-01 2.113575789297313101e-01 1.125854417753519021e-01 2.251708835507038042e-01 3.355375415290394736e-01 6.710750830580789472e-01 1.237534483181113032e-01 2.475068966362226064e-01 3.517860831785579734e-01 7.035721663571159468e-01
5.816505486707329586e-01 -9.579158316633266113e-01 1.185604512620892947e+00 1.107330658384669472e-02 2.214661316769338945e-02 1.052297799287192914e-01 2.104595598574385829e-01 1.115413283333679673e-01 2.230826566667359345e-01 3.339780357049965676e-01 6.679560714099931351e-01 1.226146349172146655e-01 2.452292698344293309e-01 3.501637258729331514e-01 7.003274517458663029e-01
1.452250139483963753e+00 -9.438877755511021483e-01 1.198997982780996674e+00 1.097884925641099720e-02 2.195769851282199439e-02 1.047800040867101629e-01 2.095600081734203257e-01 1.105619886904069815e-01 2.211239773808139630e-01 3.325086294976522527e-01 6.650172589953045055e-01 1.215408379468179839e-01 2.430816758936359678e-01 3.486270757511785723e-01 6.972541515023571446e-01
1.050820034260390390e+00 -9.298597194388777964e-01 1.212419490644701447e+00 1.088463728494500418e-02 2.176927456989000836e-02 1.043294650851091243e-01 2.086589301702182486e-01 1.097537957481212190e-01 2.195075914962424379e-01 3.312911042393399397e-01 6.625822084786798793e-01 1.206384330330662197e-01 2.412768660661324394e-01 3.473304378154414285e-01 6.946608756308828569e-01
2.199410289118016948e+00 -9.158316633266533335e-01 1.225868730044820110e+00 1.079067337980140276e-02 2.158134675960280552e-02 1.038781660398440110e-01 2.077563320796880220e-01 1.086969663728893642e-01 2.173939327457787285e-01 3.296922297732983731e-01 6.593844595465967462e-01 1.194876397526907635e-01 2.389752795053815271e-01 3.456698421220612549e-01 6.913396842441225099e-01
7.579672130071792857e-01 -9.018036072144288706e-01 1.239345393552443664e+00 1.069696023706558259e-02 2.139392047413116518e-02 1.034261100354527674e-01 2.068522200709055348e-01 1.077156896163490724e-01 2.154313792326981447e-01 3.282006849723946851e-01 6.564013699447893702e-01 1.184126498534146532e-01 2.368252997068293064e-01 3.441113916356368652e-01 6.882227832712737303e-01
4.585892309169062875e-01 -8.877755511022044077e-01 1.252849172488196716e+00 1.060350053841798736e-02 2.120700107683597471e-02 1.029733001239544060e-01 2.059466002479088120e-01 1.067531326355042331e-01 2.135062652710084663e-01 3.267309789957240085e-01 6.534619579914480170e-01 1.173566331739222257e-01 2.347132663478444514e-01 3.425735441827378325e-01 6.851470883654756650e-01
1.515673887128119013e+00 -8.737474949899799448e-01 1.266379756933512901e+00 1.051029695100730472e-02 2.102059390201460945e-02 1.025197393237385485e-01 2.050394786474770970e-01 1.059975337194248024e-01 2.119950674388496048e-01 3.255726243396775410e-01 6.511452486793550820e-01 1.165078306704321054e-01 2.330156613408642108e-01 3.413324342491233510e-01 6.826648684982467019e-01
