# Y X mu var 2var std 2std noisevar 2noisevar noisestd 2noisestd fullvar 2fullvar fullstd 2fullstd
5.553947159131966682e-01 -1.000000000000000000e+00 2.002357589345427513e+00 3.422018269338992363e-02 6.844036538677984727e-02 1.849869797942274852e-01 3.699739595884549703e-01 2.911030463114899214e-01 5.822060926229798428e-01 5.395396614814242930e-01 1.079079322962848586e+00 3.253232290048798658e-01 6.506464580097597317e-01 5.703711326889535638e-01 1.140742265377907128e+00
1.882647263408756100e+00 -9.859719438877755371e-01 2.012854934858453237e+00 3.393004147559738198e-02 6.786008295119476397e-02 1.842010897785281431e-01 3.684021795570562863e-01 2.900256191528067795e-01 5.800512383056135590e-01 5.385402669743524218e-01 1.077080533948704844e+00 3.239556606284041407e-01 6.479113212568082814e-01 5.691710293298527512e-01 1.138342058659705502e+00
7.060949009397127218e-01 -9.719438877755510742e-01 2.023368430186474054e+00 3.364002807900021152e-02 6.728005615800042305e-02 1.834121808359527039e-01 3.668243616719054079e-01 2.882433415798303367e-01 5.764866831596606733e-01 5.368829868601074917e-01 1.073765973720214983e+00 3.218833696588305759e-01 6.437667393176611519e-01 5.673476620722346375e-01 1.134695324144469275e+00
5.816505486707329586e-01 -9.579158316633266113e-01 2.033897881163780230e+00 3.335014923832383543e-02 6.670029847664767086e-02 1.826202322808834766e-01 3.652404645617669532e-01 2.875477848145838733e-01 5.750955696291677466e-01 5.362348224561548360e-01 1.072469644912309672e+00 3.208979340529077295e-01 6.417958681058154591e-01 5.664785380337967746e-01 1.132957076067593549e+00
1.452250139483963753e+00 -9.438877755511021483e-01 2.044443092980412491e+00 3.306041167946804915e-02 6.612082335893609830e-02 1.818252228912920765e-01 3.636504457825841530e-01 2.863683677955872753e-01 5.727367355911745506e-01 5.351339718197558604e-01 1.070267943639511721e+00 3.194287794750553244e-01 6.388575589501106489e-01 5.651803070481625779e-01 1.130360614096325156e+00
1.050820034260390390e+00 -9.298597194388777964e-01 2.055003870188329085e+00 3.277082211926347910e-02 6.554164423852695820e-02 1.810271308927572931e-01 3.620542617855145862e-01 2.851288148890788188e-01 5.702576297781576375e-01 5.339745451695977474e-01 1.067949090339195495e+00 3.178996370083422840e-01 6.357992740166845680e-01 5.638258924600237920e-01 1.127651784920047584e+00
2.199410289118016948e+00 -9.158316633266533335e-01 2.065580016707074584e+00 3.248138726521892367e-02 6.496277453043784733e-02 1.802259339418689765e-01 3.604518678837379531e-01 2.832135266517467609e-01 5.664270533034935218e-01 5.321780967418208164e-01 1.064356193483641633e+00 3.156949139169656915e-01 6.313898278339313830e-01 5.618673454801993428e-01 1.123734690960398686e+00
7.579672130071792857e-01 -9.018036072144288706e-01 2.076171335830138354e+00 3.219211381525673848e-02 6.438422763051347697e-02 1.794216091089831377e-01 3.588432182179662755e-01 2.822879557301652964e-01 5.645759114603305928e-01 5.313077787216796688e-01 1.062615557443359338e+00 3.144800695454220141e-01 6.289601390908440282e-01 5.607852258622921804e-01 1.121570451724584361e+00
4.585892309169062875e-01 -8.877755511022044077e-01 2.086777630230760572e+00 3.190300845747402747e-02 6.380601691494805494e-02 1.786141328604039236e-01 3.572282657208078471e-01 2.808563921155973753e-01 5.617127842311947505e-01 5.299588588896286812e-01 1.059917717779257362e+00 3.127594005730713889e-01 6.255188011461427777e-01 5.592489611729926091e-01 1.118497922345985218e+00
1.515673887128119013e+00 -8.737474949899799448e-01 2.097398701968085533e+00 3.161407786987817381e-02 6.322815573975634762e-02 1.778034810398215204e-01 3.556069620796430408e-01 2.799752951766030229e-01 5.599505903532060458e-01 5.291269178340892720e-01 1.058253835668178544e+00 3.115893730464812106e-01 6.231787460929624212e-01 5.582019106438826928e-01 1.116403821287765386e+00
