# Y X a0 a1 a2 a3
2.165264711615580318e+00 -1.000000000000000000e+00 7.179302533649818685e-02 7.938699155919430872e-01 1.335311119204083685e-01 8.059471511502710106e-04
2.182537110691847193e+00 -9.859719438877755371e-01 7.295638599070791708e-02 7.912529575803064485e-01 1.349831174764296593e-01 8.075389525559315993e-04
2.241133440753575456e+00 -9.719438877755510742e-01 7.405844889169167777e-02 7.886900828194380875e-01 1.364432389332290996e-01 8.082293556411256422e-04
2.228375747721768718e+00 -9.579158316633266113e-01 7.517989296860719262e-02 7.861784230218946679e-01 1.378322235691582520e-01 8.094604403397541535e-04
1.815518091282076085e+00 -9.438877755511021483e-01 7.640132047133042781e-02 7.836381545485227029e-01 1.391490204421081955e-01 8.115045380387135186e-04
1.998407045286017869e+00 -9.298597194388777964e-01 7.751767839603775079e-02 7.810503447659283838e-01 1.406192583794103057e-01 8.127184586234727833e-04
2.015736320497211409e+00 -9.158316633266533335e-01 7.872186967016403525e-02 7.783534127654129220e-01 1.421096223608951936e-01 8.150952035277912473e-04
1.742631670057708027e+00 -9.018036072144288706e-01 7.993038329687832122e-02 7.757419165240063696e-01 1.435090485382022607e-01 8.186516409131404772e-04
2.169877390233452719e+00 -8.877755511022044077e-01 8.100788152817903209e-02 7.732441437874373324e-01 1.449271222399400039e-01 8.208524444436339756e-04
1.883510082516624884e+00 -8.737474949899799448e-01 8.229329022230183477e-02 7.704703935750466526e-01 1.464119764763382736e-01 8.243397263132378481e-04
1.812556746559955467e+00 -8.597194388777554819e-01 8.347690302098569048e-02 7.680139384558887228e-01 1.476816548543062046e-01 8.275036688194183001e-04
2.192861906567222352e+00 -8.456913827655310190e-01 8.467484617219266096e-02 7.652607052960196388e-01 1.492328552211422688e-01 8.315933106454368286e-04
2.026579272928132447e+00 -8.316633266533066671e-01 8.591342176232463768e-02 7.627352658794812612e-01 1.505163985353904221e-01 8.349138228037092336e-04
2.463501962223207720e+00 -8.176352705410820931e-01 8.704912893849152400e-02 7.601099838194813607e-01 1.520015412417274336e-01 8.393460002996450033e-04
2.667571947903900842e+00 -8.036072144288577412e-01 8.833309890322948998e-02 7.573056487411717885e-01 1.535171723271594180e-01 8.440800284392898593e-04
1.892566927116698050e+00 -7.895791583166332783e-01 8.954342982913940374e-02 7.548282046240469834e-01 1.547792724114721574e-01 8.490931353415027451e-04
2.446595078015745717e+00 -7.755511022044088154e-01 9.070054681532806196e-02 7.522999495525670710e-01 1.561459181352780334e-01 8.535854968266675009e-04
2.220691595437668475e+00 -7.615230460921843525e-01 9.196640641307780861e-02 7.495756045950752178e-01 1.575987885270371258e-01 8.592004648097789502e-04
1.935157332994664081e+00 -7.474949899799598896e-01 9.319939537612040303e-02 7.468673307089453983e-01 1.590682776873870163e-01 8.649962275472023636e-04
2.425218090716332320e+00 -7.334669338677355377e-01 9.432691620089983520e-02 7.444331240137649353e-01 1.603693850449596503e-01 8.705747403756980765e-04
2.717833101354452552e+00 -7.194388777555109638e-01 9.561534326693033048e-02 7.417511270610860352e-01 1.617561115517471282e-01 8.774181202365884070e-04
2.164813916145773565e+00 -7.054108216432866119e-01 9.678880319215353578e-02 7.392372004744804936e-01 1.630894377725839173e-01 8.845585607821262715e-04
2.201621657558330725e+00 -6.913827655310621489e-01 9.794830330974374499e-02 7.367532337836102396e-01 1.644078015028962447e-01 8.906614037498611835e-04
2.744190057534431570e+00 -6.773547094188376860e-01 9.917808983095260933e-02 7.340788052401522323e-01 1.658434996644085613e-01 8.996052644865381838e-04
1.904177122094122376e+00 -6.633266533066132231e-01 1.003647839360800459e-01 7.315358101272640967e-01 1.671920472280962189e-01 9.073587085598036400e-04
2.232167620877768766e+00 -6.492985971943887602e-01 1.015524711841743338e-01 7.291635117163068891e-01 1.683687684875792845e-01 9.152486119396145573e-04
2.621473513884273299e+00 -6.352705410821642973e-01 1.028094724769108015e-01 7.263974035926662465e-01 1.698684954009833936e-01 9.246285294395318590e-04
2.833818013835119665e+00 -6.212424849699398344e-01 1.039063276835755639e-01 7.240275525690337277e-01 1.711327055888308690e-01 9.334141585599617418e-04
2.276341441743470639e+00 -6.072144288577154825e-01 1.050661836481426303e-01 7.215624139614053023e-01 1.724288727901378548e-01 9.425296003143106326e-04
2.205921122287562763e+00 -5.931863727454909085e-01 1.062084888316353476e-01 7.191979117057748505e-01 1.736409776906695512e-01 9.526217719203083391e-04
2.838676580113350667e+00 -5.791583166332665567e-01 1.073368467685194977e-01 7.167503032317319445e-01 1.749503719435814564e-01 9.624780561670724134e-04
2.514274593195173768e+00 -5.651302605210420937e-01 1.084746266814203969e-01 7.143991229529659259e-01 1.761517523601003610e-01 9.744980055133875638e-04
2.738353423835045319e+00 -5.511022044088176308e-01 1.095845972626598996e-01 7.120827595579029001e-01 1.773474774450148894e-01 9.851657344222995369e-04
2.777254961348519124e+00 -5.370741482965931679e-01 1.107146262108351237e-01 7.095271836510862462e-01 1.787609256293432036e-01 9.972645087355346948e-04
2.884166493349750837e+00 -5.230460921843687050e-01 1.118245400986288413e-01 7.072789577064670929e-01 1.798857588560205112e-01 1.010743338883603615e-03
2.947546937989778293e+00 -5.090180360721443531e-01 1.128745914834300978e-01 7.050612475533371004e-01 1.810415575438034386e-01 1.022603419429274699e-03
2.671899982635715709e+00 -4.949899799599197792e-01 1.139259840962459358e-01 7.028068264740002791e-01 1.822314651518928685e-01 1.035724277860997035e-03
2.336024655893620405e+00 -4.809619238476954273e-01 1.149584057900030903e-01 7.006719723974499381e-01 1.833200719319149352e-01 1.049549880631996676e-03
2.847653000127869038e+00 -4.669338677354709644e-01 1.159565179516102718e-01 6.985971184333474859e-01 1.843824137298802623e-01 1.063949885161981270e-03
2.500286701393530819e+00 -4.529058116232465014e-01 1.169581356874260514e-01 6.963495610484189413e-01 1.856122522942591224e-01 1.080050969895799459e-03
2.857759920846169255e+00 -4.388777555110220385e-01 1.179349923736264238e-01 6.942207034636496132e-01 1.867488395065766971e-01 1.095464656147239393e-03
2.761901729665675376e+00 -4.248496993987975756e-01 1.188850108210725010e-01 6.921007289618505975e-01 1.879021948393925501e-01 1.112065377684517097e-03
2.131445143892326755e+00 -4.108216432865731127e-01 1.198602140428707413e-01 6.900881133635313747e-01 1.889221968796879758e-01 1.129475713909938554e-03
3.038100921240177943e+00 -3.967935871743486498e-01 1.208126163092717170e-01 6.880221624285607351e-01 1.900181182029217208e-01 1.147103059245929571e-03
2.887904979249367621e+00 -3.827655310621242979e-01 1.215687429258348606e-01 6.863157726589147467e-01 1.909504140298407537e-01 1.165070385409688360e-03
2.357452520618183112e+00 -3.687374749498998350e-01 1.225687586743557655e-01 6.841171616210909301e-01 1.921290684193562304e-01 1.185011285196987691e-03
2.907770912052464407e+00 -3.547094188376753721e-01 1.233458534001099782e-01 6.825074563480151291e-01 1.929412993271226173e-01 1.205390924752283190e-03
2.276795076327686740e+00 -3.406813627254509091e-01 1.241275638287036021e-01 6.807613702445510784e-01 1.938849713035397104e-01 1.226094623205504401e-03
2.210137860809965993e+00 -3.266533066132264462e-01 1.249266701941619262e-01 6.789180114535635635e-01 1.949074136715727434e-01 1.247904680701940761e-03
2.893666536678789480e+00 -3.126252505010019833e-01 1.257370627434878929e-01 6.771894269078796436e-01 1.958022892476275201e-01 1.271221101004981835e-03
3.162209236117896616e+00 -2.985971943887775204e-01 1.264092088080711052e-01 6.756048472732304466e-01 1.966914403485185425e-01 1.294503570179849966e-03
2.228603240001203911e+00 -2.845691382765530575e-01 1.271132992393717298e-01 6.739367290874330729e-01 1.976315127584800657e-01 1.318458914715082107e-03
2.860303448991420971e+00 -2.705410821643285946e-01 1.277809565238453848e-01 6.723566547300093843e-01 1.985179523116050171e-01 1.344436434540251290e-03
2.629404290799818078e+00 -2.565130260521042427e-01 1.283997232956917423e-01 6.709147594290028049e-01 1.993163607428082851e-01 1.369156532497056711e-03
3.216199224907292820e+00 -2.424849699398797798e-01 1.290162064623083804e-01 6.695320986521225981e-01 2.000534327782282074e-01 1.398262107340802855e-03
3.117287923106413228e+00 -2.284569138276553169e-01 1.295509384667660469e-01 6.681560502526617817e-01 2.008659112215232245e-01 1.427100059048958588e-03
3.102994750606884899e+00 -2.144288577154308539e-01 1.300378477719050796e-01 6.668382658105901362e-01 2.016670931483496298e-01 1.456793269155204698e-03
2.850671600280162643e+00 -2.004008016032063910e-01 1.306467481443134016e-01 6.655326409789977804e-01 2.023330353650391877e-01 1.487575511649630311e-03
3.284413963556100491e+00 -1.863727454909819281e-01 1.311153587998690750e-01 6.641765972812243568e-01 2.031880830505670421e-01 1.519960868339423040e-03
3.315515822596294626e+00 -1.723446893787574652e-01 1.314401755033126340e-01 6.631620938551584521e-01 2.038434179821301817e-01 1.554312659398811563e-03
3.166821206465263217e+00 -1.583166332665331133e-01 1.317991688307832421e-01 6.621615611818837399e-01 2.044504344192536460e-01 1.588835568079408848e-03
3.202171789007318470e+00 -1.442885771543086504e-01 1.321712671959184571e-01 6.610518751344348631e-01 2.051512689817110990e-01 1.625588687935480576e-03
2.486392046144530799e+00 -1.302605210420841875e-01 1.325008215346334950e-01 6.600998590733456739e-01 2.057362882136847260e-01 1.663031178336094517e-03
2.499264900372190290e+00 -1.162324649298597246e-01 1.328172312086274565e-01 6.590977140688125679e-01 2.063811543835064877e-01 1.703900339053511124e-03
2.963777271971373750e+00 -1.022044088176352616e-01 1.330617234531244752e-01 6.584143431742065511e-01 2.067800343049975009e-01 1.743899067671495504e-03
3.141661106218422983e+00 -8.817635270541079873e-02 1.332318889987601229e-01 6.576866105345023916e-01 2.072953202733347766e-01 1.786180193402795791e-03
2.853522999400729177e+00 -7.414829659318633581e-02 1.334657995714638723e-01 6.568875739443424955e-01 2.078158774345205129e-01 1.830749049673149279e-03
3.145318936267780696e+00 -6.012024048096187290e-02 1.334505791008182840e-01 6.564208677476822684e-01 2.082501732052262078e-01 1.878379946273299201e-03
2.972517066723685097e+00 -4.609218436873740998e-02 1.336254713952600148e-01 6.559787942830439533e-01 2.084695179834794854e-01 1.926216338216628007e-03
3.359939910052972323e+00 -3.206412825651305809e-02 1.336857841996955953e-01 6.551854227579883005e-01 2.091503297838907816e-01 1.978463258425231484e-03
2.831662210319414008e+00 -1.803607214428859518e-02 1.336445955942633101e-01 6.549232205105337545e-01 2.094045028610867221e-01 2.027681034116153840e-03
2.709497424663811938e+00 -4.008016032064132261e-03 1.335669169830948355e-01 6.547328693016780665e-01 2.096166677983031246e-01 2.083545916923913548e-03
2.708373809241559904e+00 1.002004008016044168e-02 1.334805808406913374e-01 6.543362619319612605e-01 2.100425809688338530e-01 2.140576258513438891e-03
2.627090730596419288e+00 2.404809619238479357e-02 1.334905456425305170e-01 6.539839665087368026e-01 2.103249855982468053e-01 2.200502250485810492e-03
3.336597606399089422e+00 3.807615230460914546e-02 1.332392501376280236e-01 6.539322326664929186e-01 2.105665960591359132e-01 2.261921136743204937e-03
3.024175950253746858e+00 5.210420841683371940e-02 1.330538181087104754e-01 6.539860438030601353e-01 2.106343204983966710e-01 2.325817589832477553e-03
3.421053319005234794e+00 6.613226452905807129e-02 1.328398136336898516e-01 6.537776152759454673e-01 2.109899351480557794e-01 2.392635942308854371e-03
2.581149186167784659e+00 8.016032064128264523e-02 1.325694122259397922e-01 6.538084148470727497e-01 2.111579653935255207e-01 2.464207533461957710e-03
2.610617139237750184e+00 9.418837675350699712e-02 1.322428999752975343e-01 6.540245754762092911e-01 2.111970779500479678e-01 2.535446598445123979e-03
3.323900262658114890e+00 1.082164328657315711e-01 1.318098550280522585e-01 6.544281020211449862e-01 2.111508103585268692e-01 2.611232592275813686e-03
3.456057164643782098e+00 1.222444889779559229e-01 1.313694058812185927e-01 6.545250326035388921e-01 2.114133146649153916e-01 2.692246850327219797e-03
3.049897609982052060e+00 1.362725450901802748e-01 1.308881733074681308e-01 6.551223765500595597e-01 2.112145508273811367e-01 2.774899315091209576e-03
3.128946215651440710e+00 1.503006012024048488e-01 1.303849844394035506e-01 6.555473603751127420e-01 2.112084428608640430e-01 2.859212324619725062e-03
2.907975798890733543e+00 1.643286573146292007e-01 1.299622033398245002e-01 6.560536303710677863e-01 2.110343921760104435e-01 2.949774113097255145e-03
2.933174820802787242e+00 1.783567134268537746e-01 1.292916410741085653e-01 6.566727580154451127e-01 2.109903112134842440e-01 3.045289696962181179e-03
3.442943248027790393e+00 1.923847695390781265e-01 1.287332462309445646e-01 6.573341129301633057e-01 2.107898142889855220e-01 3.142826549906494078e-03
3.690293343608305854e+00 2.064128256513027004e-01 1.281097603780911032e-01 6.579227209072673332e-01 2.107252185032215952e-01 3.242300211419946697e-03
3.324796771345393864e+00 2.204408817635270523e-01 1.273475403599022560e-01 6.589550300360416113e-01 2.103489575462151595e-01 3.348472057841017906e-03
2.875898662492481606e+00 2.344689378757514042e-01 1.265876721372928282e-01 6.598297403196692335e-01 2.101190887303862886e-01 3.463498812651519612e-03
