# Y X mu var 2var std 2std noisevar 2noisevar noisestd 2noisestd fullvar 2fullvar fullstd 2fullstd
0.000000000000000000e+00 -1.000000000000000000e+00 7.576387911788546869e-01 2.356531669545466195e-02 4.713063339090932391e-02 1.535099889109977911e-01 3.070199778219955822e-01 8.591858998339844788e+00 1.718371799667968958e+01 2.931187301818129143e+00 5.862374603636258286e+00 8.615424315035300040e+00 1.723084863007060008e+01 2.935204305501629030e+00 5.870408611003258059e+00
0.000000000000000000e+00 -9.859719438877755371e-01 7.576391074307200491e-01 2.356416632336966188e-02 4.712833264673932376e-02 1.535062419687540369e-01 3.070124839375080739e-01 8.532568213296427118e+00 1.706513642659285424e+01 2.921056009955377064e+00 5.842112019910754128e+00 8.556132379619796779e+00 1.711226475923959356e+01 2.925086730273103619e+00 5.850173460546207238e+00
0.000000000000000000e+00 -9.719438877755510742e-01 7.576394343111829688e-01 2.356301573273521591e-02 4.712603146547043181e-02 1.535024942231728584e-01 3.070049884463457168e-01 8.471757713307448867e+00 1.694351542661489773e+01 2.910628405225828441e+00 5.821256810451656882e+00 8.495320729040184204e+00 1.699064145808036841e+01 2.914673348600179459e+00 5.829346697200358918e+00
0.000000000000000000e+00 -9.579158316633266113e-01 7.576397718202509957e-01 2.356186492358195925e-02 4.712372984716391849e-02 1.534987456742951950e-01 3.069974913485903900e-01 8.406140049590272056e+00 1.681228009918054411e+01 2.899334414928755876e+00 5.798668829857511753e+00 8.429701914513854533e+00 1.685940382902770907e+01 2.903394894690326744e+00 5.806789789380653488e+00
9.830895332428560840e-01 -9.438877755511021483e-01 7.576401199579048118e-01 2.356071389594207796e-02 4.712142779188415592e-02 1.534949963221670655e-01 3.069899926443341309e-01 8.352618702259478667e+00 1.670523740451895733e+01 2.890089739482059716e+00 5.780179478964119433e+00 8.376179416155419943e+00 1.675235883231083989e+01 2.894162990599427054e+00 5.788325981198854109e+00
2.203747184671945192e+00 -9.298597194388777964e-01 7.576404787241430849e-01 2.355956264984654380e-02 4.711912529969308761e-02 1.534912461668304640e-01 3.069824923336609279e-01 8.295465595036418449e+00 1.659093119007283690e+01 2.880184993196863719e+00 5.760369986393727437e+00 8.319025157686265715e+00 1.663805031537253143e+01 2.884272032538932606e+00 5.768544065077865213e+00
2.116520019320253798e+00 -9.158316633266533335e-01 7.576408481189595978e-01 2.355841118532631465e-02 4.711682237065262929e-02 1.534874952083273569e-01 3.069749904166547139e-01 8.226409458225349525e+00 1.645281891645069905e+01 2.868171797195096406e+00 5.736343594390192813e+00 8.249967869410676613e+00 1.649993573882135323e+01 2.872275730045894537e+00 5.744551460091789075e+00
0.000000000000000000e+00 -9.018036072144288706e-01 7.576412281423443584e-01 2.355725950241308736e-02 4.711451900482617472e-02 1.534837434467021533e-01 3.069674868934043066e-01 8.165059086434066415e+00 1.633011817286813283e+01 2.857456751454703348e+00 5.714913502909406695e+00 8.188616345936479135e+00 1.637723269187295827e+01 2.861575850110648300e+00 5.723151700221296601e+00
0.000000000000000000e+00 -8.877755511022044077e-01 7.576416187942940361e-01 2.355610760113857269e-02 4.711221520227714538e-02 1.534799908819992620e-01 3.069599817639985240e-01 8.103121380491600689e+00 1.620624276098320138e+01 2.846598211987705351e+00 5.693196423975410703e+00 8.126677488092738599e+00 1.625335497618547720e+01 2.850732798438453841e+00 5.701465596876907682e+00
1.200785559070016273e+00 -8.737474949899799448e-01 7.576420200747961964e-01 2.355495548153389157e-02 4.710991096306778314e-02 1.534762375142611213e-01 3.069524750285222425e-01 8.043440654633220888e+00 1.608688130926644178e+01 2.836096023521280873e+00 5.672192047042561747e+00 8.066995610114755522e+00 1.613399122022951104e+01 2.840245695378263324e+00 5.680491390756526648e+00
4.119030033726817641e-01 -8.597194388777554819e-01 7.576424319838408472e-01 2.355380314363074434e-02 4.710760628726148869e-02 1.534724833435321123e-01 3.069449666870642246e-01 7.978250405635885834e+00 1.595650081127177167e+01 2.824579686543802648e+00 5.649159373087605296e+00 8.001804208779516259e+00 1.600360841755903252e+01 2.828746048831445759e+00 5.657492097662891517e+00
5.282305639914236517e-02 -8.456913827655310190e-01 7.576428545214306531e-01 2.355265058745951989e-02 4.710530117491903979e-02 1.534687283698523419e-01 3.069374567397046838e-01 7.915009422929844440e+00 1.583001884585968888e+01 2.813362654001407837e+00 5.626725308002815673e+00 7.938562073517304363e+00 1.587712414703460873e+01 2.817545398661271516e+00 5.635090797322543033e+00
