# X Y
0.000000000000000000e+00 6.216732312278522299e-02
2.004008016032063962e-03 2.481996346199320247e-01
4.008016032064127925e-03 4.263769924035052394e-01
6.012024048096191453e-03 5.937192444969306981e-01
8.016032064128255849e-03 7.778916585867962086e-01
1.002004008016032024e-02 9.271270124962570636e-01
1.202404809619238291e-02 8.834517524219986928e-01
1.402805611222444730e-02 9.178504881060219889e-01
1.603206412825651170e-02 9.880559962553666642e-01
1.803607214428857436e-02 9.619935165384533304e-01
2.004008016032064049e-02 9.689329606068027845e-01
2.204408817635270315e-02 9.377834248915600801e-01
2.404809619238476581e-02 1.078409940707698578e+00
2.605210420841683194e-02 9.912199779591367443e-01
2.805611222444889460e-02 1.019057664842894617e+00
3.006012024048096073e-02 9.361536726265478059e-01
3.206412825651302340e-02 9.892561138241819929e-01
3.406813627254508953e-02 1.014769670320374573e+00
3.607214428857714872e-02 9.929347007790156887e-01
3.807615230460921485e-02 9.706914563908715099e-01
4.008016032064128098e-02 9.730406045967679995e-01
4.208416833667334017e-02 9.824393454728806985e-01
4.408817635270540630e-02 9.915426237193731840e-01
4.609218436873747243e-02 1.033460304024137688e+00
4.809619238476953162e-02 9.259246566777838972e-01
5.010020040080159776e-02 9.636139885119666681e-01
5.210420841683366389e-02 1.101375690822820719e+00
5.410821643286573002e-02 1.015764884926320555e+00
5.611222444889778921e-02 9.924272172290423688e-01
5.811623246492985534e-02 1.032994425888148493e+00
6.012024048096192147e-02 9.818114344077842892e-01
6.212424849699398066e-02 1.051759691341719094e+00
6.412825651302604679e-02 1.005989393375769314e+00
6.613226452905811292e-02 1.015393888614764650e+00
6.813627254509017905e-02 1.001718519948535668e+00
7.014028056112224518e-02 9.749857216939090687e-01
7.214428857715429744e-02 9.353791656498980922e-01
7.414829659318636357e-02 1.002457004200634438e+00
7.615230460921842970e-02 1.011435282010204828e+00
7.815631262525049583e-02 1.012935233549436598e+00
8.016032064128256196e-02 9.556646396496003559e-01
8.216432865731462809e-02 9.845342394269910313e-01
8.416833667334668034e-02 8.476080666206263770e-01
8.617234468937874647e-02 9.243804261932508926e-01
8.817635270541081260e-02 8.720809779005643803e-01
9.018036072144287874e-02 8.326735867964394355e-01
9.218436873747494487e-02 6.929713335736985558e-01
9.418837675350701100e-02 5.228100277120270034e-01
9.619238476953906325e-02 4.723858145499498229e-01
9.819639278557112938e-02 2.728544310076242985e-01
1.002004008016031955e-01 -2.046847547722209157e-02
1.022044088176352616e-01 -2.428768201489409362e-01
1.042084168336673278e-01 -4.222417456961106708e-01
1.062124248496993939e-01 -5.871565632554585079e-01
1.082164328657314600e-01 -7.261288719761336274e-01
1.102204408817635123e-01 -6.631148581417273258e-01
1.122244488977955784e-01 -8.361158791835906490e-01
1.142284569138276445e-01 -8.852301097210460989e-01
1.162324649298597107e-01 -9.106400002238312918e-01
1.182364729458917768e-01 -9.490051236631973364e-01
1.202404809619238429e-01 -9.324607828464797077e-01
1.222444889779558952e-01 -1.012951103707861789e+00
1.242484969939879613e-01 -9.467623164600474928e-01
1.262525050100200275e-01 -9.637730767151087008e-01
1.282565130260520936e-01 -9.379375494063525442e-01
1.302605210420841597e-01 -1.009120403729945048e+00
1.322645290581162258e-01 -1.008153849930032875e+00
1.342685370741482920e-01 -1.024923247333307197e+00
1.362725450901803581e-01 -1.071007565031041109e+00
1.382765531062124242e-01 -1.055400003925778929e+00
1.402805611222444904e-01 -9.909333262610754423e-01
1.422845691382765287e-01 -8.972681861364638634e-01
1.442885771543085949e-01 -1.071471592961035668e+00
1.462925851703406610e-01 -9.265591457118960150e-01
1.482965931863727271e-01 -1.032803712264365847e+00
1.503006012024047933e-01 -1.094000520706601032e+00
1.523046092184368594e-01 -1.049493282597139254e+00
1.543086172344689255e-01 -9.784015459597685815e-01
1.563126252505009917e-01 -9.861660641197619315e-01
1.583166332665330578e-01 -9.839973624853215473e-01
1.603206412825651239e-01 -1.047258432547652385e+00
1.623246492985971901e-01 -1.009952414901229112e+00
1.643286573146292562e-01 -1.044371696355267387e+00
1.663326653306613223e-01 -1.026303748680186034e+00
1.683366733466933607e-01 -9.614690753938753831e-01
1.703406813627254268e-01 -1.062147349062824819e+00
1.723446893787574929e-01 -1.012204381401479392e+00
1.743486973947895591e-01 -9.801596470318048038e-01
1.763527054108216252e-01 -9.404452413562086610e-01
1.783567134268536913e-01 -1.046568427531574086e+00
1.803607214428857575e-01 -7.766314457145634398e-01
1.823647294589178236e-01 -9.033586672656657157e-01
1.843687374749498897e-01 -9.002744197594431119e-01
1.863727454909819559e-01 -8.896979903005661772e-01
1.883767535070140220e-01 -8.166743647328891242e-01
1.903807615230460881e-01 -7.780649378885496903e-01
1.923847695390781265e-01 -6.374743323779215043e-01
1.943887775551101926e-01 -3.575765898516536367e-01
1.963927855711422588e-01 -2.521300912831916374e-01
1.983967935871743249e-01 -2.563685912414658263e-01
2.004008016032063910e-01 2.758428897309282701e-03
2.024048096192384572e-01 1.635486661533963326e-01
2.044088176352705233e-01 3.200090507999009404e-01
2.064128256513025894e-01 4.814854947901344162e-01
2.084168336673346555e-01 5.658986652381781113e-01
2.104208416833667217e-01 6.244226613855191621e-01
2.124248496993987878e-01 8.068593921445141870e-01
2.144288577154308539e-01 8.301167868638086311e-01
2.164328657314629201e-01 8.540559160280171147e-01
2.184368737474949584e-01 8.819921058347903742e-01
2.204408817635270246e-01 9.209656405726885930e-01
2.224448897795590907e-01 9.223075958258636353e-01
2.244488977955911568e-01 1.018907952343462320e+00
2.264529058116232230e-01 1.069357180687645403e+00
2.284569138276552891e-01 9.288099182575447754e-01
2.304609218436873552e-01 1.004166124355162504e+00
2.324649298597194214e-01 9.566465833351375236e-01
2.344689378757514875e-01 9.768503417520183474e-01
2.364729458917835536e-01 9.442473002743352328e-01
2.384769539078156197e-01 9.770364094263824795e-01
2.404809619238476859e-01 9.772818165701826487e-01
2.424849699398797520e-01 9.646555847078027712e-01
2.444889779559117904e-01 9.709495955991418459e-01
2.464929859719438565e-01 1.137683222033923691e+00
2.484969939879759226e-01 1.080184644491618995e+00
2.505010020040079888e-01 9.981075544176803982e-01
2.525050100200400549e-01 1.049820372278964520e+00
2.545090180360721210e-01 9.674198653588559349e-01
2.565130260521041872e-01 9.671282126763806053e-01
2.585170340681362533e-01 9.368188194259206014e-01
2.605210420841683194e-01 8.665535777001148743e-01
2.625250501002003856e-01 1.008736482304845694e+00
2.645290581162324517e-01 8.861492949577871592e-01
2.665330661322645178e-01 8.560800636441674438e-01
2.685370741482965840e-01 9.875001192333353606e-01
2.705410821643286501e-01 9.509271953558514623e-01
2.725450901803607162e-01 9.839216895762988857e-01
2.745490981963927823e-01 9.216982225920314908e-01
2.765531062124248485e-01 9.191070588076126757e-01
2.785571142284569146e-01 8.442819193409387690e-01
