# Y X a0 a1
7.709544342864371735e-01 -1.000000000000000000e+00 9.984156739102092448e-01 1.584326089790737179e-03
1.337237364993812960e+00 -9.859719438877755371e-01 9.984091791745046685e-01 1.590820825495305960e-03
7.367844543932742241e-01 -9.719438877755510742e-01 9.984042061379938549e-01 1.595793862006144497e-03
1.451900188652579082e+00 -9.579158316633266113e-01 9.983974705673513972e-01 1.602529432648660060e-03
1.728394366741994315e+00 -9.438877755511021483e-01 9.983910396345098137e-01 1.608960365490188669e-03
2.410862917322478705e+00 -9.298597194388777964e-01 9.983820426010664439e-01 1.617957398933454359e-03
1.638216784574658025e+00 -9.158316633266533335e-01 9.983767090322113180e-01 1.623290967788698896e-03
1.596734574594399936e+00 -9.018036072144288706e-01 9.983673512610937717e-01 1.632648738906196644e-03
1.591159229436410083e+00 -8.877755511022044077e-01 9.983592692414258174e-01 1.640730758574252858e-03
1.800741065812746067e+00 -8.737474949899799448e-01 9.983508594628403010e-01 1.649140537159634809e-03
8.414287294161773012e-01 -8.597194388777554819e-01 9.983415874020501457e-01 1.658412597949798133e-03
1.326383362088154660e+00 -8.456913827655310190e-01 9.983323063429470068e-01 1.667693657052844681e-03
8.978732172701131553e-01 -8.316633266533066671e-01 9.983218324479600225e-01 1.678167552040008481e-03
1.779971140300277366e+00 -8.176352705410820931e-01 9.983101396469448163e-01 1.689860353055206007e-03
2.518494030255228555e+00 -8.036072144288577412e-01 9.983004832674213791e-01 1.699516732578600954e-03
2.610164583299906305e+00 -7.895791583166332783e-01 9.982875717736386934e-01 1.712428226361462557e-03
1.534829099758710624e+00 -7.755511022044088154e-01 9.982787887000441618e-01 1.721211299955849273e-03
1.491961540887618121e+00 -7.615230460921843525e-01 9.982647909657172969e-01 1.735209034282721554e-03
2.728525866537736544e+00 -7.474949899799598896e-01 9.982527604692237322e-01 1.747239530776219458e-03
1.804735754605181208e+00 -7.334669338677355377e-01 9.982396318589562556e-01 1.760368141043688016e-03
1.877520579711404514e+00 -7.194388777555109638e-01 9.982270470781531291e-01 1.772952921846787221e-03
1.167571259639840875e+00 -7.054108216432866119e-01 9.982125762911150391e-01 1.787423708884911498e-03
1.076595056140897455e+00 -6.913827655310621489e-01 9.981966873587818645e-01 1.803312641218199688e-03
1.388364214232188587e+00 -6.773547094188376860e-01 9.981813764135258893e-01 1.818623586474085339e-03
2.437641249570280610e+00 -6.633266533066132231e-01 9.981669662165567614e-01 1.833033783443286996e-03
2.155512413991400145e+00 -6.492985971943887602e-01 9.981505377896607856e-01 1.849462210339153281e-03
1.373418174222246879e+00 -6.352705410821642973e-01 9.981340025859604115e-01 1.865997414039635141e-03
2.687943032237101182e+00 -6.212424849699398344e-01 9.981153432202020115e-01 1.884656779797942543e-03
2.680076443657851470e+00 -6.072144288577154825e-01 9.980995881384920887e-01 1.900411861507934506e-03
2.544724746980822960e+00 -5.931863727454909085e-01 9.980800753973013695e-01 1.919924602698582601e-03
2.022698244362416187e+00 -5.791583166332665567e-01 9.980611845400567672e-01 1.938815459943184650e-03
9.871709424912871178e-01 -5.651302605210420937e-01 9.980405126895417478e-01 1.959487310458155052e-03
1.012240683686112419e+00 -5.511022044088176308e-01 9.980206795442525536e-01 1.979320455747344068e-03
1.749161313991717703e+00 -5.370741482965931679e-01 9.980029094391863476e-01 1.997090560813653739e-03
2.371588870949714156e+00 -5.230460921843687050e-01 9.979777438234426201e-01 2.022256176557361666e-03
2.560186205510373458e+00 -5.090180360721443531e-01 9.979568347993825750e-01 2.043165200617451036e-03
2.507206798360112288e+00 -4.949899799599197792e-01 9.979340913572550820e-01 2.065908642745053776e-03
2.760849924552772450e+00 -4.809619238476954273e-01 9.979089059517578519e-01 2.091094048242199237e-03
1.216715878880795909e+00 -4.669338677354709644e-01 9.978845894054411136e-01 2.115410594558783577e-03
1.175564171706407812e+00 -4.529058116232465014e-01 9.978608298361351103e-01 2.139170163864988119e-03
1.882817845127727985e+00 -4.388777555110220385e-01 9.978345156965787721e-01 2.165484303421262146e-03
3.011999353983265237e+00 -4.248496993987975756e-01 9.978065358036243282e-01 2.193464196375528689e-03
2.948683031599957260e+00 -4.108216432865731127e-01 9.977805168933754354e-01 2.219483106624633127e-03
1.077747187064515888e+00 -3.967935871743486498e-01 9.977498138880876999e-01 2.250186111912174779e-03
2.526705511657309167e+00 -3.827655310621242979e-01 9.977207682225481822e-01 2.279231777451935781e-03
1.603505546544937488e+00 -3.687374749498998350e-01 9.976926405586353797e-01 2.307359441364690601e-03
3.101372402130476491e+00 -3.547094188376753721e-01 9.976609312130089169e-01 2.339068786991230567e-03
1.670129790172866668e+00 -3.406813627254509091e-01 9.976271203483686456e-01 2.372879651631342249e-03
2.031079548660001066e+00 -3.266533066132264462e-01 9.975968154809975452e-01 2.403184519002304724e-03
2.430557405087133471e+00 -3.126252505010019833e-01 9.975620089196264306e-01 2.437991080373577181e-03
1.605750908784744579e+00 -2.985971943887775204e-01 9.975265822538952332e-01 2.473417746104746885e-03
2.859873965465857815e+00 -2.845691382765530575e-01 9.974905580604805921e-01 2.509441939519460336e-03
2.557227682905964361e+00 -2.705410821643285946e-01 9.974531691191648175e-01 2.546830880835113109e-03
2.017132053028962702e+00 -2.565130260521042427e-01 9.974148258377221188e-01 2.585174162277889456e-03
1.342009100854121506e+00 -2.424849699398797798e-01 9.973748414824201713e-01 2.625158517579817379e-03
1.096398749070659040e+00 -2.284569138276553169e-01 9.973332506362377892e-01 2.666749363762223844e-03
3.045914872962713016e+00 -2.144288577154308539e-01 9.972921412532684826e-01 2.707858746731492666e-03
2.524832007891951058e+00 -2.004008016032063910e-01 9.972493870170695551e-01 2.750612982930385024e-03
3.038006069434291412e+00 -1.863727454909819281e-01 9.972068455280014287e-01 2.793154471998690516e-03
1.322533484652750779e+00 -1.723446893787574652e-01 9.971606558649519503e-01 2.839344135048028905e-03
1.295387957425766512e+00 -1.583166332665331133e-01 9.971134252945181853e-01 2.886574705481802575e-03
2.015207275678567278e+00 -1.442885771543086504e-01 9.970660642203763580e-01 2.933935779623578731e-03
2.136592039617505989e+00 -1.302605210420841875e-01 9.970145701208443789e-01 2.985429879155605034e-03
2.017171723349309609e+00 -1.162324649298597246e-01 9.969641116112395451e-01 3.035888388760311311e-03
3.198524679204986843e+00 -1.022044088176352616e-01 9.969102223262518159e-01 3.089777673748217088e-03
3.358289036029060259e+00 -8.817635270541079873e-02 9.968565395083660574e-01 3.143460491633836337e-03
1.671091605734422503e+00 -7.414829659318633581e-02 9.968010890090622800e-01 3.198910990937672318e-03
2.483930523379227928e+00 -6.012024048096187290e-02 9.967431170595444367e-01 3.256882940455464379e-03
2.445869586209699520e+00 -4.609218436873740998e-02 9.966822441043146075e-01 3.317755895685363474e-03
2.840329156289804757e+00 -3.206412825651305809e-02 9.966214485527405964e-01 3.378551447259422243e-03
1.548400301090819831e+00 -1.803607214428859518e-02 9.965584717863295028e-01 3.441528213670342826e-03
2.227897025034182299e+00 -4.008016032064132261e-03 9.964929181245583134e-01 3.507081875441643223e-03
3.450336130180030381e+00 1.002004008016044168e-02 9.964281797745586644e-01 3.571820225441307405e-03
2.314030597016334401e+00 2.404809619238479357e-02 9.963552067942119672e-01 3.644793205788140773e-03
2.942428318986904934e+00 3.807615230460914546e-02 9.962837378292269674e-01 3.716262170772876867e-03
1.484158408619551173e+00 5.210420841683371940e-02 9.962120922344461782e-01 3.787907765553759788e-03
3.059562766722937255e+00 6.613226452905807129e-02 9.961400634884191030e-01 3.859936511580846271e-03
3.143694596183996381e+00 8.016032064128264523e-02 9.960589693251421517e-01 3.941030674857917693e-03
1.947895423620090050e+00 9.418837675350699712e-02 9.959770638910684371e-01 4.022936108931520448e-03
3.358859867757589157e+00 1.082164328657315711e-01 9.958945904329157273e-01 4.105409567084271870e-03
1.513515815827696676e+00 1.222444889779559229e-01 9.958116772152912910e-01 4.188322784708597979e-03
2.413655653665947920e+00 1.362725450901802748e-01 9.957236148349538629e-01 4.276385165046208206e-03
3.593776040783577930e+00 1.503006012024048488e-01 9.956322504589956157e-01 4.367749541004397294e-03
3.533460118386030580e+00 1.643286573146292007e-01 9.955355672859065308e-01 4.464432714093504763e-03
2.651510319935613147e+00 1.783567134268537746e-01 9.954407288010582722e-01 4.559271198941720893e-03
3.595689022034163962e+00 1.923847695390781265e-01 9.953394373874545620e-01 4.660562612545384245e-03
2.422318130542962855e+00 2.064128256513027004e-01 9.952386711344543002e-01 4.761328865545622589e-03
2.103666548951226734e+00 2.204408817635270523e-01 9.951343071912975846e-01 4.865692808702403241e-03
2.902953092772237120e+00 2.344689378757514042e-01 9.950274228661500908e-01 4.972577133849798159e-03
2.881911187872766789e+00 2.484969939879759782e-01 9.949068783387220449e-01 5.093121661277963744e-03
2.462510403620949972e+00 2.625250501002003300e-01 9.947974186301979937e-01 5.202581369801871809e-03
3.089761223109228183e+00 2.765531062124249040e-01 9.946790754648456856e-01 5.320924535154338691e-03
2.985163978584278510e+00 2.905811623246492559e-01 9.945561609351074583e-01 5.443839064892495687e-03
2.217633653309412978e+00 3.046092184368738298e-01 9.944253727284859679e-01 5.574627271513977501e-03
3.502246438774331949e+00 3.186372745490981817e-01 9.942955135333950700e-01 5.704486466605033189e-03
3.667837111324958155e+00 3.326653306613227556e-01 9.941553777222960075e-01 5.844622277703936941e-03
1.811386653659347035e+00 3.466933867735471075e-01 9.940211683178828972e-01 5.978831682117141839e-03
3.532830594078807618e+00 3.607214428857714594e-01 9.938724452909801776e-01 6.127554709019733016e-03
1.883271255924069187e+00 3.747494989979960334e-01 9.937274540368632447e-01 6.272545963136709306e-03
3.748446525567031173e+00 3.887775551102203853e-01 9.935713366360946486e-01 6.428663363905275097e-03
1.942270557655485064e+00 4.028056112224449592e-01 9.934113307243465085e-01 6.588669275653588620e-03
2.125014934401681987e+00 4.168336673346693111e-01 9.932531236865634883e-01 6.746876313436489178e-03
2.024437528202663650e+00 4.308617234468938850e-01 9.930791589066979563e-01 6.920841093301996830e-03
3.883366919652386784e+00 4.448897795591182369e-01 9.929085586330748114e-01 7.091441366925177285e-03
2.069806890933009846e+00 4.589178356713428109e-01 9.927230963058809587e-01 7.276903694119026510e-03
3.823252523287902438e+00 4.729458917835671627e-01 9.925415834066574350e-01 7.458416593342432309e-03
2.642595572788979830e+00 4.869739478957915146e-01 9.923407533543485703e-01 7.659246645651460877e-03
3.662475408822171374e+00 5.010020040080160886e-01 9.921463827876394470e-01 7.853617212360669217e-03
3.016826795607315148e+00 5.150300601202404405e-01 9.919351425880247319e-01 8.064857411975248982e-03
2.346708575661554441e+00 5.290581162324650144e-01 9.917268935048205725e-01 8.273106495179453554e-03
3.910846177295641546e+00 5.430861723446893663e-01 9.915156593073838343e-01 8.484340692616177890e-03
2.863746132296423497e+00 5.571142284569139402e-01 9.912819661916981717e-01 8.718033808301725932e-03
2.939401383761286901e+00 5.711422845691382921e-01 9.910473552517715667e-01 8.952644748228318766e-03
3.683963397618489566e+00 5.851703406813626440e-01 9.908028913253026371e-01 9.197108674697253641e-03
3.154361364400202206e+00 5.991983967935872180e-01 9.905589013352845695e-01 9.441098664715544958e-03
3.192916311005836505e+00 6.132264529058115698e-01 9.903039312682511142e-01 9.696068731748885838e-03
3.634654379477162855e+00 6.272545090180361438e-01 9.900336775686259250e-01 9.966322431373990029e-03
2.168263751910332271e+00 6.412825651302604957e-01 9.897582714187206365e-01 1.024172858127925245e-02
2.098017143487568958e+00 6.553106212424850696e-01 9.894778121862712883e-01 1.052218781372880017e-02
2.304612973948317212e+00 6.693386773547094215e-01 9.891835055274764699e-01 1.081649447252343819e-02
2.437846163127802335e+00 6.833667334669337734e-01 9.888809172051129526e-01 1.111908279488706824e-02
2.151998755077289438e+00 6.973947895791583473e-01 9.885638499553138780e-01 1.143615004468618787e-02
3.173197865892216640e+00 7.114228456913826992e-01 9.882371007132476626e-01 1.176289928675234610e-02
2.285872339652093466e+00 7.254509018036072732e-01 9.879001512532198381e-01 1.209984874678027116e-02
2.771880089364144872e+00 7.394789579158316251e-01 9.875470652684045225e-01 1.245293473159542717e-02
2.853697858429049994e+00 7.535070140280561990e-01 9.871854914666647884e-01 1.281450853333523758e-02
2.170346158571638817e+00 7.675350701402805509e-01 9.868193814240350248e-01 1.318061857596488327e-02
3.785625395493977141e+00 7.815631262525051248e-01 9.864363994908975641e-01 1.356360050910244454e-02
2.397396144634809989e+00 7.955911823647294767e-01 9.860395996003339381e-01 1.396040039966610011e-02
3.642889543964073162e+00 8.096192384769538286e-01 9.856259452104675356e-01 1.437405478953261012e-02
3.401438962975953384e+00 8.236472945891784025e-01 9.852057396140203593e-01 1.479426038597964239e-02
2.939539163895031226e+00 8.376753507014027544e-01 9.847620411007116381e-01 1.523795889928849200e-02
4.261103424914824522e+00 8.517034068136273284e-01 9.843056633998051863e-01 1.569433660019472002e-02
2.175926543139419245e+00 8.657314629258516803e-01 9.838419013398801427e-01 1.615809866011977750e-02
3.149925603349255532e+00 8.797595190380762542e-01 9.833407555154504154e-01 1.665924448454966095e-02
3.387878726358749759e+00 8.937875751503006061e-01 9.828368082533203154e-01 1.716319174667964298e-02
2.636101166140133678e+00 9.078156312625251800e-01 9.823168783965456896e-01 1.768312160345428957e-02
2.686797220656819363e+00 9.218436873747495319e-01 9.817799875625995432e-01 1.822001243740056439e-02
3.858295681210578643e+00 9.358717434869738838e-01 9.812317640052423684e-01 1.876823599475766283e-02
3.683785357835518859e+00 9.498997995991984578e-01 9.806690386895181577e-01 1.933096131048184577e-02
3.029752192306152558e+00 9.639278557114228096e-01 9.800505416652695034e-01 1.994945833473055555e-02
3.533499320191964443e+00 9.779559118236473836e-01 9.794353707725890201e-01 2.056462922741089661e-02
2.434071748310749683e+00 9.919839679358717355e-01 9.788083593086988055e-01 2.119164069130130210e-02
3.350239136037526322e+00 1.006012024048096087e+00 9.781360483023266994e-01 2.186395169767332489e-02
2.726261920215947043e+00 1.020040080160320883e+00 9.774635577812923470e-01 2.253644221870771888e-02
3.182392873827049939e+00 1.034068136272545235e+00 9.767479913036085648e-01 2.325200869639142132e-02
3.699083996583086620e+00 1.048096192384769587e+00 9.760273152168784661e-01 2.397268478312150966e-02
4.347719275634410074e+00 1.062124248496993939e+00 9.752677563711500408e-01 2.473224362884994879e-02
2.958949066985044674e+00 1.076152304609218291e+00 9.744875090643589921e-01 2.551249093564100442e-02
3.241838777020741524e+00 1.090180360721443087e+00 9.736562870390178537e-01 2.634371296098210816e-02
4.499493142588213423e+00 1.104208416833667439e+00 9.728301508737948744e-01 2.716984912620517764e-02
4.422247616786735058e+00 1.118236472945891791e+00 9.719584063277487695e-01 2.804159367225121310e-02
3.960974469504752626e+00 1.132264529058116143e+00 9.710636753222389173e-01 2.893632467776100295e-02
3.186861728255325765e+00 1.146292585170340494e+00 9.701430978379169678e-01 2.985690216208302869e-02
4.652838555507503138e+00 1.160320641282565290e+00 9.691652888396071752e-01 3.083471116039285947e-02
3.361446404620036521e+00 1.174348697394789642e+00 9.681821368306720021e-01 3.181786316932791459e-02
3.818855209138740214e+00 1.188376753507013994e+00 9.671320981733241284e-01 3.286790182667578830e-02
4.580727878240954176e+00 1.202404809619238346e+00 9.660737789046439650e-01 3.392622109535590319e-02
3.822058580299044550e+00 1.216432865731463142e+00 9.649675989424911782e-01 3.503240105750880101e-02
4.130972499741607074e+00 1.230460921843687494e+00 9.638460614439543495e-01 3.615393855604565054e-02
4.369014897565588029e+00 1.244488977955911846e+00 9.626520464247818598e-01 3.734795357521811937e-02
3.418312829902842243e+00 1.258517034068136198e+00 9.614280413746012499e-01 3.857195862539888193e-02
3.646294969681585840e+00 1.272545090180360550e+00 9.601926679495929040e-01 3.980733205040712375e-02
3.575058605952707858e+00 1.286573146292585346e+00 9.588522544535804659e-01 4.114774554641950632e-02
3.677770932260660430e+00 1.300601202404809698e+00 9.575199383728597580e-01 4.248006162714017264e-02
2.954181155822861893e+00 1.314629258517034049e+00 9.561334790084835555e-01 4.386652099151651385e-02
3.828493833255138146e+00 1.328657314629258401e+00 9.546596623088928757e-01 4.534033769110710349e-02
3.625084973703324387e+00 1.342685370741483197e+00 9.531898391791838732e-01 4.681016082081600888e-02
2.797832216064942035e+00 1.356713426853707549e+00 9.516858671382897317e-01 4.831413286171028221e-02
4.747876112028189155e+00 1.370741482965931901e+00 9.500505324555297282e-01 4.994946754447032039e-02
2.983918271905017683e+00 1.384769539078156253e+00 9.484107120680439484e-01 5.158928793195597523e-02
4.270337539398252780e+00 1.398797595190380605e+00 9.467202471949517362e-01 5.327975280504822914e-02
3.533964812367371255e+00 1.412825651302605401e+00 9.449661852779716043e-01 5.503381472202834024e-02
2.916318763652779644e+00 1.426853707414829753e+00 9.430775309830314868e-01 5.692246901696840222e-02
2.810274772541902610e+00 1.440881763527054105e+00 9.412303729886021264e-01 5.876962701139794992e-02
4.400585071241139623e+00 1.454909819639278457e+00 9.393102568166793453e-01 6.068974318332078649e-02
3.784871313123788550e+00 1.468937875751502808e+00 9.372815843690781579e-01 6.271841563092177274e-02
3.706305995976088674e+00 1.482965931863727604e+00 9.351762739115339063e-01 6.482372608846607986e-02
4.656088497278624949e+00 1.496993987975951956e+00 9.330691033110229959e-01 6.693089668897696243e-02
3.192450417382399763e+00 1.511022044088176308e+00 9.308229216264530814e-01 6.917707837354686307e-02
4.754026073939827235e+00 1.525050100200400660e+00 9.285786150247778981e-01 7.142138497522221297e-02
4.563275818686318708e+00 1.539078156312625456e+00 9.261646188268906066e-01 7.383538117310937954e-02
3.687015374054028349e+00 1.553106212424849808e+00 9.238003573834757676e-01 7.619964261652426019e-02
