# Y X mu var 2var std 2std noisevar 2noisevar noisestd 2noisestd fullvar 2fullvar fullstd 2fullstd
1.860813070519658163e+00 -1.000000000000000000e+00 2.197443140892357150e+00 6.093050340485379503e-03 1.218610068097075901e-02 7.805799344388363037e-02 1.561159868877672607e-01 1.721160537247152511e-01 3.442321074494305022e-01 4.148687186625610868e-01 8.297374373251221735e-01 1.782091040652006297e-01 3.564182081304012595e-01 4.221482015420658374e-01 8.442964030841316747e-01
2.294639311766615730e+00 -9.859719438877755371e-01 2.208733950893664755e+00 6.053858503012962515e-03 1.210771700602592503e-02 7.780654537384990022e-02 1.556130907476998004e-01 1.706164978307296298e-01 3.412329956614592597e-01 4.130574994243896292e-01 8.261149988487792584e-01 1.766703563337425897e-01 3.533407126674851795e-01 4.203217295521878838e-01 8.406434591043757676e-01
1.701319506493193190e+00 -9.719438877755510742e-01 2.220038674023355973e+00 6.014731240217944218e-03 1.202946248043588844e-02 7.755469837616509043e-02 1.551093967523301809e-01 1.690778152483979890e-01 3.381556304967959781e-01 4.111907285535484902e-01 8.223814571070969803e-01 1.750925464886159411e-01 3.501850929772318821e-01 4.184406128575666184e-01 8.368812257151332368e-01
1.936575129184385347e+00 -9.579158316633266113e-01 2.231357165382363394e+00 5.975669238226157844e-03 1.195133847645231569e-02 7.730245298970891965e-02 1.546049059794178393e-01 1.677916172486011159e-01 3.355832344972022319e-01 4.096237508355699553e-01 8.192475016711399105e-01 1.737672864868272660e-01 3.475345729736545319e-01 4.168540349892601027e-01 8.337080699785202054e-01
1.614075307851950303e+00 -9.438877755511021483e-01 2.242689279668456326e+00 5.936673180933348982e-03 1.187334636186669796e-02 7.704980973976087444e-02 1.540996194795217489e-01 1.664132896678543194e-01 3.328265793357086388e-01 4.079378502515478844e-01 8.158757005030957687e-01 1.723499628487876745e-01 3.446999256975753489e-01 4.151505303486768828e-01 8.303010606973537655e-01
1.828101810890501167e+00 -9.298597194388777964e-01 2.254034871179257493e+00 5.897743749983400466e-03 1.179548749996680093e-02 7.679676913766229907e-02 1.535935382753245981e-01 1.650860483236890885e-01 3.301720966473781771e-01 4.063078245907763564e-01 8.126156491815527128e-01 1.709837920736724803e-01 3.419675841473449607e-01 4.135018646556173350e-01 8.270037293112346699e-01
1.876006495831087140e+00 -9.158316633266533335e-01 2.265393793815304591e+00 5.858881624750056187e-03 1.171776324950011237e-02 7.654333168049361202e-02 1.530866633609872240e-01 1.634342218807382785e-01 3.268684437614765570e-01 4.042699863714078190e-01 8.085399727428156380e-01 1.692931035054883460e-01 3.385862070109766919e-01 4.114524316436692919e-01 8.229048632873385838e-01
2.309061133255727150e+00 -9.018036072144288706e-01 2.276765901083189547e+00 5.820087482318448899e-03 1.164017496463689780e-02 7.628949785074252976e-02 1.525789957014850595e-01 1.624512122188459529e-01 3.249024244376919057e-01 4.030523690773271661e-01 8.061047381546543322e-01 1.682712997011643896e-01 3.365425994023287792e-01 4.102088488820839762e-01 8.204176977641679525e-01
1.723196956104520394e+00 -8.877755511022044077e-01 2.288151046098612973e+00 5.781361997463765716e-03 1.156272399492753143e-02 7.603526811594581158e-02 1.520705362318916232e-01 1.607341825267165347e-01 3.214683650534330694e-01 4.009166777856921771e-01 8.018333555713843541e-01 1.665155445241802978e-01 3.330310890483605957e-01 4.080631624199619889e-01 8.161263248399239778e-01
2.266465499532345440e+00 -8.737474949899799448e-01 2.299549081589519872e+00 5.742705842632979743e-03 1.148541168526595949e-02 7.578064292834271742e-02 1.515612858566854348e-01 1.596186471258942141e-01 3.192372942517884282e-01 3.995230245253635348e-01 7.990460490507270697e-01 1.653613529685271921e-01 3.307227059370543842e-01 4.066464717276263019e-01 8.132929434552526038e-01
