# Y X a0 a1
0.000000000000000000e+00 -1.000000000000000000e+00 9.956679153082693690e-01 4.332084691730554715e-03
0.000000000000000000e+00 -9.859719438877755371e-01 9.956912621714373302e-01 4.308737828562623010e-03
0.000000000000000000e+00 -9.719438877755510742e-01 9.957095135641750305e-01 4.290486435825025847e-03
0.000000000000000000e+00 -9.579158316633266113e-01 9.957309632356843299e-01 4.269036764315695294e-03
1.202094019310734119e+00 -9.438877755511021483e-01 9.957444763934156784e-01 4.255523606584247880e-03
0.000000000000000000e+00 -9.298597194388777964e-01 9.957653735218950919e-01 4.234626478104804026e-03
0.000000000000000000e+00 -9.158316633266533335e-01 9.957757397714849246e-01 4.224260228515041606e-03
0.000000000000000000e+00 -9.018036072144288706e-01 9.957904112930594520e-01 4.209588706940502884e-03
8.842935112755204718e-01 -8.877755511022044077e-01 9.958076821805246226e-01 4.192317819475364395e-03
2.099318458665844656e+00 -8.737474949899799448e-01 9.958184582354804304e-01 4.181541764519467255e-03
1.788549661396999557e+00 -8.597194388777554819e-01 9.958336749128748888e-01 4.166325087125174499e-03
0.000000000000000000e+00 -8.456913827655310190e-01 9.958478065044060745e-01 4.152193495593895119e-03
0.000000000000000000e+00 -8.316633266533066671e-01 9.958599262908444105e-01 4.140073709155612028e-03
1.869263074293005200e+00 -8.176352705410820931e-01 9.958708513910446980e-01 4.129148608955253430e-03
2.181761979448074151e-01 -8.036072144288577412e-01 9.958801465189319746e-01 4.119853481067949942e-03
2.682068447960721524e+00 -7.895791583166332783e-01 9.958883046268216521e-01 4.111695373178386910e-03
2.335920267683719409e+00 -7.755511022044088154e-01 9.958992959941764811e-01 4.100704005823506762e-03
0.000000000000000000e+00 -7.615230460921843525e-01 9.959074899326799679e-01 4.092510067319934941e-03
2.023218303503484083e+00 -7.474949899799598896e-01 9.959103602191042848e-01 4.089639780895754258e-03
0.000000000000000000e+00 -7.334669338677355377e-01 9.959187728179998977e-01 4.081227182000228895e-03
7.192956726731544181e-01 -7.194388777555109638e-01 9.959204456359338486e-01 4.079554364066266710e-03
1.587788501609885161e+00 -7.054108216432866119e-01 9.959267321436824361e-01 4.073267856317612512e-03
0.000000000000000000e+00 -6.913827655310621489e-01 9.959314811434392123e-01 4.068518856560741741e-03
0.000000000000000000e+00 -6.773547094188376860e-01 9.959323272435118835e-01 4.067672756487995117e-03
2.142750206273503544e+00 -6.633266533066132231e-01 9.959337435169157704e-01 4.066256483084152405e-03
1.416173707712087504e+00 -6.492985971943887602e-01 9.959366022292031051e-01 4.063397770797051028e-03
2.620352005932657935e+00 -6.352705410821642973e-01 9.959336083848691068e-01 4.066391615130920956e-03
5.436352721101183061e-01 -6.212424849699398344e-01 9.959363003434447137e-01 4.063699656555275035e-03
1.648562515732582945e+00 -6.072144288577154825e-01 9.959337014147158218e-01 4.066298585284048965e-03
1.391744396267518225e+00 -5.931863727454909085e-01 9.959304288729257104e-01 4.069571127074313004e-03
8.932862682542677124e-01 -5.791583166332665567e-01 9.959287169242857507e-01 4.071283075714316087e-03
0.000000000000000000e+00 -5.651302605210420937e-01 9.959266941463328360e-01 4.073305853667291525e-03
4.876051509998630684e-01 -5.511022044088176308e-01 9.959212095581275737e-01 4.078790441872479251e-03
2.425210419069247170e+00 -5.370741482965931679e-01 9.959151129708455619e-01 4.084887029154524000e-03
2.589981506237066244e-01 -5.230460921843687050e-01 9.959090089226406706e-01 4.090991077359375401e-03
0.000000000000000000e+00 -5.090180360721443531e-01 9.959001988398276106e-01 4.099801160172477851e-03
1.470830820245491832e+00 -4.949899799599197792e-01 9.958960122900344381e-01 4.103987709965665164e-03
5.684646592695596912e-01 -4.809619238476954273e-01 9.958875095769280650e-01 4.112490423071905529e-03
0.000000000000000000e+00 -4.669338677354709644e-01 9.958759549909000919e-01 4.124045009099966234e-03
0.000000000000000000e+00 -4.529058116232465014e-01 9.958677177187272855e-01 4.132282281272738750e-03
1.373253423997204126e-01 -4.388777555110220385e-01 9.958557570569195327e-01 4.144242943080382255e-03
2.462206545332977559e+00 -4.248496993987975756e-01 9.958437005194700209e-01 4.156299480530108344e-03
2.908158037654651196e-01 -4.108216432865731127e-01 9.958304579500066867e-01 4.169542049993276919e-03
1.609005811862748159e+00 -3.967935871743486498e-01 9.958208547332040306e-01 4.179145266796067439e-03
1.568979350252554861e+00 -3.827655310621242979e-01 9.958023939795959123e-01 4.197606020404012241e-03
0.000000000000000000e+00 -3.687374749498998350e-01 9.957883394012764233e-01 4.211660598723605299e-03
1.304602001703570657e+00 -3.547094188376753721e-01 9.957724770351351617e-01 4.227522964864698606e-03
2.269411830142796571e+00 -3.406813627254509091e-01 9.957590976390983117e-01 4.240902360901639689e-03
2.888963249918092280e-01 -3.266533066132264462e-01 9.957393912138120529e-01 4.260608786187940200e-03
2.736200858557359172e+00 -3.126252505010019833e-01 9.957184672197837427e-01 4.281532780216363090e-03
1.674267621209505563e+00 -2.985971943887775204e-01 9.957019308299873694e-01 4.298069170012673926e-03
2.858677629349198224e+00 -2.845691382765530575e-01 9.956768839981302577e-01 4.323116001869788290e-03
0.000000000000000000e+00 -2.705410821643285946e-01 9.956564425659156781e-01 4.343557434084406935e-03
7.146080419384511773e-01 -2.565130260521042427e-01 9.956351111682765209e-01 4.364888831723407955e-03
3.030638039785370275e+00 -2.424849699398797798e-01 9.956121151298220617e-01 4.387884870178018065e-03
1.198898070711784225e+00 -2.284569138276553169e-01 9.955865907898262535e-01 4.413409210173795984e-03
1.220965300246141361e+00 -2.144288577154308539e-01 9.955585662828918547e-01 4.441433717108215530e-03
0.000000000000000000e+00 -2.004008016032063910e-01 9.955337816599453271e-01 4.466218340054748347e-03
1.382659365717257227e+00 -1.863727454909819281e-01 9.955079387895304777e-01 4.492061210469547490e-03
1.979702674475129598e+00 -1.723446893787574652e-01 9.954778531904409089e-01 4.522146809559222935e-03
3.223289015171669547e+00 -1.583166332665331133e-01 9.954463317749814300e-01 4.553668225018439944e-03
4.443084532330305869e-01 -1.442885771543086504e-01 9.954145993373618717e-01 4.585400662638139564e-03
3.046376506258849481e+00 -1.302605210420841875e-01 9.953824711263510316e-01 4.617528873648937132e-03
0.000000000000000000e+00 -1.162324649298597246e-01 9.953510106374265920e-01 4.648989362573429686e-03
1.955683102442695276e+00 -1.022044088176352616e-01 9.953142625014504974e-01 4.685737498549407201e-03
2.303666720910030108e+00 -8.817635270541079873e-02 9.952797289248417334e-01 4.720271075158363749e-03
8.032972711903323126e-02 -7.414829659318633581e-02 9.952439323392743287e-01 4.756067660725631432e-03
1.002198546170270710e+00 -6.012024048096187290e-02 9.952065473804755369e-01 4.793452619524509947e-03
9.373225296035849752e-01 -4.609218436873740998e-02 9.951670374976439026e-01 4.832962502356047928e-03
3.997984974574239625e-02 -3.206412825651305809e-02 9.951244748212999536e-01 4.875525178699955352e-03
1.737683108663314435e+00 -1.803607214428859518e-02 9.950824051185803709e-01 4.917594881419759187e-03
3.445529928251826135e+00 -4.008016032064132261e-03 9.950434040066350461e-01 4.956595993364994700e-03
8.662661067777595036e-01 1.002004008016044168e-02 9.949990825865706601e-01 5.000917413429391105e-03
3.455439974566548056e+00 2.404809619238479357e-02 9.949478150322995651e-01 5.052184967700516435e-03
3.427406992647950013e-01 3.807615230460914546e-02 9.949017321543047743e-01 5.098267845695166750e-03
1.950224831519721258e+00 5.210420841683371940e-02 9.948531730694595288e-01 5.146826930540561451e-03
6.564556998570149071e-01 6.613226452905807129e-02 9.948069706395988865e-01 5.193029360401110045e-03
1.033120732435066191e+00 8.016032064128264523e-02 9.947519192710780889e-01 5.248080728921949295e-03
3.118779646196934596e+00 9.418837675350699712e-02 9.946996419343666629e-01 5.300358065633453339e-03
2.878408780285764301e+00 1.082164328657315711e-01 9.946434869193024886e-01 5.356513080697537441e-03
1.214395039530915765e+00 1.222444889779559229e-01 9.945899011807457502e-01 5.410098819254281939e-03
5.058801778369478308e-01 1.362725450901802748e-01 9.945295358912938921e-01 5.470464108706067988e-03
1.926213547002331161e+00 1.503006012024048488e-01 9.944673235162743152e-01 5.532676483725677830e-03
1.244233106856537763e+00 1.643286573146292007e-01 9.944111600358537251e-01 5.588839964146326104e-03
3.374319975760531776e+00 1.783567134268537746e-01 9.943408467997704170e-01 5.659153200229602096e-03
2.803382504666304120e-01 1.923847695390781265e-01 9.942812584746414384e-01 5.718741525358485289e-03
3.609373803620098631e+00 2.064128256513027004e-01 9.942155991380708935e-01 5.784400861929102182e-03
2.570012260064754361e+00 2.204408817635270523e-01 9.941453699746500838e-01 5.854630025349822492e-03
1.580932589452014092e+00 2.344689378757514042e-01 9.940736187463312667e-01 5.926381253668743659e-03
1.700746629665400578e+00 2.484969939879759782e-01 9.940044911105235803e-01 5.995508889476325147e-03
2.032660249698735377e+00 2.625250501002003300e-01 9.939334612578731853e-01 6.066538742126787766e-03
2.898692111727959819e+00 2.765531062124249040e-01 9.938527649150711296e-01 6.147235084928773241e-03
5.708542421466517719e-02 2.905811623246492559e-01 9.937778712200969755e-01 6.222128779902949026e-03
2.909405648410458234e+00 3.046092184368738298e-01 9.936922228329859719e-01 6.307777167014101856e-03
3.800678858028923024e-01 3.186372745490981817e-01 9.936115826658235006e-01 6.388417334176421311e-03
1.439018086235947180e+00 3.326653306613227556e-01 9.935279235192505665e-01 6.472076480749363279e-03
2.083957193668173780e+00 3.466933867735471075e-01 9.934417867223247489e-01 6.558213277675356036e-03
1.557101957712591300e+00 3.607214428857714594e-01 9.933502472785614712e-01 6.649752721438477628e-03
1.324786068798246008e+00 3.747494989979960334e-01 9.932608884364487745e-01 6.739111563551139668e-03
1.126010350246168690e+00 3.887775551102203853e-01 9.931679828485968642e-01 6.832017151403173977e-03
6.468315659904705361e-01 4.028056112224449592e-01 9.930669550221661313e-01 6.933044977833747319e-03
2.923458734903224610e+00 4.168336673346693111e-01 9.929644604807177366e-01 7.035539519282307634e-03
2.293632826864854479e+00 4.308617234468938850e-01 9.928626386590667652e-01 7.137361340933212270e-03
1.927333701171022762e+00 4.448897795591182369e-01 9.927593576942886910e-01 7.240642305711392224e-03
1.982184765448630870e+00 4.589178356713428109e-01 9.926542764480995595e-01 7.345723551900397094e-03
1.642755844790267261e+00 4.729458917835671627e-01 9.925441066078456442e-01 7.455893392154355759e-03
1.676540923752783740e+00 4.869739478957915146e-01 9.924271295508605428e-01 7.572870449139396457e-03
2.442033648669497126e+00 5.010020040080160886e-01 9.923094357231305729e-01 7.690564276869342117e-03
2.807542958846573455e+00 5.150300601202404405e-01 9.921884514717519421e-01 7.811548528248055297e-03
1.731833611696142194e-01 5.290581162324650144e-01 9.920655946155709781e-01 7.934405384428902183e-03
3.685174674602488931e+00 5.430861723446893663e-01 9.919333593648415048e-01 8.066640635158555880e-03
1.374342791710768230e+00 5.571142284569139402e-01 9.918053111857392246e-01 8.194688814260733811e-03
8.310194860998818545e-01 5.711422845691382921e-01 9.916718073463154370e-01 8.328192653684634086e-03
2.192875720188728117e+00 5.851703406813626440e-01 9.915345139589595291e-01 8.465486041040545459e-03
2.554218732854119267e+00 5.991983967935872180e-01 9.914016840055477342e-01 8.598315994452303962e-03
1.719284652316396933e+00 6.132264529058115698e-01 9.912592317945618792e-01 8.740768205438198893e-03
4.913501048599147603e-01 6.272545090180361438e-01 9.911119001275708884e-01 8.888099872429012713e-03
1.115212868933096013e+00 6.412825651302604957e-01 9.909515941609196021e-01 9.048405839080370106e-03
2.137285724168846990e+00 6.553106212424850696e-01 9.907870522557833404e-01 9.212947744216734222e-03
3.416484936122707428e+00 6.693386773547094215e-01 9.906420471563099905e-01 9.357952843689901906e-03
1.405745855310380321e+00 6.833667334669337734e-01 9.904770590959321996e-01 9.522940904067691073e-03
9.611284582373673668e-01 6.973947895791583473e-01 9.903036229463941797e-01 9.696377053605827190e-03
2.989180851306372233e+00 7.114228456913826992e-01 9.901359279363080024e-01 9.864072063691990688e-03
4.849507955548477689e-01 7.254509018036072732e-01 9.899554855868363257e-01 1.004451441316360147e-02
4.669993823285180645e-01 7.394789579158316251e-01 9.897753183375974650e-01 1.022468166240249679e-02
1.070704759033403120e+00 7.535070140280561990e-01 9.895863168748711969e-01 1.041368312512888292e-02
1.406215728846997193e+00 7.675350701402805509e-01 9.893965841492584623e-01 1.060341585074143014e-02
