# Y X mu var 2var std 2std noisevar 2noisevar noisestd 2noisestd fullvar 2fullvar fullstd 2fullstd
0.000000000000000000e+00 -1.000000000000000000e+00 9.921390235635214605e-01 5.740776843329764047e-03 1.148155368665952809e-02 7.576791433931492903e-02 1.515358286786298581e-01 7.735290040436024750e-01 1.547058008087204950e+00 8.795049767020096665e-01 1.759009953404019333e+00 7.792697808869322174e-01 1.558539561773864435e+00 8.827625846664165499e-01 1.765525169332833100e+00
0.000000000000000000e+00 -9.859719438877755371e-01 1.001513287522193263e+00 5.702389434486393460e-03 1.140477886897278692e-02 7.551416711112156344e-02 1.510283342222431269e-01 7.766064466703134217e-01 1.553212893340626843e+00 8.812527711561044530e-01 1.762505542312208906e+00 7.823088361047998429e-01 1.564617672209599686e+00 8.844822418255777752e-01 1.768964483651155550e+00
0.000000000000000000e+00 -9.719438877755510742e-01 1.010904175146925876e+00 5.664078765779572908e-03 1.132815753155914582e-02 7.526007418133184856e-02 1.505201483626636971e-01 7.792821712649831145e-01 1.558564342529966229e+00 8.827696025945745983e-01 1.765539205189149197e+00 7.849462500307626822e-01 1.569892500061525364e+00 8.859719239517483969e-01 1.771943847903496794e+00
0.000000000000000000e+00 -9.579158316633266113e-01 1.020311564417798689e+00 5.625845549782798258e-03 1.125169109956559652e-02 7.500563678672955703e-02 1.500112735734591141e-01 7.824986535992413117e-01 1.564997307198482623e+00 8.845895396166751912e-01 1.769179079233350382e+00 7.881244991490241603e-01 1.576248998298048321e+00 8.877637631425514542e-01 1.775527526285102908e+00
1.202094019310734119e+00 -9.438877755511021483e-01 1.029735332908676249e+00 5.587690496604718476e-03 1.117538099320943695e-02 7.475085615967698438e-02 1.495017123193539688e-01 7.862520167058210108e-01 1.572504033411642022e+00 8.867085297355726814e-01 1.773417059471145363e+00 7.918397072024256911e-01 1.583679414404851382e+00 8.898537560759215426e-01 1.779707512151843085e+00
0.000000000000000000e+00 -9.298597194388777964e-01 1.039175357789829501e+00 5.549614313868825484e-03 1.109922862773765097e-02 7.449573352796001746e-02 1.489914670559200349e-01 7.883977954838136126e-01 1.576795590967627225e+00 8.879176738210663444e-01 1.775835347642132689e+00 7.939474097976824130e-01 1.587894819595364826e+00 8.910372662227334928e-01 1.782074532445466986e+00
0.000000000000000000e+00 -9.158316633266533335e-01 1.048631515830540817e+00 5.511617706691137805e-03 1.102323541338227561e-02 7.424027011461595271e-02 1.484805402292319054e-01 7.935146287262112574e-01 1.587029257452422515e+00 8.907943807221795351e-01 1.781588761444359070e+00 7.990262464329024317e-01 1.598052492865804863e+00 8.938826804636627044e-01 1.787765360927325409e+00
0.000000000000000000e+00 -9.018036072144288706e-01 1.058103683401799611e+00 5.473701377661364942e-03 1.094740275532272988e-02 7.398446713778078498e-02 1.479689342755615700e-01 7.957398116973930513e-01 1.591479623394786103e+00 8.920424943338702839e-01 1.784084988667740568e+00 8.012135130750543954e-01 1.602427026150108791e+00 8.951053083716208336e-01 1.790210616743241667e+00
8.842935112755204718e-01 -8.877755511022044077e-01 1.067591736478872289e+00 5.435866026821651806e-03 1.087173205364330361e-02 7.372832581051635970e-02 1.474566516210327194e-01 7.996913649972283711e-01 1.599382729994456742e+00 8.942546421446345706e-01 1.788509284289269141e+00 8.051272310240500385e-01 1.610254462048100077e+00 8.972888225226312020e-01 1.794577645045262404e+00
2.099318458665844656e+00 -8.737474949899799448e-01 1.077095550644012967e+00 5.398112351645375194e-03 1.079622470329075039e-02 7.347184734063363920e-02 1.469436946812672784e-01 8.037109179040431428e-01 1.607421835808086286e+00 8.964992570571618247e-01 1.792998514114323649e+00 8.091090302556884772e-01 1.618218060511376954e+00 8.995048806180477863e-01 1.799009761236095573e+00
