# Y X mu var 2var std 2std noisevar 2noisevar noisestd 2noisestd fullvar 2fullvar fullstd 2fullstd
1.860813070519658163e+00 -1.000000000000000000e+00 -4.440892098500626162e-16 2.755042350457890152e-05 5.510084700915780304e-05 5.248849731567755902e-03 1.049769946313551180e-02 2.938925667071834100e-02 5.877851334143668199e-02 1.714329509479386449e-01 3.428659018958772897e-01 2.941680709422292081e-02 5.883361418844584162e-02 1.715132854743996738e-01 3.430265709487993475e-01
2.294639311766615730e+00 -9.859719438877755371e-01 -4.440892098500626162e-16 2.748086580371223391e-05 5.496173160742446782e-05 5.242219549361914685e-03 1.048443909872382937e-02 2.938925667071834100e-02 5.877851334143668199e-02 1.714329509479386449e-01 3.428659018958772897e-01 2.941673753652205431e-02 5.883347507304410862e-02 1.715130826978573386e-01 3.430261653957146772e-01
1.701319506493193190e+00 -9.719438877755510742e-01 -4.440892098500626162e-16 2.741130810284555275e-05 5.482261620569110549e-05 5.235580970899557894e-03 1.047116194179911579e-02 2.938925667071834100e-02 5.877851334143668199e-02 1.714329509479386449e-01 3.428659018958772897e-01 2.941666797882118781e-02 5.883333595764237561e-02 1.715128799210752786e-01 3.430257598421505572e-01
1.936575129184385347e+00 -9.579158316633266113e-01 -4.440892098500626162e-16 2.734175040197888852e-05 5.468350080395777704e-05 5.228933964201392184e-03 1.045786792840278437e-02 2.938925667071834100e-02 5.877851334143668199e-02 1.714329509479386449e-01 3.428659018958772897e-01 2.941659842112032131e-02 5.883319684224064261e-02 1.715126771440534659e-01 3.430253542881069317e-01
1.614075307851950303e+00 -9.438877755511021483e-01 -4.440892098500626162e-16 2.727219270111221413e-05 5.454438540222442827e-05 5.222278497084602115e-03 1.044455699416920423e-02 2.938925667071834100e-02 5.877851334143668199e-02 1.714329509479386449e-01 3.428659018958772897e-01 2.941652886341945480e-02 5.883305772683890961e-02 1.715124743667919283e-01 3.430249487335838565e-01
1.828101810890501167e+00 -9.298597194388777964e-01 -4.440892098500626162e-16 2.720263500024553636e-05 5.440527000049107272e-05 5.215614537161036499e-03 1.043122907432207300e-02 2.938925667071834100e-02 5.877851334143668199e-02 1.714329509479386449e-01 3.428659018958772897e-01 2.941645930571858483e-02 5.883291861143716966e-02 1.715122715892906102e-01 3.430245431785812205e-01
1.876006495831087140e+00 -9.158316633266533335e-01 -4.440892098500626162e-16 2.713307729937886875e-05 5.426615459875773750e-05 5.208942051835369590e-03 1.041788410367073918e-02 2.938925667071834100e-02 5.877851334143668199e-02 1.714329509479386449e-01 3.428659018958772897e-01 2.941638974801771833e-02 5.883277949603543666e-02 1.715120688115495673e-01 3.430241376230991346e-01
2.309061133255727150e+00 -9.018036072144288706e-01 -4.440892098500626162e-16 2.706351959851219436e-05 5.412703919702438872e-05 5.202261008303235394e-03 1.040452201660647079e-02 2.938925667071834100e-02 5.877851334143668199e-02 1.714329509479386449e-01 3.428659018958772897e-01 2.941632019031685183e-02 5.883264038063370366e-02 1.715118660335687995e-01 3.430237320671375989e-01
1.723196956104520394e+00 -8.877755511022044077e-01 -4.440892098500626162e-16 2.699396189764552336e-05 5.398792379529104672e-05 5.195571373549354166e-03 1.039114274709870833e-02 2.938925667071834100e-02 5.877851334143668199e-02 1.714329509479386449e-01 3.428659018958772897e-01 2.941625063261598533e-02 5.883250126523197066e-02 1.715116632553482789e-01 3.430233265106965579e-01
2.266465499532345440e+00 -8.737474949899799448e-01 -4.440892098500626162e-16 2.692440419677885236e-05 5.384880839355770472e-05 5.188873114345623344e-03 1.037774622869124669e-02 2.938925667071834100e-02 5.877851334143668199e-02 1.714329509479386449e-01 3.428659018958772897e-01 2.941618107491511883e-02 5.883236214983023765e-02 1.715114604768880058e-01 3.430229209537760116e-01
