# position velocity action_std action_loc_std action_std_diff action_mean_p_0 action_p_0_mean action_p_0_std
-2.000000000000000000e+00 -3.000000000000000000e+00 8.712959342509352112e-01 8.088609274776469293e-01 6.243500677328828186e-02 7.906782435144471544e-01 7.143247116865578672e-01 2.556077704606865564e-01
-1.750000000000000000e+00 -3.000000000000000000e+00 7.714303690185365658e-01 6.356225294937252190e-01 1.358078395248113468e-01 8.865440673654944037e-01 8.026175865176868873e-01 2.179648471937594145e-01
-1.500000000000000000e+00 -3.000000000000000000e+00 6.394469585396054256e-01 4.440540507640944878e-01 1.953929077755109378e-01 9.495459986909196015e-01 8.840530227721717926e-01 1.676071893741083174e-01
-1.250000000000000000e+00 -3.000000000000000000e+00 5.700121256229321309e-01 3.411744421846385489e-01 2.288376834382935820e-01 9.755643950289403232e-01 9.222471099309241804e-01 1.425350310478884219e-01
-1.000000000000000000e+00 -3.000000000000000000e+00 3.947906523574246096e-01 2.177705214210584050e-01 1.770201309363662046e-01 9.893918216906383289e-01 9.622100046721697719e-01 8.755092887068383067e-02
-7.500000000000000000e-01 -3.000000000000000000e+00 2.952020708799721338e-01 1.989974874213245315e-01 9.620458345864760230e-02 9.938713675368194833e-01 9.731995390902048459e-01 7.867564203514409993e-02
-5.000000000000000000e-01 -3.000000000000000000e+00 2.561973895693111514e-01 8.935323161475478004e-02 1.668441579545563713e-01 9.960589432594014747e-01 9.837948218643175480e-01 4.941371598143711602e-02
-2.500000000000000000e-01 -3.000000000000000000e+00 1.986592016739709421e-01 8.935323161475473841e-02 1.093059700592162037e-01 9.953727680702560976e-01 9.826137252225546348e-01 4.963669682097473362e-02
0.000000000000000000e+00 -3.000000000000000000e+00 2.162548645486333521e-01 8.935323161475471065e-02 1.269016329338786275e-01 9.939074256653744888e-01 9.794328240640818306e-01 5.348094588025394114e-02
2.500000000000000000e-01 -3.000000000000000000e+00 3.446241412727083508e-01 8.935323161475476617e-02 2.552709096579535708e-01 9.899303734353105400e-01 9.720910775423444727e-01 5.756999986235991629e-02
5.000000000000000000e-01 -3.000000000000000000e+00 4.854459997832686335e-01 2.349808502835912805e-01 2.504651494996773531e-01 9.730971111172169730e-01 9.376346423820975939e-01 1.019196553982334996e-01
7.500000000000000000e-01 -3.000000000000000000e+00 6.744760654005393929e-01 4.011782646156203391e-01 2.732978007849190538e-01 9.466627609384766773e-01 8.831052142334814281e-01 1.629727128665136304e-01
1.000000000000000000e+00 -3.000000000000000000e+00 8.156208927499447592e-01 6.591631057636674340e-01 1.564577869862773252e-01 8.709652669508693990e-01 7.954952741663080529e-01 2.133052848200800433e-01
1.250000000000000000e+00 -3.000000000000000000e+00 8.991032487110032223e-01 8.311822904754402330e-01 6.792095823556298928e-02 7.698650814305327827e-01 6.977064540111415081e-01 2.472469682675551006e-01
1.500000000000000000e+00 -3.000000000000000000e+00 9.574610708095609990e-01 9.857869952479594300e-01 -2.832592443839843099e-02 6.030878625095031920e-01 5.664406059178687114e-01 2.853422912911522391e-01
1.750000000000000000e+00 -3.000000000000000000e+00 9.716339302191407956e-01 9.961204746414957789e-01 -2.448654442235498330e-02 4.422636670981928142e-01 4.616719215546903898e-01 2.854918572521802922e-01
2.000000000000000000e+00 -3.000000000000000000e+00 9.604748377605732967e-01 9.864603387871176965e-01 -2.598550102654439975e-02 3.986382391220101851e-01 4.329012767778133708e-01 2.802228829879233607e-01
-2.000000000000000000e+00 -2.750000000000000000e+00 8.470577904718866735e-01 7.141428428542860862e-01 1.329149476176005873e-01 8.508311527804148788e-01 7.660551043834191720e-01 2.243403489149861374e-01
