# position velocity action_std action_loc_std action_std_diff action_mean_p_0 action_p_0_mean action_p_0_std
-2.000000000000000000e+00 -3.000000000000000000e+00 7.296148745248339784e-01 6.257795138864777895e-01 1.038353606383561889e-01 9.148741525132679797e-01 8.203311237356979424e-01 2.210310334746515004e-01
-1.750000000000000000e+00 -3.000000000000000000e+00 6.081018383104940250e-01 4.275324549083939774e-01 1.805693834021000477e-01 9.597729464708805169e-01 8.952263666156843325e-01 1.691259552746085526e-01
-1.500000000000000000e+00 -3.000000000000000000e+00 4.535702456300821361e-01 1.989974874213253364e-01 2.545727582087567997e-01 9.823022004171928501e-01 9.453219479127988878e-01 9.913206274618503733e-02
-1.250000000000000000e+00 -3.000000000000000000e+00 2.964065353633941746e-01 1.544538766104633087e-01 1.419526587529308659e-01 9.953189200058588648e-01 9.795680436619867981e-01 6.185320081596516056e-02
-1.000000000000000000e+00 -3.000000000000000000e+00 2.418983980257109478e-01 8.935323161475475229e-02 1.525451664109561956e-01 9.975581062042957470e-01 9.883274715901905205e-01 4.001098111106782262e-02
-7.500000000000000000e-01 -3.000000000000000000e+00 1.759325221544556228e-01 0.000000000000000000e+00 1.759325221544556228e-01 9.989219735068139983e-01 9.942404241796215514e-01 2.797792716418537676e-02
-5.000000000000000000e-01 -3.000000000000000000e+00 1.459015985500067558e-01 0.000000000000000000e+00 1.459015985500067558e-01 9.992073000648885595e-01 9.954936013963100461e-01 1.557259005739444410e-02
-2.500000000000000000e-01 -3.000000000000000000e+00 1.261030982431278757e-01 8.935323161475478004e-02 3.674986662837309570e-02 9.992604939650112650e-01 9.953367685236954587e-01 2.801914997445532907e-02
0.000000000000000000e+00 -3.000000000000000000e+00 1.416218111655682954e-01 0.000000000000000000e+00 1.416218111655682954e-01 9.988546098914015126e-01 9.946925179758365765e-01 2.263263134494138476e-02
2.500000000000000000e-01 -3.000000000000000000e+00 2.097782028630473805e-01 0.000000000000000000e+00 2.097782028630473805e-01 9.977768088785771150e-01 9.915006897719430556e-01 2.760139303772301753e-02
5.000000000000000000e-01 -3.000000000000000000e+00 3.410324980721284871e-01 1.781684596105612972e-01 1.628640384615671899e-01 9.934819899903619689e-01 9.716799363577137694e-01 8.089615889021649353e-02
7.500000000000000000e-01 -3.000000000000000000e+00 3.999077933812747454e-01 2.659022376739242910e-01 1.340055557073504544e-01 9.808460678039048197e-01 9.427487595979754387e-01 1.155236651785290919e-01
1.000000000000000000e+00 -3.000000000000000000e+00 6.221261846868541001e-01 3.919183588453078460e-01 2.302078258415462542e-01 9.550455500507061268e-01 8.953029156066242278e-01 1.496045875186220453e-01
1.250000000000000000e+00 -3.000000000000000000e+00 7.818736472462699538e-01 6.307329070216616262e-01 1.511407402246083276e-01 8.779274581735588834e-01 7.933649120117242104e-01 2.197237451502564443e-01
1.500000000000000000e+00 -3.000000000000000000e+00 9.310006661043939147e-01 8.979977728257475533e-01 3.300289327864636135e-02 7.391071969026412614e-01 6.614619226525795259e-01 2.780009360167882693e-01
1.750000000000000000e+00 -3.000000000000000000e+00 9.531670194137578100e-01 9.843901665498255849e-01 -3.122314713606777481e-02 6.070332590389853067e-01 5.632789903044930213e-01 2.994519412407459780e-01
2.000000000000000000e+00 -3.000000000000000000e+00 9.664699305343836810e-01 9.999919999679972582e-01 -3.352206943361357716e-02 4.786298377443699570e-01 4.927692205826142424e-01 3.090835868751572457e-01
-2.000000000000000000e+00 -2.750000000000000000e+00 6.731973601505911731e-01 5.169758214849121680e-01 1.562215386656790050e-01 9.412124916340148806e-01 8.645546034755307030e-01 1.801774383944903801e-01
-1.750000000000000000e+00 -2.750000000000000000e+00 5.168949398315871857e-01 3.182703253525227538e-01 1.986246144790644319e-01 9.761424888229194297e-01 9.276910928940238499e-01 1.291085863812752588e-01
