# position velocity action_std action_loc_std action_std_diff action_mean_p_0 action_p_0_mean action_p_0_std
-2.000000000000000000e+00 -3.000000000000000000e+00 8.928551793853940488e-01 8.230285535751448167e-01 6.982662581024923210e-02 7.752904464388794548e-01 6.996524007674456147e-01 2.527436643982106101e-01
-1.750000000000000000e+00 -3.000000000000000000e+00 7.733865319115362791e-01 6.545716156388103890e-01 1.188149162727258901e-01 8.666284266186612406e-01 7.854568984640983853e-01 2.224837627336754553e-01
-1.500000000000000000e+00 -3.000000000000000000e+00 5.927172856420894753e-01 4.358898943540689963e-01 1.568273912880204790e-01 9.434830643248204307e-01 8.748815332705900394e-01 1.694039312196180258e-01
-1.250000000000000000e+00 -3.000000000000000000e+00 4.652798831653546241e-01 2.349808502835915303e-01 2.302990328817630938e-01 9.714484299521235489e-01 9.298865881501958697e-01 1.175235138344292440e-01
-1.000000000000000000e+00 -3.000000000000000000e+00 3.824689823120219212e-01 3.060980235153444862e-01 7.637095879667743503e-02 9.875539273677500507e-01 9.528084331222380632e-01 1.094161957355227754e-01
-7.500000000000000000e-01 -3.000000000000000000e+00 3.436921390534961596e-01 1.989974874213240597e-01 1.446946516321720999e-01 9.930435561442556569e-01 9.710763963813953126e-01 7.713788745161834215e-02
-5.000000000000000000e-01 -3.000000000000000000e+00 3.026172493970024635e-01 0.000000000000000000e+00 3.026172493970024635e-01 9.946362373966783910e-01 9.810658188729435292e-01 4.321403937935312106e-02
-2.500000000000000000e-01 -3.000000000000000000e+00 2.797523870495676190e-01 1.989974874213243372e-01 8.075489962824328183e-02 9.952069132599822288e-01 9.755599265912636708e-01 8.341295043388785579e-02
0.000000000000000000e+00 -3.000000000000000000e+00 3.264888857419156465e-01 1.544538766104626148e-01 1.720350091314530316e-01 9.929216692015055967e-01 9.775103886676290710e-01 5.981636409781549563e-02
2.500000000000000000e-01 -3.000000000000000000e+00 3.611433495562591522e-01 1.781684596105611862e-01 1.829748899456979661e-01 9.880286826243215303e-01 9.620322259748921301e-01 8.394949878902246976e-02
5.000000000000000000e-01 -3.000000000000000000e+00 5.350709327681048011e-01 1.781684596105609919e-01 3.569024731575438092e-01 9.742773277425388345e-01 9.390374535387366883e-01 9.688544633681159257e-02
7.500000000000000000e-01 -3.000000000000000000e+00 6.180833631375786119e-01 4.358898943540691628e-01 1.821934687835094491e-01 9.388042609988443976e-01 8.826338566400766528e-01 1.561714061414547217e-01
1.000000000000000000e+00 -3.000000000000000000e+00 8.144892763118071199e-01 6.769815359372785002e-01 1.375077403745286198e-01 8.543873573807360122e-01 7.744645833497478815e-01 2.281164482601084620e-01
1.250000000000000000e+00 -3.000000000000000000e+00 9.110962204354938754e-01 8.815985480931755047e-01 2.949767234231837065e-02 7.515534863538657628e-01 6.783663079741589774e-01 2.559051161502870486e-01
