# position velocity action_std action_loc_std action_std_diff action_mean_p_0 action_p_0_mean action_p_0_std
-2.000000000000000000e+00 -3.000000000000000000e+00 8.246735031534899729e-01 7.782133383590892350e-01 4.646016479440073788e-02 8.254665057383689941e-01 7.385340196674892166e-01 2.467517145927759503e-01
-1.750000000000000000e+00 -3.000000000000000000e+00 6.597293982293300774e-01 4.965641952456900099e-01 1.631652029836400675e-01 9.268480971966370774e-01 8.559158352715511286e-01 1.753366062662146951e-01
-1.500000000000000000e+00 -3.000000000000000000e+00 5.574910473683338807e-01 3.299454500368197429e-01 2.275455973315141378e-01 9.655108221695059001e-01 9.149564449768341490e-01 1.327629466912091938e-01
-1.250000000000000000e+00 -3.000000000000000000e+00 4.364890545523042453e-01 2.509501942617309855e-01 1.855388602905732598e-01 9.843352855436390270e-01 9.516035908868406556e-01 1.030713473900605193e-01
-1.000000000000000000e+00 -3.000000000000000000e+00 3.141024967612349172e-01 1.544538766104627814e-01 1.596486201507721359e-01 9.930306679214244703e-01 9.730259762395957468e-01 7.632630518705980915e-02
-7.500000000000000000e-01 -3.000000000000000000e+00 2.349603945147853978e-01 8.935323161475473841e-02 1.456071629000306733e-01 9.958750418616274525e-01 9.836572182787887142e-01 4.583923085755097632e-02
-5.000000000000000000e-01 -3.000000000000000000e+00 2.467013711607199955e-01 8.935323161475471065e-02 1.573481395459652710e-01 9.973202292926011125e-01 9.847278712704230497e-01 5.390991611174115322e-02
-2.500000000000000000e-01 -3.000000000000000000e+00 2.060973073899641794e-01 8.935323161475478004e-02 1.167440757752093994e-01 9.973977239214564250e-01 9.862174024691331420e-01 5.384474682502066178e-02
0.000000000000000000e+00 -3.000000000000000000e+00 2.502288997158971240e-01 8.935323161475478004e-02 1.608756681011423439e-01 9.959441496586040055e-01 9.830164229326668890e-01 5.282997505470720528e-02
2.500000000000000000e-01 -3.000000000000000000e+00 2.636173468781022322e-01 1.989974874213248646e-01 6.461985945677736765e-02 9.914943516068182028e-01 9.714764798210484553e-01 7.449398784998662038e-02
5.000000000000000000e-01 -3.000000000000000000e+00 4.293382947680702832e-01 2.349808502835915303e-01 1.943574444844787530e-01 9.806350023467748089e-01 9.489376979462524897e-01 9.930773756023872356e-02
7.500000000000000000e-01 -3.000000000000000000e+00 5.518163038226225892e-01 2.800000000000002487e-01 2.718163038226223405e-01 9.598220338838839849e-01 9.120378084474962677e-01 1.249406348686473434e-01
1.000000000000000000e+00 -3.000000000000000000e+00 6.930632842199127008e-01 5.363431737236922237e-01 1.567201104962204772e-01 8.979150058899016962e-01 8.241366554307046899e-01 1.912687752898996341e-01
1.250000000000000000e+00 -3.000000000000000000e+00 8.328565701256436249e-01 7.814243405474383675e-01 5.143222957820525743e-02 8.047074044375206459e-01 7.313121599500886916e-01 2.377129041283320421e-01
1.500000000000000000e+00 -3.000000000000000000e+00 9.308934452091541800e-01 9.474175425861600663e-01 -1.652409737700588632e-02 6.672042540980397396e-01 6.167873479811076809e-01 2.815058064834536911e-01
1.750000000000000000e+00 -3.000000000000000000e+00 9.641759702308605462e-01 9.998719918069521873e-01 -3.569602157609164106e-02 5.311590066659418463e-01 5.161576475443465650e-01 2.937211028014712344e-01
2.000000000000000000e+00 -3.000000000000000000e+00 9.637502896501841665e-01 9.912497162672984086e-01 -2.749942661711424208e-02 4.460825479451105968e-01 4.633922710245902410e-01 2.856934644629215980e-01
-2.000000000000000000e+00 -2.750000000000000000e+00 7.900492174118722843e-01 6.981002793295554287e-01 9.194893808231685561e-02 8.748666593570689765e-01 7.862470760025535021e-01 2.311711542482954018e-01
-1.750000000000000000e+00 -2.750000000000000000e+00 6.525496701209626549e-01 5.034918072819052348e-01 1.490578628390574201e-01 9.372670577077508725e-01 8.646439675212219678e-01 1.869234062749652592e-01
-1.500000000000000000e+00 -2.750000000000000000e+00 3.876835074955607419e-01 2.349808502835920576e-01 1.527026572119686842e-01 9.775346138368016247e-01 9.370616412988168609e-01 1.148735942595065784e-01
-1.250000000000000000e+00 -2.750000000000000000e+00 3.120973575614494067e-01 1.781684596105612139e-01 1.339288979508881927e-01 9.909835798303355814e-01 9.688116342500195932e-01 7.642621187824015505e-02
-1.000000000000000000e+00 -2.750000000000000000e+00 1.648875952247799148e-01 0.000000000000000000e+00 1.648875952247799148e-01 9.973199251899377282e-01 9.902005864039477023e-01 3.035470317889511424e-02
-7.500000000000000000e-01 -2.750000000000000000e+00 1.955094642215227940e-01 8.935323161475479392e-02 1.061562326067680001e-01 9.982189025637562274e-01 9.896524662039083431e-01 4.471586357083000285e-02
-5.000000000000000000e-01 -2.750000000000000000e+00 1.519817031124665874e-01 8.935323161475473841e-02 6.262847149771184896e-02 9.989867255116579026e-01 9.942445269009561049e-01 3.460393499791171446e-02
