# position velocity action_std action_loc_std action_std_diff action_mean_p_0 action_p_0_mean action_p_0_std
-2.000000000000000000e+00 -3.000000000000000000e+00 8.512141231180188061e-01 7.616403350663638605e-01 8.957378805165494562e-02 8.251126212909640767e-01 7.401649902939262393e-01 2.379329023286758105e-01
-1.750000000000000000e+00 -3.000000000000000000e+00 6.942073856437707136e-01 5.547756303227430186e-01 1.394317553210276950e-01 9.098697854216499792e-01 8.329897959815758535e-01 1.964275010169883595e-01
-1.500000000000000000e+00 -3.000000000000000000e+00 5.813094846081510170e-01 3.919183588453079015e-01 1.893911257628431155e-01 9.540406515369193041e-01 8.951594022409617990e-01 1.516522909570928446e-01
-1.250000000000000000e+00 -3.000000000000000000e+00 4.126402055199635543e-01 2.659022376739246796e-01 1.467379678460388748e-01 9.823863736105369338e-01 9.466816788695421314e-01 1.021618844830874118e-01
-1.000000000000000000e+00 -3.000000000000000000e+00 3.785350018482435130e-01 1.781684596105607976e-01 2.003665422376827154e-01 9.916594369583030533e-01 9.683829200761693290e-01 8.254289512789701744e-02
-7.500000000000000000e-01 -3.000000000000000000e+00 2.210380700991576575e-01 8.935323161475479392e-02 1.316848384844028774e-01 9.959052797796731360e-01 9.815390871713312038e-01 5.690816124238802509e-02
-5.000000000000000000e-01 -3.000000000000000000e+00 2.030236371130592354e-01 8.935323161475471065e-02 1.136704054983045248e-01 9.967904864762648920e-01 9.847750733502835807e-01 4.891210723489375356e-02
-2.500000000000000000e-01 -3.000000000000000000e+00 2.554116879543297247e-01 8.935323161475478004e-02 1.660584563395749447e-01 9.969664158462542281e-01 9.888651455622431419e-01 4.116629802647012865e-02
0.000000000000000000e+00 -3.000000000000000000e+00 2.175536341446860644e-01 1.262378707044762294e-01 9.131576344020983504e-02 9.954254588128335079e-01 9.831558303800709275e-01 5.544444185427672284e-02
2.500000000000000000e-01 -3.000000000000000000e+00 2.994332072061291483e-01 1.262378707044762294e-01 1.731953365016529189e-01 9.924547680187842946e-01 9.762149572979963441e-01 5.615127224244290810e-02
5.000000000000000000e-01 -3.000000000000000000e+00 4.299157923879301513e-01 1.544538766104622818e-01 2.754619157774678695e-01 9.814241182896301652e-01 9.490113758639466823e-01 9.116114948808880236e-02
7.500000000000000000e-01 -3.000000000000000000e+00 5.912273230842496341e-01 4.011782646156202281e-01 1.900490584686294060e-01 9.546530169892898376e-01 8.978621275606893937e-01 1.490817945807332567e-01
1.000000000000000000e+00 -3.000000000000000000e+00 7.737834879895078011e-01 6.452162428209643474e-01 1.285672451685434536e-01 8.839080696376527824e-01 8.035764270648091401e-01 2.179801511971176387e-01
1.250000000000000000e+00 -3.000000000000000000e+00 9.021808768241930121e-01 8.541662601625018558e-01 4.801461666169115627e-02 7.552309156925977041e-01 6.824210611694765394e-01 2.653388377272040688e-01
1.500000000000000000e+00 -3.000000000000000000e+00 9.519705641694469200e-01 9.772696659571535882e-01 -2.529910178770666818e-02 6.214168681005765027e-01 5.808271950083752078e-01 2.838787517023955154e-01
1.750000000000000000e+00 -3.000000000000000000e+00 9.592137900196446854e-01 9.993517899118461445e-01 -4.013799989220145914e-02 4.769718549529294305e-01 4.834871216255627879e-01 2.822568222088404077e-01
2.000000000000000000e+00 -3.000000000000000000e+00 9.640401694236629959e-01 9.829262434180945363e-01 -1.888607399443154033e-02 4.268685785469252258e-01 4.476828250363401041e-01 2.787223660228339561e-01
-2.000000000000000000e+00 -2.750000000000000000e+00 7.281531089731415607e-01 6.499230723708773194e-01 7.823003660226424127e-02 8.768485050354748456e-01 7.973861194501180583e-01 2.151194782867343336e-01
-1.750000000000000000e+00 -2.750000000000000000e+00 6.364679112222817459e-01 4.674868982121332395e-01 1.689810130101485064e-01 9.353519532926882762e-01 8.702828070316381837e-01 1.713931994480292209e-01
-1.500000000000000000e+00 -2.750000000000000000e+00 4.603694157952578636e-01 1.989974874213230882e-01 2.613719283739347476e-01 9.768461923514772938e-01 9.405944199398469374e-01 1.027288086788389482e-01
-1.250000000000000000e+00 -2.750000000000000000e+00 3.111680779131278385e-01 1.544538766104627259e-01 1.567142013026651126e-01 9.901447573235078181e-01 9.697380452507544657e-01 6.742419348483998098e-02
-1.000000000000000000e+00 -2.750000000000000000e+00 2.367858308752418817e-01 0.000000000000000000e+00 2.367858308752418817e-01 9.953519904123191431e-01 9.810298295966973781e-01 5.327077437215911593e-02
-7.500000000000000000e-01 -2.750000000000000000e+00 1.925959245627069105e-01 0.000000000000000000e+00 1.925959245627069105e-01 9.981499282893644409e-01 9.931610497183818165e-01 2.054873387820543851e-02
-5.000000000000000000e-01 -2.750000000000000000e+00 1.808600297400977941e-01 0.000000000000000000e+00 1.808600297400977941e-01 9.987255451670614681e-01 9.922136619790576928e-01 2.640154322585538602e-02
-2.500000000000000000e-01 -2.750000000000000000e+00 1.262357921729113930e-01 8.935323161475478004e-02 3.688256055815661294e-02 9.987908647286076746e-01 9.933668757342822841e-01 3.780885030961818327e-02
0.000000000000000000e+00 -2.750000000000000000e+00 1.787371207196795375e-01 0.000000000000000000e+00 1.787371207196795375e-01 9.983200539968405396e-01 9.910200528294114131e-01 3.485297048213674420e-02
