# position velocity action_std action_loc_std action_std_diff action_mean_p_0 action_p_0_mean action_p_0_std
-2.000000000000000000e+00 -3.000000000000000000e+00 9.592772205162880539e-01 9.993517899118461445e-01 -4.007456939555809061e-02 5.071722537306357914e-01 5.051625894315054932e-01 2.731184934980286916e-01
-1.750000000000000000e+00 -3.000000000000000000e+00 9.637575790484553817e-01 9.967948635501719945e-01 -3.303728450171661279e-02 5.356319784953282870e-01 5.278006055529707030e-01 2.771440961456081431e-01
-1.500000000000000000e+00 -3.000000000000000000e+00 9.662751879256152865e-01 9.957590069891356643e-01 -2.948381906352037785e-02 5.673041277667024707e-01 5.458544423798011858e-01 2.799667236708867080e-01
-1.250000000000000000e+00 -3.000000000000000000e+00 9.428420946516723467e-01 9.564183185196718506e-01 -1.357622386799950398e-02 6.433288730618679230e-01 6.024262042845084375e-01 2.785962800449715560e-01
-1.000000000000000000e+00 -3.000000000000000000e+00 9.065637550401139944e-01 8.750679973579182924e-01 3.149575768219570193e-02 7.093363683185981428e-01 6.553894007858617199e-01 2.558706890478948393e-01
-7.500000000000000000e-01 -3.000000000000000000e+00 9.172269997348878601e-01 8.637036528810091429e-01 5.352334685387871716e-02 7.507889194608790007e-01 6.803256409068523247e-01 2.562024149803752149e-01
-5.000000000000000000e-01 -3.000000000000000000e+00 8.789213377030355989e-01 8.174496926416952025e-01 6.147164506134039641e-02 7.843990542352663464e-01 7.097586086209084488e-01 2.486689917917261350e-01
-2.500000000000000000e-01 -3.000000000000000000e+00 8.682979099428971281e-01 7.814243405474374793e-01 8.687356939545964885e-02 7.963363959610273435e-01 7.206320862296816676e-01 2.379262351011379728e-01
0.000000000000000000e+00 -3.000000000000000000e+00 8.390742118738494515e-01 7.814243405474391446e-01 5.764987132641030687e-02 8.003813164705620986e-01 7.235386194249096015e-01 2.314087939502273150e-01
2.500000000000000000e-01 -3.000000000000000000e+00 8.371331386118263662e-01 7.814243405474399218e-01 5.570879806438644444e-02 7.824208964346113238e-01 7.165243509661011201e-01 2.296006633543849762e-01
5.000000000000000000e-01 -3.000000000000000000e+00 9.143763027266263999e-01 8.683225207260241163e-01 4.605378200060228355e-02 6.990763277648031071e-01 6.535381233466304174e-01 2.418024791518864625e-01
7.500000000000000000e-01 -3.000000000000000000e+00 9.251754150504000185e-01 9.199652167337628583e-01 5.210198316637160154e-03 6.815387366233106592e-01 6.337597115674542536e-01 2.487813222818627268e-01
1.000000000000000000e+00 -3.000000000000000000e+00 9.723275639326030007e-01 9.836666101886343272e-01 -1.133904625603132654e-02 5.762210578185270604e-01 5.554770775491743029e-01 2.586560651445310999e-01
1.250000000000000000e+00 -3.000000000000000000e+00 9.585028588857751330e-01 9.976853211308690517e-01 -3.918246224509391862e-02 5.295743544183582063e-01 5.225560367213100132e-01 2.584612292084808027e-01
1.500000000000000000e+00 -3.000000000000000000e+00 9.632838829527017310e-01 9.976853211308690517e-01 -3.440143817816732064e-02 4.886191442875323365e-01 4.911858542625943125e-01 2.566221568695428723e-01
1.750000000000000000e+00 -3.000000000000000000e+00 9.613908954604162282e-01 9.994878688608481720e-01 -3.809697340043194380e-02 4.901196737008509108e-01 4.890983629976050628e-01 2.601108368641592006e-01
2.000000000000000000e+00 -3.000000000000000000e+00 9.626141225969473414e-01 9.964657545545685391e-01 -3.385163195762119770e-02 4.495703531762912375e-01 4.647057850524040634e-01 2.645524096372911527e-01
-2.000000000000000000e+00 -2.750000000000000000e+00 9.697063396175975569e-01 9.999919999679971472e-01 -3.028566035039959026e-02 5.102150838764305529e-01 5.054501713740403579e-01 2.862137960733791564e-01
-1.750000000000000000e+00 -2.750000000000000000e+00 9.692484550130519017e-01 9.871170143402447916e-01 -1.786855932719288997e-02 5.593189254724177939e-01 5.444722584323423709e-01 2.870669151800435692e-01
-1.500000000000000000e+00 -2.750000000000000000e+00 9.609289610355029598e-01 9.813949256033486224e-01 -2.046596456784566254e-02 6.197305927702838613e-01 5.777120401805719840e-01 2.976177863214996555e-01
-1.250000000000000000e+00 -2.750000000000000000e+00 9.033912082454281789e-01 9.165151389911703195e-01 -1.312393074574214058e-02 7.192411816771773214e-01 6.543614106999157132e-01 2.724781036304843584e-01
-1.000000000000000000e+00 -2.750000000000000000e+00 8.984261325654897545e-01 8.541662601625024109e-01 4.425987240298734360e-02 7.620305952868562382e-01 6.878694610525420972e-01 2.699019560825873798e-01
-7.500000000000000000e-01 -2.750000000000000000e+00 8.319017014933420828e-01 7.369016216565124067e-01 9.500007983682967616e-02 8.451783830577448420e-01 7.578811441208689326e-01 2.359642105615412655e-01
-5.000000000000000000e-01 -2.750000000000000000e+00 7.806787514340589595e-01 5.836574337742985730e-01 1.970213176597603866e-01 8.742315497803726521e-01 7.977092619113329564e-01 2.083280049696061009e-01
-2.500000000000000000e-01 -2.750000000000000000e+00 7.613638360653722792e-01 6.052966215005685102e-01 1.560672145648037690e-01 8.695533374575739050e-01 7.921962638744970420e-01 2.061497461539078813e-01
0.000000000000000000e+00 -2.750000000000000000e+00 7.980040578275281460e-01 6.307329070216620703e-01 1.672711508058660757e-01 8.643521416477655261e-01 7.920491874003573463e-01 2.071845061003356470e-01
2.500000000000000000e-01 -2.750000000000000000e+00 8.044929302551873107e-01 6.636987268331899781e-01 1.407942034219973326e-01 8.355422432873035321e-01 7.661293011878674841e-01 2.078919916943472446e-01
5.000000000000000000e-01 -2.750000000000000000e+00 8.793525625892287811e-01 8.029844332239559623e-01 7.636812936527281881e-02 7.717010360329292773e-01 7.044715763399619357e-01 2.414656292384954328e-01
7.500000000000000000e-01 -2.750000000000000000e+00 9.036649989828230423e-01 8.541662601625027440e-01 4.949873882032029826e-02 7.249183537273733435e-01 6.702243781708695503e-01 2.432542247129593771e-01
