# position velocity action_std action_loc_std action_std_diff action_mean_p_0 action_p_0_mean action_p_0_std
-2.000000000000000000e+00 -3.000000000000000000e+00 9.529651815102954115e-01 9.772696659571535882e-01 -2.430448444685817666e-02 5.890069123961851894e-01 5.656187883875216649e-01 2.780828352499104539e-01
-1.750000000000000000e+00 -3.000000000000000000e+00 9.285049407582302017e-01 9.329523031752520179e-01 -4.447362417021816228e-03 6.751415164588188134e-01 6.238294158384337651e-01 2.704306052747517120e-01
-1.500000000000000000e+00 -3.000000000000000000e+00 8.810632363787704868e-01 8.338441101309020942e-01 4.721912624786839263e-02 7.727890562417450981e-01 6.968354476575351342e-01 2.575517305500648058e-01
-1.250000000000000000e+00 -3.000000000000000000e+00 8.558785511124953338e-01 7.683749084919425654e-01 8.750364262055276843e-02 8.257184043804060014e-01 7.428977977942438082e-01 2.443271109032917887e-01
-1.000000000000000000e+00 -3.000000000000000000e+00 7.942223302368918159e-01 6.545716156388105000e-01 1.396507145980813158e-01 8.936490603563096435e-01 8.069806939141600521e-01 2.308228708204519697e-01
-7.500000000000000000e-01 -3.000000000000000000e+00 6.216052784718676394e-01 4.189701660023057994e-01 2.026351124695618400e-01 9.410539561367677885e-01 8.750715538921277625e-01 1.655277696549212196e-01
-5.000000000000000000e-01 -3.000000000000000000e+00 5.665192704635767518e-01 4.011782646156209498e-01 1.653410058479558020e-01 9.552290604329256585e-01 9.010119565641723227e-01 1.494754314712808674e-01
-2.500000000000000000e-01 -3.000000000000000000e+00 5.374517142203295572e-01 2.659022376739246796e-01 2.715494765464048776e-01 9.589070300883474340e-01 9.131881272402049277e-01 1.211613980424137843e-01
0.000000000000000000e+00 -3.000000000000000000e+00 6.152214864014897699e-01 4.011782646156211163e-01 2.140432217858686537e-01 9.522938954929112132e-01 8.991420643678973423e-01 1.447593871684738631e-01
2.500000000000000000e-01 -3.000000000000000000e+00 6.582215311580678074e-01 3.624582734605458212e-01 2.957632576975219862e-01 9.340872751919958583e-01 8.738352869147401059e-01 1.576725934248252858e-01
5.000000000000000000e-01 -3.000000000000000000e+00 7.506577379150075613e-01 5.665897987080252829e-01 1.840679392069822784e-01 8.829107229644286292e-01 8.147266929929217749e-01 1.915739198334225901e-01
7.500000000000000000e-01 -3.000000000000000000e+00 7.758200006724722542e-01 6.207608235061253810e-01 1.550591771663468732e-01 8.483295466960490971e-01 7.823491560507338516e-01 1.982727595506781348e-01
1.000000000000000000e+00 -3.000000000000000000e+00 8.838108795754621161e-01 8.257747876994075975e-01 5.803609187605451858e-02 7.472797614655017906e-01 6.869311825350037370e-01 2.374516283346849999e-01
1.250000000000000000e+00 -3.000000000000000000e+00 9.350715711339073755e-01 9.551879396223552643e-01 -2.011636848844788883e-02 6.395789923496429941e-01 6.043876649280949254e-01 2.586219194159146140e-01
1.500000000000000000e+00 -3.000000000000000000e+00 9.621979303803132044e-01 9.922822179198832471e-01 -3.008428753957004265e-02 5.516979963646966301e-01 5.381678970582675081e-01 2.678358296837969332e-01
1.750000000000000000e+00 -3.000000000000000000e+00 9.641598009377504441e-01 9.999919999679971472e-01 -3.583219903024670305e-02 4.939564365512933986e-01 4.941111118879104591e-01 2.657205163484796517e-01
2.000000000000000000e+00 -3.000000000000000000e+00 9.654422843129341070e-01 9.917741678426552632e-01 -2.633188352972115620e-02 4.545821259815456261e-01 4.690092497647993519e-01 2.759046476638583045e-01
-2.000000000000000000e+00 -2.750000000000000000e+00 9.589322956352961391e-01 9.677272342969384100e-01 -8.794938661642270894e-03 6.341340829464418016e-01 5.933204744748291626e-01 2.776988870874005921e-01
-1.750000000000000000e+00 -2.750000000000000000e+00 9.162505041003036199e-01 9.018736053350304704e-01 1.437689876527314947e-02 7.235062734010012653e-01 6.585902325642237765e-01 2.740233061622381339e-01
-1.500000000000000000e+00 -2.750000000000000000e+00 8.393755212358071649e-01 7.749683864519897325e-01 6.440713478381743240e-02 8.249014120042379439e-01 7.376980180640804186e-01 2.574292543566599201e-01
-1.250000000000000000e+00 -2.750000000000000000e+00 7.695766280840143914e-01 6.000000000000001998e-01 1.695766280840141915e-01 8.943977359268339145e-01 8.155108196644155205e-01 2.146879357599856264e-01
-1.000000000000000000e+00 -2.750000000000000000e+00 5.974253004468347283e-01 4.823111029200992106e-01 1.151141975267355178e-01 9.564385606989944666e-01 8.895303707860712228e-01 1.721025820055454292e-01
-7.500000000000000000e-01 -2.750000000000000000e+00 5.090206987208873990e-01 3.519999999999995910e-01 1.570206987208878080e-01 9.742501696825632829e-01 9.237251163065017812e-01 1.364565569681141510e-01
-5.000000000000000000e-01 -2.750000000000000000e+00 4.572899799880910110e-01 3.519999999999994800e-01 1.052899799880915310e-01 9.773295602573349727e-01 9.315955570975992250e-01 1.329779582282660522e-01
-2.500000000000000000e-01 -2.750000000000000000e+00 4.353841877177506148e-01 2.349808502835918356e-01 2.004033374341587792e-01 9.797283881039270392e-01 9.448354305857665780e-01 1.051950605110977821e-01
0.000000000000000000e+00 -2.750000000000000000e+00 4.409776457544013484e-01 1.989974874213248646e-01 2.419801583330764838e-01 9.793616306045767050e-01 9.487108898791111189e-01 9.551494264074605889e-02
2.500000000000000000e-01 -2.750000000000000000e+00 5.069671257247901908e-01 3.411744421846378827e-01 1.657926835401523080e-01 9.631451589983003325e-01 9.170588918599265060e-01 1.343011574644502604e-01
5.000000000000000000e-01 -2.750000000000000000e+00 6.313734341099032088e-01 4.101901997854178750e-01 2.211832343244853338e-01 9.356116292021290359e-01 8.780904648377969579e-01 1.573667813169736251e-01
7.500000000000000000e-01 -2.750000000000000000e+00 7.408144959153488696e-01 5.723635208501650640e-01 1.684509750651838056e-01 8.801106884395027974e-01 8.130331362912148752e-01 1.983011255574915477e-01
