# position velocity action_std action_loc_std action_std_diff action_mean_p_0 action_p_0_mean action_p_0_std
-2.000000000000000000e+00 -3.000000000000000000e+00 7.324990225544761868e-01 6.207608235061256030e-01 1.117381990483505838e-01 8.956335023727260980e-01 8.103774668996261976e-01 2.065330955173782235e-01
-1.750000000000000000e+00 -3.000000000000000000e+00 5.753750531314316685e-01 4.011782646156212273e-01 1.741967885158104412e-01 9.507813771045628970e-01 8.873730662150861592e-01 1.492121891487199759e-01
-1.500000000000000000e+00 -3.000000000000000000e+00 4.514292020793649329e-01 3.299454500368191323e-01 1.214837520425458006e-01 9.768961458589547897e-01 9.327191859904653271e-01 1.248329302405578739e-01
-1.250000000000000000e+00 -3.000000000000000000e+00 3.646337811431880072e-01 1.989974874213238099e-01 1.656362937218641973e-01 9.923193121656336269e-01 9.680304562057847617e-01 8.979467329289428368e-02
-1.000000000000000000e+00 -3.000000000000000000e+00 2.534178247266258288e-01 8.935323161475471065e-02 1.640645931118711043e-01 9.968057452978689170e-01 9.861080018446664042e-01 4.575283129600998117e-02
-7.500000000000000000e-01 -3.000000000000000000e+00 2.507184495044097461e-01 0.000000000000000000e+00 2.507184495044097461e-01 9.973989994720239283e-01 9.875618312968050816e-01 4.296318649885889213e-02
-5.000000000000000000e-01 -3.000000000000000000e+00 1.997804429097647660e-01 8.935323161475473841e-02 1.104272112950100276e-01 9.986766650298579684e-01 9.915090438193611133e-01 4.600466117755028922e-02
-2.500000000000000000e-01 -3.000000000000000000e+00 1.650285358985667528e-01 0.000000000000000000e+00 1.650285358985667528e-01 9.984335117399989468e-01 9.938906299987309012e-01 2.277087379739698228e-02
0.000000000000000000e+00 -3.000000000000000000e+00 1.998623799696503944e-01 8.935323161475472453e-02 1.105091483548956699e-01 9.974959397747196199e-01 9.875188950141559063e-01 4.937679393456204796e-02
2.500000000000000000e-01 -3.000000000000000000e+00 2.333988460646318763e-01 0.000000000000000000e+00 2.333988460646318763e-01 9.960620799182475782e-01 9.864768136017645350e-01 3.836236571646203103e-02
5.000000000000000000e-01 -3.000000000000000000e+00 2.872949289582448218e-01 0.000000000000000000e+00 2.872949289582448218e-01 9.896825179582484644e-01 9.737007335439346045e-01 4.668004117338634545e-02
7.500000000000000000e-01 -3.000000000000000000e+00 4.653324931830150613e-01 2.800000000000011924e-01 1.853324931830138689e-01 9.680241774585214287e-01 9.230097715793844637e-01 1.151685454604055026e-01
1.000000000000000000e+00 -3.000000000000000000e+00 7.307066251386430400e-01 5.547756303227437957e-01 1.759309948158992443e-01 9.194500638982916474e-01 8.390996177793276223e-01 1.951335091300979152e-01
1.250000000000000000e+00 -3.000000000000000000e+00 8.306322980364937436e-01 8.000000000000022649e-01 3.063229803649147875e-02 8.130172741477628140e-01 7.244632277836896561e-01 2.468059281380299286e-01
1.500000000000000000e+00 -3.000000000000000000e+00 9.212107853873126029e-01 9.418619856433345650e-01 -2.065120025602196208e-02 6.831703882032938990e-01 6.253053141527504799e-01 2.824727281385844835e-01
1.750000000000000000e+00 -3.000000000000000000e+00 9.589292181943993576e-01 9.993517899118461445e-01 -4.042257171744678690e-02 5.162192758828699768e-01 5.143045559279929568e-01 2.963905557323793238e-01
2.000000000000000000e+00 -3.000000000000000000e+00 9.551262538194333906e-01 9.941508939793781696e-01 -3.902464015994477897e-02 4.140217033901542054e-01 4.476227565838406530e-01 2.874052932553666784e-01
-2.000000000000000000e+00 -2.750000000000000000e+00 7.510599202634834493e-01 5.607280981010314136e-01 1.903318221624520357e-01 9.065060082377641715e-01 8.308184217366021418e-01 1.892172342889252568e-01
-1.750000000000000000e+00 -2.750000000000000000e+00 5.094458882855816828e-01 3.519999999999978146e-01 1.574458882855838682e-01 9.642186560013280561e-01 9.067726194073072454e-01 1.449396750047996230e-01
