# position velocity action_std action_loc_std action_std_diff action_mean_p_0 action_p_0_mean action_p_0_std
-2.000000000000000000e+00 -3.000000000000000000e+00 7.174853929861513269e-01 5.891824844647026715e-01 1.283029085214486553e-01 9.091318806562206367e-01 8.243491638037513392e-01 2.159696817004904679e-01
-1.750000000000000000e+00 -3.000000000000000000e+00 5.679010419233836426e-01 4.275324549083943659e-01 1.403685870149892767e-01 9.603832248643011660e-01 8.982418669777402220e-01 1.543642663454501407e-01
-1.500000000000000000e+00 -3.000000000000000000e+00 4.488349749808066558e-01 2.509501942617298753e-01 1.978847807190767805e-01 9.834460325883920273e-01 9.459715074308697735e-01 1.167764040428359990e-01
-1.250000000000000000e+00 -3.000000000000000000e+00 3.378592817531697601e-01 1.262378707044761184e-01 2.116214110486936417e-01 9.938449748550309826e-01 9.769292700192077072e-01 6.162342360874045050e-02
-1.000000000000000000e+00 -3.000000000000000000e+00 1.454687026509356162e-01 0.000000000000000000e+00 1.454687026509356162e-01 9.970085719512714606e-01 9.900044156094381931e-01 2.779479878612068147e-02
-7.500000000000000000e-01 -3.000000000000000000e+00 1.386813857367872327e-01 0.000000000000000000e+00 1.386813857367872327e-01 9.986040660056936247e-01 9.946249133880210591e-01 2.499729845444014636e-02
-5.000000000000000000e-01 -3.000000000000000000e+00 1.601126652349053325e-01 8.935323161475471065e-02 7.075943362015062188e-02 9.987960521452922125e-01 9.923595988037352544e-01 4.035808507337950574e-02
-2.500000000000000000e-01 -3.000000000000000000e+00 1.553618590181574111e-01 0.000000000000000000e+00 1.553618590181574111e-01 9.987934531279296646e-01 9.919372791500042918e-01 3.789625142743931197e-02
0.000000000000000000e+00 -3.000000000000000000e+00 1.718546016310421032e-01 0.000000000000000000e+00 1.718546016310421032e-01 9.983405636397608696e-01 9.929318816833876404e-01 3.120132210439112777e-02
2.500000000000000000e-01 -3.000000000000000000e+00 2.161459654254306861e-01 8.935323161475478004e-02 1.267927338106759061e-01 9.961663737031115629e-01 9.845913055983133155e-01 4.825726431762648871e-02
5.000000000000000000e-01 -3.000000000000000000e+00 3.801008522745696894e-01 1.781684596105611029e-01 2.019323926640085864e-01 9.906693085784447073e-01 9.689327394304814156e-01 7.998587629771072849e-02
7.500000000000000000e-01 -3.000000000000000000e+00 4.922341683977095039e-01 3.060980235153443196e-01 1.861361448823651843e-01 9.765825449456274621e-01 9.349166724429518460e-01 1.153280013023731676e-01
1.000000000000000000e+00 -3.000000000000000000e+00 6.342463104770411642e-01 4.520353968440957715e-01 1.822109136329453927e-01 9.417811165624009329e-01 8.749839281724746121e-01 1.681557852486555427e-01
1.250000000000000000e+00 -3.000000000000000000e+00 8.475006903621759013e-01 7.616403350663626393e-01 8.586035529581326209e-02 8.568673261681177822e-01 7.548577516705848867e-01 2.506560182281107885e-01
1.500000000000000000e+00 -3.000000000000000000e+00 9.293861523093999155e-01 9.266196630764990116e-01 2.766489232900903872e-03 7.169123434265123329e-01 6.434225830089833620e-01 2.802714773386814073e-01
1.750000000000000000e+00 -3.000000000000000000e+00 9.687644549702212338e-01 9.932492134404102835e-01 -2.448475847018904972e-02 5.686766038306456661e-01 5.424621880609902247e-01 2.925389325414994857e-01
2.000000000000000000e+00 -3.000000000000000000e+00 9.673166400683385069e-01 1.000000000000000000e+00 -3.268335993166149311e-02 4.901663113498584967e-01 4.950305555421591341e-01 3.128198257320289333e-01
-2.000000000000000000e+00 -2.750000000000000000e+00 6.476713601876482596e-01 5.235417843878396038e-01 1.241295757998086557e-01 9.247286418161893007e-01 8.464946848094762055e-01 1.874629997271347048e-01
-1.750000000000000000e+00 -2.750000000000000000e+00 4.863407456275769536e-01 2.933666647729429866e-01 1.929740808546339670e-01 9.747634446665632835e-01 9.297778263988698555e-01 1.150607506858148665e-01
-1.500000000000000000e+00 -2.750000000000000000e+00 4.366830168665861156e-01 2.509501942617307080e-01 1.857328226048554076e-01 9.899918963558445029e-01 9.572888726873991505e-01 1.073359237589573273e-01
-1.250000000000000000e+00 -2.750000000000000000e+00 3.133245184496216140e-01 0.000000000000000000e+00 3.133245184496216140e-01 9.965461725650084368e-01 9.877143619277651831e-01 3.211816110357761794e-02
-1.000000000000000000e+00 -2.750000000000000000e+00 1.270016362036499591e-01 0.000000000000000000e+00 1.270016362036499591e-01 9.987115354829831926e-01 9.928194139539654461e-01 2.613171797208415498e-02
-7.500000000000000000e-01 -2.750000000000000000e+00 8.551687182032072015e-04 0.000000000000000000e+00 8.551687182032072015e-04 9.993669706640171402e-01 9.964970221586453292e-01 1.638125682692950086e-02
-5.000000000000000000e-01 -2.750000000000000000e+00 4.769918256395110599e-03 0.000000000000000000e+00 4.769918256395110599e-03 9.995458481231130898e-01 9.978251207678513479e-01 8.046665658240831354e-03
-2.500000000000000000e-01 -2.750000000000000000e+00 5.369172670866183099e-03 0.000000000000000000e+00 5.369172670866183099e-03 9.995178757857710039e-01 9.984526175544647941e-01 4.646538101317025486e-03
0.000000000000000000e+00 -2.750000000000000000e+00 9.502022789847938689e-02 0.000000000000000000e+00 9.502022789847938689e-02 9.992725089755100099e-01 9.970450406233439811e-01 1.241053108273294098e-02
2.500000000000000000e-01 -2.750000000000000000e+00 1.757791833320457575e-01 8.935323161475478004e-02 8.642595171729097747e-02 9.985198666077184093e-01 9.935812009197705352e-01 3.153434754312723493e-02
5.000000000000000000e-01 -2.750000000000000000e+00 1.519744038673245534e-01 0.000000000000000000e+00 1.519744038673245534e-01 9.952803233115483650e-01 9.861336671057725489e-01 2.798002778973407087e-02
7.500000000000000000e-01 -2.750000000000000000e+00 4.280363807848911462e-01 1.262378707044762571e-01 3.017985100804149168e-01 9.845176113293309106e-01 9.556518838070791055e-01 8.018307498719449977e-02
1.000000000000000000e+00 -2.750000000000000000e+00 6.239370691058152563e-01 4.275324549083949766e-01 1.964046141974202797e-01 9.532198017458242134e-01 8.885821196072944961e-01 1.604947431888064380e-01
