# position velocity action_std action_loc_std action_std_diff action_mean_p_0 action_p_0_mean action_p_0_std
-2.000000000000000000e+00 -3.000000000000000000e+00 9.330841198094133038e-01 9.093646133427443212e-01 2.371950646666898255e-02 6.941418199313943438e-01 6.396872006320005744e-01 2.588199311023688387e-01
-1.750000000000000000e+00 -3.000000000000000000e+00 8.304300890899428689e-01 8.202536193153910915e-01 1.017646977455177737e-02 8.090509564826482425e-01 7.277889618583055498e-01 2.553949915363303846e-01
-1.500000000000000000e+00 -3.000000000000000000e+00 7.783007280513497550e-01 6.156752390668285280e-01 1.626254889845212270e-01 8.856058898406627966e-01 8.032822196692336325e-01 2.126482275024156043e-01
-1.250000000000000000e+00 -3.000000000000000000e+00 6.943134895004809959e-01 4.440540507640952650e-01 2.502594387363857309e-01 9.465036642613748885e-01 8.783036114407966055e-01 1.629842363642765579e-01
-1.000000000000000000e+00 -3.000000000000000000e+00 5.116264745233660705e-01 3.299454500368201870e-01 1.816810244865458834e-01 9.768775439944180627e-01 9.295114973988970464e-01 1.324579902627322225e-01
-7.500000000000000000e-01 -3.000000000000000000e+00 4.327426385815926757e-01 2.800000000000008038e-01 1.527426385815918719e-01 9.862667074898736619e-01 9.530598451605053478e-01 1.083967968576930868e-01
-5.000000000000000000e-01 -3.000000000000000000e+00 3.790941263737627187e-01 2.177705214210578777e-01 1.613236049527048410e-01 9.883204661193516483e-01 9.609010156358285260e-01 9.592881436304294407e-02
-2.500000000000000000e-01 -3.000000000000000000e+00 3.431080095716281808e-01 1.781684596105609364e-01 1.649395499610672444e-01 9.906203454519715290e-01 9.673369361324279936e-01 8.564342795698155764e-02
0.000000000000000000e+00 -3.000000000000000000e+00 4.480754503198657868e-01 3.060980235153452633e-01 1.419774268045205234e-01 9.844219887267969815e-01 9.404075247571516138e-01 1.374761914457887646e-01
2.500000000000000000e-01 -3.000000000000000000e+00 3.936656798412306868e-01 3.182703253525231979e-01 7.539535448870748890e-02 9.766373577526481498e-01 9.373763791890343811e-01 1.188336760552915344e-01
5.000000000000000000e-01 -3.000000000000000000e+00 6.290393757895530458e-01 3.624582734605464873e-01 2.665811023290065584e-01 9.532129700940575878e-01 8.979145181652402607e-01 1.443161288829483968e-01
7.500000000000000000e-01 -3.000000000000000000e+00 7.281217132119051083e-01 5.034918072819052348e-01 2.246299059299998735e-01 9.027727652999383290e-01 8.350623638458232190e-01 1.797118723825328057e-01
1.000000000000000000e+00 -3.000000000000000000e+00 8.356380272783749952e-01 7.141428428542859752e-01 1.214951844240890200e-01 8.242158821563527749e-01 7.480260295964427097e-01 2.286089041920537357e-01
1.250000000000000000e+00 -3.000000000000000000e+00 9.130403402296439763e-01 8.660254037844385966e-01 4.701493644520537973e-02 7.266299832786928814e-01 6.668490800648226857e-01 2.607912671885290745e-01
