# position velocity action_std action_loc_std action_std_diff action_mean_p_0 action_p_0_mean action_p_0_std
-2.000000000000000000e+00 -3.000000000000000000e+00 7.472577781295943744e-01 6.591631057636679891e-01 8.809467236592638528e-02 8.837877078318052693e-01 7.955728850310480604e-01 2.229091037330492853e-01
-1.750000000000000000e+00 -3.000000000000000000e+00 5.807346597630127505e-01 4.358898943540686632e-01 1.448447654089440872e-01 9.502534894653792419e-01 8.840152538597558785e-01 1.679380448810912918e-01
-1.500000000000000000e+00 -3.000000000000000000e+00 3.890887415484451939e-01 2.509501942617307635e-01 1.381385472867144304e-01 9.806413175596834231e-01 9.447705353606798973e-01 9.940189249488125267e-02
-1.250000000000000000e+00 -3.000000000000000000e+00 3.292697739585045413e-01 2.349808502835914747e-01 9.428892367491306659e-02 9.914876621961263847e-01 9.647482409090041289e-01 8.867659625830284775e-02
-1.000000000000000000e+00 -3.000000000000000000e+00 1.499184927869822992e-01 0.000000000000000000e+00 1.499184927869822992e-01 9.965029188559700879e-01 9.866969909451531739e-01 3.469307826612960666e-02
-7.500000000000000000e-01 -3.000000000000000000e+00 1.774366574856292289e-01 8.935323161475478004e-02 8.808342587087444886e-02 9.982268880484005402e-01 9.922136913356870425e-01 3.995620393778365892e-02
-5.000000000000000000e-01 -3.000000000000000000e+00 1.903896410097520309e-01 8.935323161475475229e-02 1.010364093949972786e-01 9.984396635598137282e-01 9.878789474864143605e-01 5.027410027321448788e-02
-2.500000000000000000e-01 -3.000000000000000000e+00 1.772699763782644988e-01 0.000000000000000000e+00 1.772699763782644988e-01 9.986713150254293847e-01 9.948313874597862760e-01 1.681862474679804778e-02
0.000000000000000000e+00 -3.000000000000000000e+00 1.984562578655873488e-01 8.935323161475475229e-02 1.091030262508325965e-01 9.976819808368778686e-01 9.904447043025018660e-01 3.987286980710996742e-02
2.500000000000000000e-01 -3.000000000000000000e+00 2.287730206664501664e-01 0.000000000000000000e+00 2.287730206664501664e-01 9.959170822197698225e-01 9.864901670139504253e-01 3.124123936838519786e-02
5.000000000000000000e-01 -3.000000000000000000e+00 3.484540615886633219e-01 1.544538766104624761e-01 1.940001849782008458e-01 9.901533209748544229e-01 9.692064677897015423e-01 7.336907508158541091e-02
7.500000000000000000e-01 -3.000000000000000000e+00 4.358300850666279591e-01 1.781684596105612972e-01 2.576616254560666341e-01 9.739135686037534434e-01 9.400104046208717090e-01 9.216941363855232772e-02
1.000000000000000000e+00 -3.000000000000000000e+00 6.515452407165608362e-01 4.275324549083953096e-01 2.240127858081655265e-01 9.313988890895003037e-01 8.636222139306499734e-01 1.664346017006547440e-01
1.250000000000000000e+00 -3.000000000000000000e+00 8.366580261662869278e-01 6.813046308370411808e-01 1.553533953292457470e-01 8.336729570341345763e-01 7.569682478027511818e-01 2.223842366823531314e-01
1.500000000000000000e+00 -3.000000000000000000e+00 9.377189590709243960e-01 9.564183185196718506e-01 -1.869935944874745459e-02 6.448460591020868105e-01 5.970991162122392115e-01 2.810791276114335546e-01
1.750000000000000000e+00 -3.000000000000000000e+00 9.651779313594760490e-01 9.997119585160565425e-01 -3.453402715658049349e-02 5.294237499039800010e-01 5.171394980801763408e-01 2.990704189793798040e-01
2.000000000000000000e+00 -3.000000000000000000e+00 9.685350908484418042e-01 9.917741678426552632e-01 -2.323907699421345896e-02 4.107012247352732626e-01 4.433982237124074466e-01 2.901777867385124665e-01
-2.000000000000000000e+00 -2.750000000000000000e+00 7.098131927526841745e-01 6.052966215005680661e-01 1.045165712521161083e-01 9.120525895827227281e-01 8.273391738265469808e-01 2.159603305431395670e-01
-1.750000000000000000e+00 -2.750000000000000000e+00 4.853154650249458801e-01 3.060980235153443751e-01 1.792174415096015050e-01 9.646901998180564819e-01 9.086518967206492770e-01 1.326178266203578426e-01
-1.500000000000000000e+00 -2.750000000000000000e+00 3.969535910434768833e-01 2.349808502835919743e-01 1.619727407598849089e-01 9.866265177273897402e-01 9.553847109558553097e-01 9.550114923055985638e-02
-1.250000000000000000e+00 -2.750000000000000000e+00 2.714209944791455831e-01 1.262378707044760628e-01 1.451831237746695202e-01 9.957373546957543065e-01 9.833707738095361917e-01 5.010933444721258484e-02
-1.000000000000000000e+00 -2.750000000000000000e+00 2.132363333991524612e-01 0.000000000000000000e+00 2.132363333991524612e-01 9.980799927074407440e-01 9.911628586922783812e-01 2.998806094006231659e-02
-7.500000000000000000e-01 -2.750000000000000000e+00 1.237019956204852694e-01 0.000000000000000000e+00 1.237019956204852694e-01 9.991916641974555313e-01 9.950619751544895752e-01 2.322987020185099394e-02
-5.000000000000000000e-01 -2.750000000000000000e+00 1.494610119255637692e-01 0.000000000000000000e+00 1.494610119255637692e-01 9.994725837096400944e-01 9.974022752456058738e-01 1.001911802482904380e-02
-2.500000000000000000e-01 -2.750000000000000000e+00 1.039386508113017415e-01 0.000000000000000000e+00 1.039386508113017415e-01 9.994208792220313775e-01 9.965071725162325533e-01 1.935548290713971081e-02
0.000000000000000000e+00 -2.750000000000000000e+00 1.878674817177914957e-01 0.000000000000000000e+00 1.878674817177914957e-01 9.990431952899881951e-01 9.951633127745601604e-01 2.396576414204692335e-02
2.500000000000000000e-01 -2.750000000000000000e+00 1.271479105258280506e-01 8.935323161475475229e-02 3.779467891107329836e-02 9.981288267142069959e-01 9.932286878752152326e-01 2.640916777529135270e-02
5.000000000000000000e-01 -2.750000000000000000e+00 2.790070419425306758e-01 8.935323161475475229e-02 1.896538103277759235e-01 9.941347483182677580e-01 9.807042666348986248e-01 5.281647217060436716e-02
7.500000000000000000e-01 -2.750000000000000000e+00 4.336664606650575404e-01 1.781684596105612972e-01 2.554980010544962710e-01 9.821601115547713423e-01 9.525461320440766766e-01 8.859324879993706048e-02
1.000000000000000000e+00 -2.750000000000000000e+00 6.178003280822542687e-01 4.011782646156198395e-01 2.166220634666344291e-01 9.410843105292313604e-01 8.808419792412821581e-01 1.511671361486006671e-01
1.250000000000000000e+00 -2.750000000000000000e+00 8.640317066322683592e-01 7.477325725150684166e-01 1.162991341171999427e-01 8.443446753071934818e-01 7.539289531270230160e-01 2.401025788115372928e-01
1.500000000000000000e+00 -2.750000000000000000e+00 9.193644135639793546e-01 9.165151389911699864e-01 2.849274572809368244e-03 7.190113222502210188e-01 6.461718807199062775e-01 2.744290352328278004e-01
1.750000000000000000e+00 -2.750000000000000000e+00 9.680757251839157140e-01 9.998719918069519652e-01 -3.179626662303625118e-02 5.154002122996192981e-01 5.073785605812601851e-01 2.957369007848550946e-01
2.000000000000000000e+00 -2.750000000000000000e+00 9.511319162613408595e-01 9.645226798784980460e-01 -1.339076361715718644e-02 3.679396822916325416e-01 4.101407525601571957e-01 2.849888338535653820e-01
-2.000000000000000000e+00 -2.500000000000000000e+00 6.789277683616234960e-01 4.189701660023050778e-01 2.599576023593184182e-01 9.406647181288222415e-01 8.735112306886121392e-01 1.580396668469154775e-01
-1.750000000000000000e+00 -2.500000000000000000e+00 4.580799816362475796e-01 2.659022376739241800e-01 1.921777439623233996e-01 9.776174140990551154e-01 9.368802534535717319e-01 1.137240724689332627e-01
-1.500000000000000000e+00 -2.500000000000000000e+00 3.107411359239596327e-01 1.781684596105611307e-01 1.325726763133985020e-01 9.931082243098647844e-01 9.735389179857517616e-01 7.457451640581447272e-02
-1.250000000000000000e+00 -2.500000000000000000e+00 1.398001240302390313e-01 0.000000000000000000e+00 1.398001240302390313e-01 9.974480941176844251e-01 9.893773399830129156e-01 3.638384129226287372e-02
-1.000000000000000000e+00 -2.500000000000000000e+00 2.467476017788741982e-01 1.262378707044762016e-01 1.205097310743979966e-01 9.992158749424027153e-01 9.906537370776520302e-01 6.406170931393628809e-02
-7.500000000000000000e-01 -2.500000000000000000e+00 4.080531369858741812e-03 0.000000000000000000e+00 4.080531369858741812e-03 9.996516198786122853e-01 9.973898657293618353e-01 1.063201703270716218e-02
-5.000000000000000000e-01 -2.500000000000000000e+00 5.207975614893710923e-04 0.000000000000000000e+00 5.207975614893710923e-04 9.997560955571700436e-01 9.984051174195371914e-01 1.081499554972370492e-02
-2.500000000000000000e-01 -2.500000000000000000e+00 8.936357677322165349e-02 0.000000000000000000e+00 8.936357677322165349e-02 9.997425258983334562e-01 9.986231243422962756e-01 6.150169160458509796e-03
0.000000000000000000e+00 -2.500000000000000000e+00 1.485954020368672295e-02 0.000000000000000000e+00 1.485954020368672295e-02 9.995424205754961378e-01 9.969600545674043302e-01 1.717470395700311861e-02
2.500000000000000000e-01 -2.500000000000000000e+00 1.543907437961157258e-01 0.000000000000000000e+00 1.543907437961157258e-01 9.989556204772673809e-01 9.954342126929849321e-01 2.558704177818296732e-02
5.000000000000000000e-01 -2.500000000000000000e+00 2.404267785507700483e-01 0.000000000000000000e+00 2.404267785507700483e-01 9.963213517386374507e-01 9.897840990800913508e-01 2.058490470219713833e-02
7.500000000000000000e-01 -2.500000000000000000e+00 3.493797939811107978e-01 8.935323161475472453e-02 2.600265623663560732e-01 9.856581717075603155e-01 9.607815963325151420e-01 7.307794541555870382e-02
1.000000000000000000e+00 -2.500000000000000000e+00 5.259580449211685993e-01 2.659022376739248461e-01 2.600558072472437532e-01 9.569205070341493258e-01 9.116833491597541306e-01 1.115810208298451262e-01
1.250000000000000000e+00 -2.500000000000000000e+00 7.941717324916460763e-01 6.939740629158955842e-01 1.001976695757504920e-01 8.506711809671614333e-01 7.653545464066797699e-01 2.227167619091091622e-01
1.500000000000000000e+00 -2.500000000000000000e+00 9.341588043266249031e-01 9.389696480717587557e-01 -4.810843745133852600e-03 6.910995593558222350e-01 6.299379329681362716e-01 2.815093291362128491e-01
1.750000000000000000e+00 -2.500000000000000000e+00 9.648827667929690266e-01 9.994878688608481720e-01 -3.460510206787914544e-02 4.816019800695316988e-01 4.893299488929266361e-01 2.945713394773078475e-01
2.000000000000000000e+00 -2.500000000000000000e+00 9.415738711429980645e-01 9.564183185196718506e-01 -1.484444737667378611e-02 3.642251158638476483e-01 4.078019615558864941e-01 2.846336091789206657e-01
-2.000000000000000000e+00 -2.250000000000000000e+00 5.840804161443614584e-01 3.519999999999980922e-01 2.320804161443633662e-01 9.524820090209989987e-01 8.930476395453187388e-01 1.493301537096260456e-01
-1.750000000000000000e+00 -2.250000000000000000e+00 4.540037104157316206e-01 1.989974874213240597e-01 2.550062229944075609e-01 9.836357337702610337e-01 9.528528046196613754e-01 8.616303730143608230e-02
-1.500000000000000000e+00 -2.250000000000000000e+00 2.793355540392509218e-01 1.262378707044762016e-01 1.530976833347747201e-01 9.953955737175925744e-01 9.821272580932542962e-01 5.079367283166797559e-02
