# position velocity action_std action_loc_std action_std_diff action_mean_p_0 action_p_0_mean action_p_0_std
-2.000000000000000000e+00 -3.000000000000000000e+00 8.446572514294391487e-01 7.218974996493623397e-01 1.227597517800768090e-01 8.338725005908025345e-01 7.519649992216175249e-01 2.363025933445727644e-01
-1.750000000000000000e+00 -3.000000000000000000e+00 7.397804333599413695e-01 5.547756303227436847e-01 1.850048030371976848e-01 9.024228572755124134e-01 8.228776748374032612e-01 2.029221457934124173e-01
-1.500000000000000000e+00 -3.000000000000000000e+00 5.924176027866550065e-01 4.101901997854178195e-01 1.822274030012371870e-01 9.538985561664772295e-01 8.947214153374506429e-01 1.584905496924266799e-01
-1.250000000000000000e+00 -3.000000000000000000e+00 3.805821404333796787e-01 2.933666647729429866e-01 8.721547566043669208e-02 9.791479351138223652e-01 9.403258117152635265e-01 1.168175480099215013e-01
-1.000000000000000000e+00 -3.000000000000000000e+00 4.159685322255028406e-01 2.177705214210575169e-01 1.981980108044453237e-01 9.889190263251782520e-01 9.578182831574306721e-01 1.018443701247935262e-01
-7.500000000000000000e-01 -3.000000000000000000e+00 2.303964838294600692e-01 1.544538766104631144e-01 7.594260721899695477e-02 9.944747163773999254e-01 9.765142702203596370e-01 7.217423722465439451e-02
-5.000000000000000000e-01 -3.000000000000000000e+00 3.381148363085182962e-01 1.262378707044762016e-01 2.118769656040420946e-01 9.957593848239950640e-01 9.807103199594627840e-01 6.330696609806168995e-02
-2.500000000000000000e-01 -3.000000000000000000e+00 2.930732867065997671e-01 1.262378707044761184e-01 1.668354160021236487e-01 9.948997223667349621e-01 9.752482419689429971e-01 7.513520991140114347e-02
0.000000000000000000e+00 -3.000000000000000000e+00 3.890574473213098128e-01 1.544538766104634753e-01 2.346035707108463375e-01 9.940350054333565444e-01 9.734387353858465763e-01 7.353146537997891363e-02
2.500000000000000000e-01 -3.000000000000000000e+00 3.615726013655052307e-01 1.989974874213250033e-01 1.625751139441802273e-01 9.893338322157576581e-01 9.661305804992498247e-01 8.788572128602913092e-02
5.000000000000000000e-01 -3.000000000000000000e+00 4.839771158593824674e-01 2.659022376739250126e-01 2.180748781854574547e-01 9.755898975243352256e-01 9.401943186153263188e-01 1.153944932318218264e-01
7.500000000000000000e-01 -3.000000000000000000e+00 6.245870494748421153e-01 3.725801927102404543e-01 2.520068567646016611e-01 9.455081461830076028e-01 8.896884283482556777e-01 1.441644136333491422e-01
1.000000000000000000e+00 -3.000000000000000000e+00 7.750476397789664018e-01 6.356225294937252190e-01 1.394251102852411828e-01 8.775233813017675466e-01 8.003201469737207807e-01 2.121050610121866520e-01
1.250000000000000000e+00 -3.000000000000000000e+00 8.982583724089373556e-01 8.257747876994065983e-01 7.248358470953075727e-02 7.709320986114455154e-01 6.971281230187746925e-01 2.414455059081314914e-01
1.500000000000000000e+00 -3.000000000000000000e+00 9.662259401260512304e-01 9.781288258711166028e-01 -1.190288574506537245e-02 6.052047064574801460e-01 5.692395192607017096e-01 2.853554005042678865e-01
1.750000000000000000e+00 -3.000000000000000000e+00 9.668207068638692281e-01 9.895776877031930985e-01 -2.275698083932387039e-02 4.559837470334244802e-01 4.684524867073897036e-01 2.736966041838119201e-01
2.000000000000000000e+00 -3.000000000000000000e+00 9.515069664660943394e-01 9.806038955663962664e-01 -2.909692910030192703e-02 4.097694609321578807e-01 4.340704111645848351e-01 2.875792533907924886e-01
-2.000000000000000000e+00 -2.750000000000000000e+00 8.041317902900012582e-01 6.939740629158961394e-01 1.101577273741051188e-01 8.533848284023980435e-01 7.713119145556286416e-01 2.279207572857273045e-01
-1.750000000000000000e+00 -2.750000000000000000e+00 6.509059581023072250e-01 5.299962264016602198e-01 1.209097317006470051e-01 9.284819189842474785e-01 8.548483047671499024e-01 1.846535012508128681e-01
-1.500000000000000000e+00 -2.750000000000000000e+00 5.006883472527388079e-01 2.509501942617304304e-01 2.497381529910083775e-01 9.723296134238450517e-01 9.253305337798547470e-01 1.192412925499895665e-01
-1.250000000000000000e+00 -2.750000000000000000e+00 2.952120949650687276e-01 1.781684596105611307e-01 1.170436353545075969e-01 9.898852783855099924e-01 9.675940840658037168e-01 7.990558519392002013e-02
-1.000000000000000000e+00 -2.750000000000000000e+00 2.869690161999917666e-01 1.544538766104630312e-01 1.325151395895287354e-01 9.952094960634677578e-01 9.784501416029796061e-01 6.882124423698324223e-02
-7.500000000000000000e-01 -2.750000000000000000e+00 1.783359963138680671e-01 0.000000000000000000e+00 1.783359963138680671e-01 9.980316085369249635e-01 9.908047052205307681e-01 3.802264998921521533e-02
