# position velocity action_std action_loc_std action_std_diff action_mean_p_0 action_p_0_mean action_p_0_std
-2.000000000000000000e+00 -3.000000000000000000e+00 7.740262905156558570e-01 6.855771291401119294e-01 8.844916137554392765e-02 8.539579184301493431e-01 7.711024979374146993e-01 2.256789702594701463e-01
-1.750000000000000000e+00 -3.000000000000000000e+00 7.362663788738763593e-01 5.487294415283341387e-01 1.875369373455422206e-01 9.163011079585121621e-01 8.391215434591332567e-01 1.903601823415649597e-01
-1.500000000000000000e+00 -3.000000000000000000e+00 5.173212973163885398e-01 2.800000000000024136e-01 2.373212973163861261e-01 9.707253738376419028e-01 9.253065264097700693e-01 1.232198279644139832e-01
-1.250000000000000000e+00 -3.000000000000000000e+00 3.173211988472998679e-01 1.989974874213241152e-01 1.183237114259757528e-01 9.869233679438167428e-01 9.598596757852070338e-01 9.195530561615503085e-02
-1.000000000000000000e+00 -3.000000000000000000e+00 2.103478410176529978e-01 1.262378707044761739e-01 8.410997031317682393e-02 9.946146999677917266e-01 9.801819407309217969e-01 6.204896765722853202e-02
-7.500000000000000000e-01 -3.000000000000000000e+00 1.416966157472755450e-01 0.000000000000000000e+00 1.416966157472755450e-01 9.966984324566843245e-01 9.890490116290923117e-01 2.544984483490368710e-02
-5.000000000000000000e-01 -3.000000000000000000e+00 2.155697817809371641e-01 8.935323161475478004e-02 1.262165501661823841e-01 9.973681357685015847e-01 9.870292327418147549e-01 4.846997899769537460e-02
-2.500000000000000000e-01 -3.000000000000000000e+00 1.984545457315040062e-01 8.935323161475478004e-02 1.091013141167492262e-01 9.972884393136565162e-01 9.877787806638017587e-01 4.331341941110844473e-02
0.000000000000000000e+00 -3.000000000000000000e+00 2.847253967626225402e-01 8.935323161475472453e-02 1.953721651478678156e-01 9.960438155307284047e-01 9.831677780483227824e-01 5.740178562307016175e-02
2.500000000000000000e-01 -3.000000000000000000e+00 2.618142896203125014e-01 8.935323161475479392e-02 1.724610580055577214e-01 9.924267597461285950e-01 9.763595285900265042e-01 6.026154792344032285e-02
5.000000000000000000e-01 -3.000000000000000000e+00 3.946423342455798178e-01 1.781684596105609086e-01 2.164738746350189091e-01 9.828438898848429472e-01 9.509204411322321748e-01 9.623263936753000125e-02
7.500000000000000000e-01 -3.000000000000000000e+00 6.109519345526519540e-01 3.182703253525228648e-01 2.926816092001290892e-01 9.509776173642481290e-01 8.974240902532846231e-01 1.365341138047302671e-01
1.000000000000000000e+00 -3.000000000000000000e+00 7.421442170012705342e-01 6.156752390668296382e-01 1.264689779344408960e-01 8.852242241783481180e-01 8.053725662784906314e-01 2.093325693035132662e-01
1.250000000000000000e+00 -3.000000000000000000e+00 8.725538678586638452e-01 8.257747876994067093e-01 4.677908015925713592e-02 7.648619170304536974e-01 6.929342381481272684e-01 2.565542745225319887e-01
1.500000000000000000e+00 -3.000000000000000000e+00 9.592777373812749753e-01 9.656086163658634813e-01 -6.330878984588506064e-03 6.201235982002957225e-01 5.850212621734117713e-01 2.780439051406767836e-01
1.750000000000000000e+00 -3.000000000000000000e+00 9.670212427695832336e-01 9.991996797437441291e-01 -3.217843697416089555e-02 4.960527705589636294e-01 4.982657238602060112e-01 2.883154547589359962e-01
2.000000000000000000e+00 -3.000000000000000000e+00 9.619571059503451149e-01 9.697752316903092140e-01 -7.818125739964099097e-03 3.715252680594585133e-01 4.147473194858313228e-01 2.799805317893333534e-01
-2.000000000000000000e+00 -2.750000000000000000e+00 7.688083120753572697e-01 6.545716156388107221e-01 1.142366964365465476e-01 8.802373781425788524e-01 7.968168489318295800e-01 2.189085780706410134e-01
-1.750000000000000000e+00 -2.750000000000000000e+00 6.046502906255455390e-01 3.823924685450787453e-01 2.222578220804667937e-01 9.545344044381576243e-01 8.956243423594809627e-01 1.532985701169702064e-01
-1.500000000000000000e+00 -2.750000000000000000e+00 4.687301474955726799e-01 2.659022376739251792e-01 2.028279098216475007e-01 9.827982412014449887e-01 9.477574206008164692e-01 1.046392353363621575e-01
-1.250000000000000000e+00 -2.750000000000000000e+00 3.900654443171756580e-01 1.544538766104626981e-01 2.356115677067129599e-01 9.930614056515134624e-01 9.685848786037852820e-01 7.923251988156829184e-02
-1.000000000000000000e+00 -2.750000000000000000e+00 1.675014397781554032e-01 0.000000000000000000e+00 1.675014397781554032e-01 9.971977977684124417e-01 9.866324118642779695e-01 4.295375591961331924e-02
-7.500000000000000000e-01 -2.750000000000000000e+00 1.878100301508885961e-01 1.262378707044762016e-01 6.157215944641239447e-02 9.985118278212385956e-01 9.875470824845019591e-01 6.265728053524299845e-02
-5.000000000000000000e-01 -2.750000000000000000e+00 1.744257754232377278e-01 8.935323161475471065e-02 8.507254380848301711e-02 9.990345837028145048e-01 9.940946245602940712e-01 3.469421396957626108e-02
-2.500000000000000000e-01 -2.750000000000000000e+00 1.782096052649108364e-01 1.262378707044762016e-01 5.197173456043463480e-02 9.988807217899142721e-01 9.911944512389430084e-01 5.178746907932311322e-02
0.000000000000000000e+00 -2.750000000000000000e+00 1.361075968823356463e-01 8.935323161475473841e-02 4.675436526758090794e-02 9.982360873402978951e-01 9.913089510344502697e-01 3.750878970269203028e-02
2.500000000000000000e-01 -2.750000000000000000e+00 2.023266429029205171e-01 8.935323161475473841e-02 1.129734112881657787e-01 9.957768098225355802e-01 9.860591311377904233e-01 4.400586491878166057e-02
5.000000000000000000e-01 -2.750000000000000000e+00 2.893581055332352658e-01 8.935323161475472453e-02 2.000048739184805413e-01 9.889008151703898575e-01 9.691768956111452837e-01 5.869604506118211718e-02
7.500000000000000000e-01 -2.750000000000000000e+00 4.873961558212002165e-01 1.262378707044761461e-01 3.611582851167240982e-01 9.668494546422021774e-01 9.313396622952470061e-01 8.965916728204449682e-02
