# position velocity action_std action_loc_std action_std_diff action_mean_p_0 action_p_0_mean action_p_0_std
-2.000000000000000000e+00 -3.000000000000000000e+00 9.111457240837883553e-01 9.018736053350302484e-01 9.272118748758106932e-03 7.158282216754018323e-01 6.540110035341788475e-01 2.592981484771554324e-01
-1.750000000000000000e+00 -3.000000000000000000e+00 8.514754844521303934e-01 7.616403350663634164e-01 8.983514938576697695e-02 8.236676698299768562e-01 7.441335656318671665e-01 2.413470560057681957e-01
-1.500000000000000000e+00 -3.000000000000000000e+00 6.821109796139146475e-01 5.299962264016597757e-01 1.521147532122548718e-01 9.207934874901887445e-01 8.474844085285058171e-01 1.906427306519901943e-01
-1.250000000000000000e+00 -3.000000000000000000e+00 6.084957209268623268e-01 4.520353968440957715e-01 1.564603240827665553e-01 9.511046104227980358e-01 8.899504290040497478e-01 1.642679864749677643e-01
-1.000000000000000000e+00 -3.000000000000000000e+00 5.294479125426353461e-01 1.989974874213243095e-01 3.304504251213110644e-01 9.774164773233871006e-01 9.395836708889440114e-01 1.026025993242775658e-01
-7.500000000000000000e-01 -3.000000000000000000e+00 4.287454215000806590e-01 2.800000000000009148e-01 1.487454215000797442e-01 9.837244023312949892e-01 9.452564102132871016e-01 1.163551067241681836e-01
-5.000000000000000000e-01 -3.000000000000000000e+00 3.542299286058323005e-01 1.781684596105612417e-01 1.760614689952710588e-01 9.896192612433375446e-01 9.632753519713077583e-01 9.309768496713845265e-02
-2.500000000000000000e-01 -3.000000000000000000e+00 2.534064161785910541e-01 1.544538766104631700e-01 9.895253956812788410e-02 9.907952265572640416e-01 9.681906277900466096e-01 7.278377357693963101e-02
0.000000000000000000e+00 -3.000000000000000000e+00 3.675183018395112300e-01 1.781684596105612417e-01 1.893498422289499883e-01 9.862444264958876161e-01 9.589601702607265521e-01 8.728792002117714832e-02
2.500000000000000000e-01 -3.000000000000000000e+00 4.491306626682183833e-01 2.933666647729430421e-01 1.557639978952753412e-01 9.792367931001445536e-01 9.420481822991200183e-01 1.197527890291560232e-01
5.000000000000000000e-01 -3.000000000000000000e+00 5.716987285626837778e-01 3.411744421846382158e-01 2.305242863780455620e-01 9.616541903982342987e-01 9.100910988351336162e-01 1.390919253186013727e-01
7.500000000000000000e-01 -3.000000000000000000e+00 6.800828691100228029e-01 5.363431737236915575e-01 1.437396953863312454e-01 9.081900206123031394e-01 8.381566786789705903e-01 1.871871080285637534e-01
1.000000000000000000e+00 -3.000000000000000000e+00 8.603445333922404847e-01 7.547608892887861520e-01 1.055836441034543327e-01 8.101352474917966617e-01 7.360328682372595521e-01 2.377849769703560268e-01
1.250000000000000000e+00 -3.000000000000000000e+00 9.204976289109229048e-01 8.960267853139233241e-01 2.447084359699958078e-02 7.217752390609473157e-01 6.586436079405310062e-01 2.627518105823298811e-01
1.500000000000000000e+00 -3.000000000000000000e+00 9.693446063556167003e-01 9.864603387871176965e-01 -1.711573243150099621e-02 5.817217816259194763e-01 5.544473371271051443e-01 2.837935606929358201e-01
1.750000000000000000e+00 -3.000000000000000000e+00 9.659948533494320255e-01 1.000000000000000000e+00 -3.400514665056797448e-02 5.042070830932481318e-01 5.020189526678333625e-01 2.860433104245414526e-01
2.000000000000000000e+00 -3.000000000000000000e+00 9.536018978107410060e-01 9.922822179198833581e-01 -3.868032010914235208e-02 4.333704967968814992e-01 4.538794506498314840e-01 2.719237150758388455e-01
-2.000000000000000000e+00 -2.750000000000000000e+00 9.191147659989818974e-01 8.390852161729469572e-01 8.002954982603494027e-02 7.572764711366607449e-01 6.859682730141489770e-01 2.596794440142907723e-01
-1.750000000000000000e+00 -2.750000000000000000e+00 8.323876601827518984e-01 7.101999718389164773e-01 1.221876883438354211e-01 8.451589399218862875e-01 7.675455741073884397e-01 2.319726768560440577e-01
-1.500000000000000000e+00 -2.750000000000000000e+00 6.572828778023890317e-01 4.598434516223988133e-01 1.974394261799902184e-01 9.408409570505608110e-01 8.727220736974994342e-01 1.733933122840656538e-01
-1.250000000000000000e+00 -2.750000000000000000e+00 5.413607235684548824e-01 3.519999999999981477e-01 1.893607235684567347e-01 9.731132591206282934e-01 9.255185857323281473e-01 1.335236802046795568e-01
