# X sample_0 sample_1 sample_2 sample_3 sample_4 sample_5 sample_6 sample_7 sample_8 sample_9
-2.500000000000000000e+00 3.148651745842508398e-01 1.405208101725251291e-01 4.592482436887387887e-02 2.142052677010947703e-01 -8.237476459413534124e-02 -1.505018833629855057e-01 5.938422158749377955e-01 -7.200846664069586733e-01 5.416184455024368738e-01 7.861480455078530272e-02
-2.487468671679197829e+00 3.346630080274296537e-01 1.514898885746108204e-01 4.110271926006278664e-02 2.372806033835348771e-01 -8.958576969409279278e-02 -1.374103165065789778e-01 6.027296021041576024e-01 -7.202539142056075816e-01 5.363451451264040770e-01 9.243197353773080494e-02
-2.474937343358396102e+00 5.247156779385450109e-01 2.512730738016185628e-01 -2.835851119101607393e-02 4.893317303742981128e-01 -1.559845142184541344e-01 3.061330676558718725e-02 6.336570277388112737e-01 -6.801055481035649386e-01 4.136692605715381887e-01 1.936743578442774172e-01
-2.462406015037593932e+00 6.849129152516603147e-01 3.628534866490531474e-01 -2.243188203570083694e-01 7.837732641655631438e-01 -2.880986010639936534e-01 2.372662824712264140e-01 5.440597902624364490e-01 -5.166630489628515344e-01 1.683463695329953380e-01 2.602909259327972902e-01
-2.449874686716792205e+00 6.611075216579188618e-01 3.971934849417241287e-01 -3.522905819526066518e-01 8.667665501232441061e-01 -3.760657969969540271e-01 3.112490979916021083e-01 4.200833491264335251e-01 -4.265672129949922842e-01 2.902484380937927003e-02 2.494659493730114752e-01
-2.437343358395990034e+00 6.793652908966524295e-01 3.946216188122321777e-01 -3.273027812580554530e-01 8.561248311929586796e-01 -3.573167185905212762e-01 2.952050320979593412e-01 4.525557549915163458e-01 -4.464108456953352344e-01 6.029011025095364767e-02 2.544468905193051911e-01
-2.424812030075187863e+00 6.814396860388211019e-01 3.585883194031632693e-01 -2.078915833506972122e-01 7.697358472721459455e-01 -2.784580103591144384e-01 2.247373933870608076e-01 5.558942222628208141e-01 -5.304053882628093630e-01 1.877273447661438610e-01 2.595857739451158386e-01
-2.412280701754386136e+00 6.176630148124192532e-01 3.038961188665770807e-01 -9.844738453586655835e-02 6.286682004533831192e-01 -2.036958591223691217e-01 1.260326296048623618e-01 6.162923983146771922e-01 -6.185361588795955656e-01 3.156215484979538188e-01 2.362569815927088868e-01
-2.399749373433583965e+00 6.286708743596990390e-01 3.112530481535886739e-01 -1.123231774065531624e-01 6.509697820934500223e-01 -2.152598371520308695e-01 1.394864768735578908e-01 6.135805666244068535e-01 -6.063693000188599136e-01 2.981965498155366157e-01 2.425001779846839012e-01
-2.387218045112781795e+00 6.701505849492868094e-01 3.961183477397614006e-01 -3.415838432385990275e-01 8.634216837730431804e-01 -3.681512336482337666e-01 3.048871160984865658e-01 4.368936878667432078e-01 -4.360563821182180666e-01 4.626255715865555673e-02 2.524432436078655750e-01
-2.374686716791980068e+00 1.970294572517413689e-01 2.592958963574996667e-01 -1.928814572184255061e-01 6.499866526854505278e-01 -6.498775300154178147e-01 2.558443362647632169e-01 -8.533257280333192418e-02 -2.465308532522212381e-01 -1.304953360166972720e-01 1.658312311032886788e-01
-2.362155388471177897e+00 8.830400992962242346e-02 -2.649288880125307347e-02 3.962490853531455137e-01 5.035180680179145163e-02 -7.592287854091710475e-01 -2.222355334965147311e-01 -1.630941025207112982e-01 1.564474598327136590e-01 -1.800825618894051350e-01 -1.861197194593646187e-01
-2.349624060150375726e+00 -3.972401306763923001e-02 -2.738432409879678134e-02 1.509502584886861232e-01 -5.897008875341021306e-02 -7.053010655514790894e-02 1.088525565030613179e-01 -3.893082460160489644e-01 1.799551779929527140e-01 5.053825768957480313e-02 1.605800803089521278e-01
-2.337092731829573999e+00 -9.420933011016863201e-02 1.334044262528094882e-01 -2.503956292818549367e-01 -1.585735833409498141e-01 4.215083360150782138e-02 2.272018847823238652e-01 -4.745492512758260339e-01 -1.608116008993370205e-01 2.397419803982490105e-01 1.106528371014212364e-01
