# X Y attrib
2.173716192603771802e-01 2.086387818266644822e-01 9.973513586704663147e-01
5.616697730295941327e+00 -6.816551228230527393e-01 3.238682251461587336e-03
3.335865719780146676e+00 -1.957618466368019894e-01 9.978478296203574516e-01
-2.734494471934103110e+00 -4.092344267680286252e-01 9.972504592438535820e-01
-3.505447349848006766e+00 2.711708949955215497e-01 9.943634323039985956e-01
2.340135739672792425e+00 7.310395467750115950e-01 9.973945745509400496e-01
-4.182852136835629508e+00 7.347954349572600741e-01 9.863471648551788151e-01
-1.351607828766789865e+00 -8.667043703994018466e-01 9.968243574906836546e-01
1.483489547473826775e+00 9.594454568950121498e-01 9.954715474218849280e-01
-1.106719067976453807e+00 -9.747700575349951269e-01 9.934472300501462350e-01
-6.252210696488884167e+00 -9.985182683532492498e-02 9.934980286078382017e-01
4.825890731529041133e+00 -1.047304859504619046e+00 5.524859105489111390e-03
4.837393434324017250e+00 -1.032381878915456852e+00 4.855536408327000390e-03
-2.508125814455873126e+00 -5.461559831834796874e-01 9.971552957201231804e-01
1.125718918613673125e+00 9.903933919429216415e-01 9.973253246785528381e-01
6.012089938527255484e+00 -2.812301007540313202e-01 8.995744195306188936e-04
4.336576865564968131e+00 -1.010905011541654908e+00 1.106097206144266917e-02
-5.465423222094749178e+00 7.119101184900488155e-01 9.971362289419459790e-01
-2.579317127010259281e+00 -5.814883104347506881e-01 9.946622248090920548e-01
-2.664894409346845183e+00 -3.830363767559651356e-01 9.973712334504272192e-01
4.052231527829361468e+00 -7.542869709469229855e-01 1.106891163353585254e-03
1.585662820254204242e+00 9.655370363222816055e-01 9.955976041002506660e-01
-4.894881409513216042e+00 1.018551520706905134e+00 9.974890452239585370e-01
-6.276540070041450647e+00 -6.156496262850623402e-02 9.934871050462092956e-01
5.556424755217244993e+00 -7.041498725936847780e-01 2.853148595476688153e-03
-4.505034343392204654e+00 9.781003898342112146e-01 9.975061806727537617e-01
-9.852471096492489977e-01 -7.800079964934623078e-01 9.971578840174244451e-01
-1.929070588311159185e+00 -9.299967224461248572e-01 9.973307282511332250e-01
4.646856418197067740e+00 -9.864025103750149182e-01 9.553823266633228650e-04
-8.972160871747307809e-01 -7.912135362890515555e-01 9.972429634691390987e-01
4.131212992020437014e+00 -8.109328327817567628e-01 9.561545380244997018e-04
2.737606938167814974e+00 3.366448318876549273e-01 9.918794109737347764e-01
-4.784938480937038996e+00 9.428981589609839453e-01 9.920621988823349335e-01
1.211199235627348436e+00 9.611124602149928586e-01 9.975263017384661257e-01
-4.652619580669172805e+00 9.515264351029206757e-01 9.967012595008134523e-01
-5.308863175288157876e+00 8.460805626355502040e-01 9.974723988631816196e-01
4.162047992429386056e+00 -8.311221869862116529e-01 9.588661440028214446e-04
-4.475435638745315359e-01 -4.242263765342874082e-01 9.975982537551735252e-01
-4.247276451879959502e+00 8.673688775436175780e-01 9.963607427908954817e-01
6.028753007728564484e-01 5.554896113084126785e-01 9.972970716733351448e-01
1.111945631387034616e+00 9.088089547578211969e-01 9.975447670443261527e-01
3.438324487574995203e+00 -3.204386384808073363e-01 9.974819279108110281e-01
1.958411783879295598e+00 9.047423628635012927e-01 9.943966845904952390e-01
7.251645265595465517e-01 6.628586985973713430e-01 9.973098064288503650e-01
-4.043264094462690750e+00 8.351247513587973792e-01 9.976183154859507018e-01
-3.259923490182783379e+00 1.123587143213876094e-01 9.977487205970066997e-01
7.608475428078076419e-02 2.498421108460183865e-02 9.971235495879126054e-01
-1.297531816031028740e+00 -1.059462663988833819e+00 9.924596805191630011e-01
-2.129348197155858102e-01 -2.477399950426260322e-01 9.973988930314019452e-01
5.726995746843298818e+00 -6.050544164802595937e-01 3.841224442220963261e-03
5.046681994356875478e+00 -9.485146376538131641e-01 8.661668782365833114e-04
7.237377445687975808e-02 1.092748841337499582e-01 9.976814761647303520e-01
4.030053719132597578e+00 -8.268324497074253099e-01 5.115998890459597624e-03
4.118199783286145887e+00 -8.656440710504196279e-01 1.451812017998649253e-03
-3.369881540444613854e+00 1.796811487082884407e-01 9.972032437264474192e-01
-5.289744765916797320e+00 8.842875789768607220e-01 9.976535325884514638e-01
-4.302357546151132084e-01 -4.545808994354959554e-01 9.974832142517885414e-01
4.762350462284469899e+00 -9.682394491907990730e-01 9.668066805040065109e-04
-4.429607204730253045e+00 1.026217912084466999e+00 9.976119438988393373e-01
-3.377195699593172229e+00 2.166931076044297522e-01 9.967641422755182390e-01
5.252061891192532528e+00 -7.661858613882485125e-01 8.415764596330697987e-04
-4.661325186483868954e+00 9.977285205221366748e-01 9.973465101160083890e-01
5.232733762160407309e+00 -9.112359363753848029e-01 4.598475853896090426e-03
-3.332632263084361224e+00 1.811840517919226790e-01 9.973863265100683106e-01
1.457532721085919469e+00 8.960277540922920725e-01 9.915572549501375788e-01
5.674819157084169063e+00 -5.650292972976063144e-01 9.187680000526796857e-04
-3.077116871403457132e+00 -7.405021775843020904e-02 9.972309364500805406e-01
-6.251122420531691759e-01 -6.123354383985988303e-01 9.973028264299246270e-01
5.937833550713710551e+00 -3.007107739379200062e-01 7.964452684469095671e-04
-3.275160629951346714e+00 4.064335051230433260e-02 9.925379346420735160e-01
-3.786482423375201467e+00 6.287802209004582643e-01 9.973760396809673301e-01
2.361803828015673901e+00 7.713054628406288415e-01 9.974032834350097243e-01
4.335513405573147239e+00 -9.918655020553970303e-01 1.203439357328851128e-02
-5.866461609833866220e-01 -5.456803330063235702e-01 9.970580149279002491e-01
-5.009331971962329710e+00 9.549678803082616296e-01 9.977261311204698169e-01
1.543753127186658247e+00 9.980220113507882740e-01 9.973036411300674198e-01
-5.234195747218685746e+00 8.204058421262256928e-01 9.961224964381084623e-01
-5.613811254270888895e+00 6.611253508156839098e-01 9.975361729684798506e-01
-1.941774713608291236e+00 -8.970851628024567592e-01 9.971882549073192159e-01
5.095351955026909962e+00 -8.687864921139903940e-01 1.190382251615645015e-03
3.752320871093472121e+00 -6.056842547895828766e-01 9.973808771415249019e-01
-1.454847144580643459e+00 -9.422990929016524797e-01 9.975605225240289364e-01
-5.117955969464251353e+00 9.319700267045891717e-01 9.972651132674947849e-01
